Name_GeneSymbol,LFC
SRC,0.04590235121851694
XPO7,0.0950288324362963
PIN1,-0.07062851555003337
NGRN,0.12799308842549442
CSRP1,-0.4128377705690314
FCHO1,-0.05210511481240119
SLC35F2,0.01687125826466966
AMDHD2,-0.05921390439546079
PPP2R3C,0.04555756625057778
PNP,-0.6047130634193091
DUSP22,0.05251798274901069
SLC25A46,0.07257991317946093
CAMSAP2,0.0603992028010689
ZNF589,0.02333985218862387
SMNDC1,-0.07896653491275744
MAN2B1,-0.12457449580948254
FHL2,0.1555902023736606
HYOU1,0.02343815018639539
MBOAT7,0.10943154398764866
MKNK1,0.05520708897216873
ICAM3,-0.12254124741158089
P4HTM,0.02277061525504213
CBLB,0.04948635994296948
NFE2L2,-0.3207565420821339
RAB11FIP2,0.09077812898420454
SLC35A1,0.06614947757587826
GNAI1,-0.08549296104234208
HPRT1,-0.00279911633464019
PLCB3,-0.24451006823818436
ALDH7A1,-0.3130182935307854
EPN2,-0.02000292682429564
APP,0.04714567124649129
SMARCA4,0.0226648134267582
TIMM22,0.00968170896825605
TIMP2,0.03192199881534748
PLA2G15,0.00375562463301561
RPA3,0.04816981493217493
NR2F6,-0.02268862576944867
YTHDF1,-0.03107749114502263
PPP1R13B,0.05491429961960095
KLHL9,0.00546988895338802
COG7,-0.00124168810191289
TIMM9,7.001523259049981e-4
HS2ST1,0.03473860227170908
HIST2H2BE,-0.3951365610037012
GOLT1B,0.07324420316985313
HADH,-0.08293544339845815
SSBP2,0.0907197866205894
VPS28,-0.07781239568306658
RPN1,-0.07316593276698898
MAST2,0.02832868594464363
WRB,-0.05859255240389045
SUPV3L1,-0.05175248500090525
NMT1,0.04871672574480202
CCNA2,0.0707264680239311
PIK3R3,-0.05037192060713966
ABL1,-0.145059790334638
TOPBP1,0.14428870595942833
IFNAR1,0.07995551742356531
CDC20,0.05523751453429618
MEST,0.16241630687651515
LSM5,-0.08513467315826903
CDK4,-0.18476972622393187
S100A4,0.13246312289435286
YKT6,-0.04750034142396477
HLA-DMA,-0.15271302506960507
PHKG2,-0.11038711640938788
PPARD,-0.02283557516012653
DNAJA3,-0.03667495389109099
CASP3,-0.04800001412083709
NUDT9,-0.03270816981502788
CTSD,-0.1443473691854229
TMEM2,0.12724514425392155
WDTC1,0.03422080078262254
MOK,0.0310024246858081
EAPP,-0.09555297145238656
FAH,-0.24538293319150745
KIAA0100,0.1060496282478154
CETN3,-0.16563615494094253
HMGCS1,0.03947294288274667
CDC42,-0.02211239911511178
GLRX,-0.1392929215405054
MFSD10,0.03852710411145318
PAPD7,0.11783164002021618
PRUNE,0.04311533115778834
TSPAN6,-0.12121127700308904
PAICS,-0.12559428160091252
GTPBP8,-0.05008434783934221
TGFB3,-0.149666961748697
ANXA7,-0.04776539504736717
PRKAG2,0.05800228228403569
MCOLN1,-0.00591543253722264
SDHB,-0.07907809283100424
LGALS8,-0.0028876330175795
GPER1,0.00744828640414055
MYCBP,-0.06405442823208943
SLC1A4,-0.13975566801479744
GFPT1,0.12235560207168836
KDM5A,-0.05325569548078401
NOTCH1,-0.2930910433797508
LAP3,-0.17509370367275748
ST3GAL5,0.06428524944412699
PRR7,-0.00788296876321781
RPIA,-0.01187883227176921
EDN1,-0.4831317341476725
RPL39L,0.0140591880206382
CAB39,0.05040542086993891
TESK1,-0.10428503904819356
THAP11,-0.03315212682800522
HMG20B,-0.3362416579170495
SHB,-0.2205435680582189
PLEKHM1,-0.02090337668205542
HACD3,-0.05995509723902581
ABHD6,0.00604903613837842
MCUR1,-0.01511182976567634
PTK2B,0.05722593934593835
CSNK1E,-0.02574322907719316
PPOX,-0.03837591117556516
IKBKB,0.0012191354358737
DNMT3A,-0.0857789925148928
CTNND1,-0.00858632316719421
CCNH,-0.07394148932204232
PCNA,-0.12978301501505382
TBP,-0.02967493440495342
FZD1,-0.08496315916124358
HIF1A,-0.14070006181669775
MRPS16,0.0521221480410467
LRRC16A,-0.27436713019783837
MAPK1IP1L,0.0436122187360822
MBTPS1,0.0950424223739212
ASAH1,-0.05260045513934562
PIK3CA,0.09036143635050276
MYCBP2,0.1661645895824478
FBXL12,0.00216083985396052
FUT1,0.07212694307812628
PLA2G4A,-0.04667680681381682
SORBS3,-0.20753374822755283
TMEM5,-0.0993381692526148
LYRM1,-0.06338649527421912
RELB,-0.2222378684618906
DMTF1,0.05107348839026124
PSMF1,0.0122309289105677
EPHA3,0.08794487892312809
EVL,0.09465773652688778
SH3BP5,0.10507658784745108
CHMP4A,0.08107746549793965
RBM6,-0.04391321158362499
PSME1,-0.18196390340293775
LRP10,-0.403630198450446
WDR61,-0.00736355807999433
CRYZ,-0.05877909224573768
ALAS1,-0.02908366683403183
DNAJB1,-0.4342560329040568
CALM3,0.116343121774917
ADCK3,-0.04712406983316008
