Name_GeneSymbol,male
SRC,-0.06417032323679965
XPO7,-0.10281510282070444
PIN1,0.2747287859108005
NGRN,0.04001240061914104
CSRP1,0.0099258865129471
FCHO1,0.09432338147091718
SLC35F2,0.12137515807071952
AMDHD2,0.06559576833629625
PPP2R3C,0.1026000669133
PNP,-0.2566214704430916
DUSP22,0.03277468764423322
SLC25A46,-0.1415455417433501
CAMSAP2,-0.07896322287679966
ZNF589,-0.02006663695164981
SMNDC1,-0.04749602536727876
MAN2B1,0.08910586062754182
FHL2,0.28238055058932404
HYOU1,-0.15972395900447803
MBOAT7,-0.02706325518824407
MKNK1,-0.01079110687740861
ICAM3,0.14553859401425168
P4HTM,0.00177727373579991
CBLB,-0.10804055759697533
NFE2L2,-0.22085551951744484
RAB11FIP2,-0.06319981132492107
SLC35A1,0.22272934069454203
GNAI1,-0.1320873703461184
HPRT1,0.092591196487339
PLCB3,-0.15812746650620582
ALDH7A1,-0.03593658429370697
EPN2,-0.1368374959095429
APP,-0.0374560276017258
SMARCA4,0.07279362597302301
TIMM22,0.08181653097501985
TIMP2,0.00885375461566796
PLA2G15,-0.03202967060722375
RPA3,-0.02813394752468386
NR2F6,0.17242490718746475
YTHDF1,-0.23998912794958469
PPP1R13B,-0.02809642998436019
KLHL9,-0.18804519587486304
COG7,-0.00986863957675377
TIMM9,0.17887920298248156
HS2ST1,-0.1993410706476296
HIST2H2BE,-0.1296707022140745
GOLT1B,-0.11446531980224262
HADH,-0.03911978412905725
SSBP2,-0.04128963967208331
VPS28,0.13937478237128298
RPN1,-0.08419720572482102
MAST2,-0.06710659691780566
WRB,-0.00620450214333419
SUPV3L1,-0.1609258434463014
NMT1,-0.00569714274688159
CCNA2,-0.03470576564498295
PIK3R3,-0.08666207527580061
ABL1,-0.1703493183825748
TOPBP1,-0.1026940278249592
IFNAR1,-0.14979106848649582
CDC20,0.15654759487815487
MEST,-0.0677223671092794
LSM5,0.02671425042510151
CDK4,-0.00799701071777414
S100A4,0.8334539554952577
YKT6,0.05769654990098737
HLA-DMA,0.15122941509369706
PHKG2,0.15252681699386558
PPARD,0.0676164425382877
DNAJA3,-0.0597692205336735
CASP3,-0.13383362990385325
NUDT9,0.0128719981620378
CTSD,0.07490446048837464
TMEM2,0.04221378666725771
WDTC1,-0.0071006585443718
MOK,0.02677442716019033
EAPP,0.0754225117098796
FAH,-0.03542085680918512
KIAA0100,-0.03547109580827057
CETN3,0.1634726751357939
HMGCS1,-0.21894856452534045
CDC42,0.00952519805151956
GLRX,-0.07259084515708987
MFSD10,0.1817778391087171
PAPD7,-0.03725816763570602
PRUNE,-0.05502353548569271
TSPAN6,0.16950798569407166
PAICS,-0.1829910418946804
GTPBP8,0.06025583202499011
TGFB3,0.05117025266207538
ANXA7,-0.09300033704196116
PRKAG2,0.01484512708612247
MCOLN1,0.1074333753316259
SDHB,0.12232456369633364
LGALS8,-0.02212255081601835
GPER1,0.43582623590512715
MYCBP,0.04896295340561556
SLC1A4,-0.2865694823180617
GFPT1,-0.10203258839619408
KDM5A,0.11106730232910436
NOTCH1,0.02816489622200491
LAP3,-0.1016951025448089
ST3GAL5,0.0212172485778746
PRR7,0.3912330321747023
RPIA,0.02988660903997047
EDN1,-0.41578205845464794
RPL39L,0.272510874259658
CAB39,-0.0634843740075734
TESK1,0.04440187302504844
THAP11,0.1290280953888449
HMG20B,0.24570645892535303
SHB,0.05374755080670831
PLEKHM1,-0.1358454517445302
HACD3,-0.15025549503746852
ABHD6,-0.04719433691207478
MCUR1,0.03580439963610295
PTK2B,-0.1493545815863473
CSNK1E,0.07752466862293377
PPOX,0.08804998192143693
IKBKB,0.0994030725904177
DNMT3A,0.06799071741149751
CTNND1,-0.09722004782380624
CCNH,-0.14462828436513975
PCNA,0.01320412887230173
TBP,-0.02663799540812823
FZD1,0.03149761768122718
HIF1A,-0.40752522165773014
MRPS16,-0.01629678262359511
LRRC16A,-0.28392139419965684
MAPK1IP1L,-0.1083609641317821
MBTPS1,-0.02004148348987391
ASAH1,-0.07549048000893056
PIK3CA,-0.19866047254863217
MYCBP2,0.05587044838325046
FBXL12,-0.03545109983220532
FUT1,0.3234350931163311
PLA2G4A,0.5074429027665327
SORBS3,0.0547316171850648
TMEM5,0.02528720823443616
LYRM1,0.03496948471816686
RELB,-0.17902699378009582
DMTF1,-0.07653755662268409
PSMF1,0.06459231689860669
EPHA3,-0.05775997082688445
EVL,0.220661822255465
SFN,0.2585187663403902
SH3BP5,0.1322728126346026
CHMP4A,0.34072012924390727
RBM6,0.10947018914597612
PSME1,0.1306223887236845
LRP10,-0.04513554061850761
WDR61,0.0433289891761759
CRYZ,-0.04393396045272326
ALAS1,-0.1523374309543372
DNAJB1,-0.9080350008855336
CALM3,0.03958656476099012
ADCK3,-0.09437117331568808
TRAPPC6A,0.24307987969366157
TBPL1,-0.038775578229284
MEF2C,0.21859997851944865
PAFAH1B1,-0.16361970842453222
TNFRSF21,-0.04656580834874541
IARS2,-0.04762170230015693
FAM20B,0.06533446799188075
TMEM50A,-0.06806703833721563
STK10,0.04566527753305563
COASY,0.03066151204190988
NR1H2,0.04049031449878174
SCYL3,-0.11571401993954146
HERC6,-0.0736438667306864
CDCA4,-0.04253176504732638
SLC35A3,-0.0583574977335229
PSMD2,-0.03989904204667362
IL4R,-0.4886346003974535
SYK,0.03458763965326834
CYCS,0.12499279345678048
VAV3,-0.28019496737467764
GNA11,0.12955354893235668
RRP8,0.02992734148295808
ATMIN,-0.1270703588209429
PLK1,-0.10908088253631272
NFATC3,-0.00127715071501722
CXCR4,-0.31439707852225135
EBP,0.06146753058312113
KIT,0.27739673796070663
CDKN2A,0.04106655622139109
TOR1A,-0.01459495070120139
GNAS,0.14933315844934802
HMGCR,-0.2064786696940296
NFKBIE,-0.09167975815595142
ZNF395,-0.03669312970764066
HSPD1,-0.07462914257106881
SLC27A3,0.0901953265429768
ACOT9,0.03711737952806775
PDGFA,0.09088278211132406
STAP2,0.3897554850081956
TRAPPC3,0.09103914791397263
SPAG4,0.0419787476916247
LIPA,0.01830947919983719
NARFL,0.2794734071214515
PAFAH1B3,0.235537589672468
DENND2D,0.16841551927752604
RSU1,0.0401245263860829
SESN1,-0.14123230615537757
PRKCH,0.00497392984693696
SMARCC1,0.19379379469058133
IGF2R,-0.05675627215371673
ERO1L,-0.13029432529022325
GALE,0.02736948943753819
DDB2,0.1322973131497706
CCNB1,-0.0994898143891342
BAG3,-0.7431194623541016
GADD45A,-0.13785739483100495
NCK1,-0.12257370864460816
STAT1,-0.15751996369536508
ARID5B,-0.13754823325189988
TXNDC9,-0.06337057447847087
CCNB2,-0.5356242550437338
RFC5,0.00617320788531788
NIPSNAP1,-0.00142825918146881
STX4,0.07135641860358251
ARFIP2,-0.06850456325254946
ITGB1BP1,0.24367473794317623
PAN2,-0.12619082614936664
RPS5,0.34051181285758125
ADH5,-0.10020392546073312
KDM3A,-0.2302849388730894
GRN,0.14132031548440413
NPC1,-0.1886573585087357
MAPKAPK5,-0.01496417467531624
EGFR,-0.3131003729262561
SNX11,-0.00658166168293113
PECR,0.10311988263954662
ERBB3,-0.06461894333238505
HAT1,-0.15516574662966376
SPR,0.0433387888656242
LAGE3,0.3764251982501938
CSK,-0.00651333107775465
PNKP,0.1959254382894856
IER3,-0.05729948054580179
PLSCR1,-0.2536531511287762
HSD17B10,0.23642406958785603
BNIP3,0.02609913739252883
DFFB,-0.05786481196388712
PGM1,-0.1516639667705918
KIAA0753,0.03940299806511956
PRKX,-0.25498823446632213
GLI2,-0.4338888343214434
BCL2,-0.2169826477650002
CPSF4,0.10256475747009654
KIF1BP,-0.13865593881579158
AURKA,-0.28707995761520777
CREB1,-0.07963117357287795
TMED10,-0.19955240364039808
NUSAP1,0.06966715446405952
CHN1,0.0151591592247212
CNPY3,0.0017631404081769
POLE2,-0.1661686171254306
PCMT1,-0.00947388329051318
HSPB1,-0.3935451680624634
LOXL1,0.23202816029645104
ACAT2,-0.02695940760583449
VDAC1,0.0328417209602925
LYN,-0.05027211550254213
APBB2,-0.1398425225104966
PCBD1,0.17538777010669504
TRIB1,-0.2784583124681184
ECH1,0.11809587255534763
DSG2,0.19733244564882357
NCAPD2,-0.07561746228546265
ARL4C,0.23216860161512856
MAP7,0.10033768101542308
COG2,-0.04545181235399857
C5,-0.090840517247168
AKT1,0.02435980471367512
BPHL,-0.05561485661453287
UBR7,-0.12362915763420192
RNPS1,-0.01882731529088631
CEP57,0.01653356258192651
TLK2,-0.00781153217618392
SCAND1,0.40052920222363664
CDK5R1,-0.01819419179028767
TBX2,0.288462749397825
TP53,-0.1872785794107288
VGLL4,-0.09789984285302006
CLPX,-0.03717996295610319
COPB2,-0.16004000613254743
HSD17B11,0.06726836306484245
MIF,0.2201139306220625
MNAT1,0.37801062997975254
ATP2C1,-0.07860384663615765
RAB31,-0.18737052704368287
MAP4K4,0.14324966912199874
PYGL,-0.2927169346459907
PRKACA,-0.00661391449451044
LSM6,0.11399863052214274
PRKCQ,-0.11142289079905111
ABCF1,0.07991423927286209
NCK2,0.13271125196379574
NUP88,-0.11260264573486264
ADI1,0.1334247384786493
TP53BP2,-0.2625638024546038
ARHGEF12,-0.11672788922824756
FOSL1,-1.9313728240564312
UTP14A,0.16566568288166464
CDH3,-0.09874970869298302
DUSP3,-0.02421846695248911
ZMYM2,-0.12379937826537224
CAT,0.04135554073646051
TCEAL4,0.2820736097837642
RAB27A,-0.07821597145793535
TSPAN3,-0.06940770759541541
CLIC4,-0.2218949312631209
SENP6,0.05194751928834001
MPZL1,-0.09433616136100614
NOSIP,0.30144523756332786
LPAR2,0.17728752092698652
MRPL19,-0.13152314600606205
CORO1A,0.03923733106295943
STXBP1,-0.01530459178714489
NISCH,-0.01930688195518119
SPEN,0.04769139572215684
BMP4,0.243618569493486
UBE3C,-0.10646731270822812
HERPUD1,-0.10885957251949067
RALB,0.12000902663046564
YME1L1,-0.02133990628158814
CDK1,0.04935222327445771
ARHGAP1,-0.10561955029188667
ACD,0.00924267783237413
CASP10,0.13255011380409992
FKBP4,-0.1459679385497007
PTK2,-0.16799827000436957
CHAC1,-0.06811026303552623
WDR7,-0.11179400991009106
POLR2I,0.48100914852799953
PTPN6,-0.02356887907571708
CD320,0.40009530628406986
SPDEF,0.13542263540901237
AKAP8,0.05056654462132196
ATF1,-0.04930239940003733
DDR1,-0.1667864304662315
MAMLD1,-0.16325006121365898
KIAA0355,-0.11404612492735068
PCCB,-0.17672885146122497
INPP1,-0.08961699539644499
HEATR1,-0.2165530283237795
CDC25B,-0.0464486328128544
BID,0.08582726686575283
RPS6,0.3495491100612685
KCTD5,-0.06229838685105655
ETS1,0.149164893537791
STAMBP,-0.0230923741547912
NPEPL1,0.10533422947957284
DCUN1D4,-0.10132427575524816
RUVBL1,0.09586085964077672
XPNPEP1,-0.2195045096221371
PSMD10,-0.06862760829551623
MSRA,0.24150440653435415
SLC25A13,0.02496890766051076
TNIP1,0.01330558971891705
ARID4B,0.12218770580441687
NCOA3,-0.12188016770220002
GATA2,0.4365615104502914
UBE2J1,-0.13010177790352
PTPRF,-0.12769030276816523
NR3C1,-0.04695711154241058
TJP1,-0.07089888184279294
DNAJC15,0.20985165709270853
HK1,-0.10181655908131584
MYL9,0.6038676061573939
FAT1,-0.25688463994595534
TOP2A,-0.23288003299311005
BDH1,-0.08930143876798768
MTERF3,-0.13771208145683103
NUP133,-0.18299493103419645
ICAM1,-0.4698847415275213
IFRD2,-0.01547524956550213
ARPP19,0.09988779650355804
EIF4EBP1,0.01218224559924503
TFDP1,0.10816953966310627
ZNF274,-0.19879294583361873
IKZF1,-0.09567881682701963
ARNT2,-0.12052863115161992
ID2,-0.01987413764523135
RAD9A,0.1714724689415995
INTS3,-0.12313851275929869
CASP7,-0.1186654932562621
ATP11B,-0.08147626970549551
ECD,-0.07614785900115428
CFLAR,0.07123554605205268
KIAA0907,-0.07343617788747067
TM9SF3,-0.13741779608551122
TMEM97,-0.04786764489484741
AARS,-0.09235714144927956
PPARG,-0.01463395001914728
RALA,0.08368539100363005
POP4,0.06304081384090414
MALT1,-0.20784279604260625
PWP1,0.02207980062434374
EPRS,-0.09000649888481621
DUSP4,0.02411199388289769
CD58,0.00182500137621032
ABCC5,-0.12600699989511654
HLA-DRA,-0.04693391134965615
CD40,0.11540299436699056
PRR15L,-0.03481363154903152
CASK,-0.03013620752494353
SPRED2,-0.05960360466860767
LYPLA1,0.03378494040729189
CDKN1B,0.028572631720264922
TSPAN4,0.25661227424288
KLHDC2,-0.04444415316177356
JMJD6,-0.1469848317001669
POLR2K,0.11707121235341073
LAMA3,0.18866624586985525
NOL3,0.16732579811166284
H2AFV,-0.05057467396635816
MUC1,0.03279173625515618
SOX2,0.03840407151282454
UFM1,-0.0372641858545816
ZNF451,-0.19331993961139984
POLR1C,0.03361803118172192
GRB7,0.1398315515876789
CRK,0.02678575245186272
STK25,0.05675353714087274
NPRL2,-0.04451900546382036
HDAC2,-0.04236668903521961
MTA1,-0.0193927718609124
USP22,-0.20430977088593777
PLEKHJ1,0.2625056775580674
FOS,-1.2392985817126891
WASF3,-0.03322034703645663
SPTAN1,-0.00395218678612464
CREG1,-0.0794245949713978
APOE,0.20859434229335064
HES1,0.11597957966304571
PXN,-0.13808341399489066
SYNE2,0.37436948615797977
TLE1,0.02355353370787875
ALDOA,0.08933877980646626
ATP5S,0.00637664696812249
UBE3B,-0.05316280284840782
MCM3,-0.05518126753084496
PSMB8,0.1298806122804377
GPC1,0.00296201188664306
RPS6KA1,-0.19240887339853044
TPD52L2,-0.1091199575448098
RFNG,0.05337475774669159
USP6NL,-0.0085096815639395
TERF2IP,0.00285311156088746
PRCP,0.00872820066931161
NET1,0.29383379144762223
KAT6B,0.18837197106412032
HTATSF1,0.07310366578346442
BUB1B,0.14363450366383332
SPAG7,0.21061387922356395
TPM1,0.13159379943202118
COG4,-0.03059290945143344
RAB21,-0.16809780881031042
GSTM2,0.1193574309043992
DHX29,0.06445733415270365
ENOPH1,-0.03650281565311652
HSPA1A,-0.951278068436155
GTF2A2,0.1552119050924876
KIF2C,-0.02501371319287481
KAT6A,-0.1187790570490395
ABHD4,-0.22096166939981232
TFAP2A,0.3015366224989222
KIAA0196,-0.1253402703274976
RAI14,0.11300140005269237
SNCA,0.13869844587348876
