Name_GeneSymbol,LFC
SRC,0.13563031038036114
XPO7,-0.02248397644485287
PIN1,-0.2661727338572685
NGRN,-0.1843975650016338
CSRP1,-0.06762879936114748
FCHO1,-0.14044218971011982
SLC35F2,-0.27396990789978515
AMDHD2,-0.240087374488479
PPP2R3C,-0.2081579153219326
PNP,0.6750945070945299
DUSP22,0.12523713527197175
SLC25A46,-0.13296596266608046
CAMSAP2,-0.07535589325368758
ZNF589,0.10434825710423463
SMNDC1,-0.04934986163953468
MAN2B1,0.07065448113085249
FHL2,0.5267836198084695
HYOU1,0.1460542574097902
MBOAT7,0.03722173011790154
MKNK1,0.17496777584773593
ICAM3,0.20785890140286784
P4HTM,-0.17223229485482058
CBLB,0.11461893020116884
NFE2L2,0.30422336761357505
RAB11FIP2,-0.3338848592514349
SLC35A1,-0.3531457783991051
GNAI1,-0.24527474320447232
HPRT1,-0.40886086326989546
PLCB3,0.1627426094351015
ALDH7A1,-0.12393381697099952
EPN2,-0.18185324232881428
APP,-0.07931975401042983
SMARCA4,0.02250431630976814
TIMM22,-0.06354795744683615
TIMP2,-0.18348019165895943
PLA2G15,0.02226715990878227
RPA3,-0.3065038355875516
NR2F6,-0.1813653620091233
YTHDF1,0.4996318542990837
PPP1R13B,0.19125746549625924
KLHL9,-0.1501855868523971
COG7,0.07318462553756705
TIMM9,-0.15588025596013322
HS2ST1,-0.06006650696883067
HIST2H2BE,0.00671172932104104
GOLT1B,-0.25662902611475763
HADH,-0.14739213415275867
SSBP2,-0.16748624067552453
VPS28,-0.07920808522414423
RPN1,-0.1225289374148657
MAST2,0.30966007374285937
WRB,-0.2691744510453505
SUPV3L1,0.11586685848439676
NMT1,0.04965723253161416
CCNA2,0.35160767628239153
PIK3R3,0.29302594211484573
ABL1,0.21904731775614783
TOPBP1,-0.15892568838162674
IFNAR1,0.11562599889575072
CDC20,0.03800482506589447
MEST,-0.085513685623996
LSM5,-0.1141339152671328
CDK4,-0.24007308110615347
S100A4,0.15058425489083646
YKT6,0.05200976354507066
HLA-DMA,0.14859452264457038
PHKG2,0.0550198578308743
PPARD,0.23477676370256936
DNAJA3,0.08510298712758534
CASP3,-0.3873918394282704
NUDT9,-0.11802332994888136
CTSD,-0.09561955289807238
TMEM2,0.49968293740139885
WDTC1,0.0581752791269159
MOK,0.1778142857652345
EAPP,-0.11231347173431187
FAH,-0.1253103824743604
KIAA0100,0.08478008828634938
CETN3,-0.23535981145761145
HMGCS1,0.07734987795361874
CDC42,-0.08539281118892827
GLRX,1.3576815832511373
MFSD10,-0.1872439640213914
PAPD7,-0.05809595083607697
PRUNE,-0.0948075195863126
TSPAN6,0.173421960020401
PAICS,-0.0164618261207691
GTPBP8,-0.34277023651909516
TGFB3,1.1392559574085963
ANXA7,-0.1883309145858388
PRKAG2,-0.1728117093317221
MCOLN1,-0.20655067668099816
SDHB,-0.22706628619660277
LGALS8,-0.0424237179467753
GPER1,0.32688185987920243
MYCBP,0.22405846106399835
SLC1A4,-0.3659402915470368
GFPT1,0.04520596290198079
KDM5A,0.00289544269587805
NOTCH1,0.03335445121914579
LAP3,0.1518523521424057
ST3GAL5,-0.29576165497080015
PRR7,-0.41931350126835426
RPIA,0.0327335117260766
EDN1,1.3368701225366622
RPL39L,0.07540690635897837
CAB39,-0.1456401911369318
TESK1,0.2892771795549369
THAP11,-0.30961618303208416
HMG20B,-0.1439658202083951
SHB,0.0385878142625948
PLEKHM1,0.2188076848229098
HACD3,-0.2636856190367311
ABHD6,-0.29890974982055696
MCUR1,0.20694053024384632
PTK2B,0.1865984298728448
CSNK1E,-0.00818321361091541
PPOX,-0.13175956502790193
IKBKB,-0.04445670377722795
DNMT3A,0.02258279145931181
CTNND1,0.17259343928097975
CCNH,-0.187324694502515
PCNA,-0.4078453265990063
TBP,-0.06157126147773471
FZD1,-0.09513730095916705
HIF1A,0.42915554195896266
MRPS16,-0.14278126227740914
LRRC16A,-0.22567563939003157
MAPK1IP1L,0.14119919899061853
MBTPS1,-0.09719894696628616
ASAH1,-0.1798683617938568
PIK3CA,-0.12476875746850127
MYCBP2,-0.08321770422106503
FBXL12,0.11573153611291231
FUT1,0.6137249494770824
PLA2G4A,1.0455959373749435
SORBS3,0.26333860458262875
TMEM5,-0.1735966163615626
LYRM1,-0.17507169534906947
RELB,0.3248057703928886
DMTF1,0.0288933395276985
PSMF1,0.01249075545050246
EPHA3,-0.196898885052226
EVL,0.0867825501607914
SFN,0.6423310117567869
SH3BP5,-0.01999152207820226
CHMP4A,0.10110188448703664
RBM6,0.2130562449214435
PSME1,-0.07313243148169442
LRP10,0.3561236657726035
WDR61,-0.05057796394472041
CRYZ,0.18570097413112083
ALAS1,0.09605278540927872
DNAJB1,2.227204230514104
CALM3,-0.05102725093842556
KIF20A,0.964848607130916
ADCK3,0.09239873115191571
TRAPPC6A,-0.3357389087936991
TBPL1,-0.32891795637691584
MEF2C,0.06829229897877404
PAFAH1B1,-0.13124109155189884
TNFRSF21,0.18284811968418704
IARS2,-0.17727718612838994
FAM20B,-0.02670378946981586
TMEM50A,-0.3807492486550112
STK10,0.2046930662898565
COASY,0.13571624880465585
NR1H2,-0.06676442275179548
HMGA2,0.8663506002174448
SCYL3,-0.32685900082269614
HERC6,-0.12182037386000588
CDCA4,0.130194597056596
SLC35A3,-0.19337616209023523
PSMD2,-0.00886625953340782
IL4R,1.7919642702576746
SYK,0.02603772472041384
CYCS,-0.1730011306906986
VAV3,0.32820837043308015
GNA11,-0.02068728908921722
RRP8,-0.07861453788893707
ATMIN,-0.03705648019231062
PLK1,0.7276735739144743
NFATC3,0.5066831877232366
CXCR4,0.29397232176511223
EBP,-0.2786438385951794
KIT,0.02188359364766171
CDKN2A,-0.24600875251612175
TOR1A,-0.19609821024252247
GATA3,0.8048421884507772
GNAS,-0.06985290361916688
HMGCR,-0.01565351712821082
NFKBIE,0.04367881116641231
ZNF395,0.2354840269588952
HSPD1,0.29877181453849955
SLC27A3,0.7032831781295948
ACOT9,0.0769886976668246
PDGFA,0.22825721715593625
STAP2,0.540380739905994
TRAPPC3,-0.2032520594200697
SPAG4,0.5801728349028221
LIPA,-0.4603973756307648
NARFL,-0.18730913613257735
PAFAH1B3,-0.19689920657705096
DENND2D,2.224019775602062
RSU1,-0.11023588417037306
SESN1,-0.13142712047345093
PRKCH,0.02515271269869518
SMARCC1,0.01111880035230692
IGF2R,0.21764838623403168
ERO1L,0.05040593589565319
GALE,-0.1800217203632658
DDB2,0.2888000306117214
CCNB1,-0.14563015616925096
BAG3,2.5408514443153125
GADD45A,1.324353795032686
NCK1,-0.08131288573110786
STAT1,0.21483647760125535
ARID5B,0.261363200020646
TXNDC9,-0.4666749387951588
MYBL2,1.624511869895592
CCNB2,-0.2251219920335303
RFC5,-0.0970087493583477
NIPSNAP1,-0.19784034460128017
STX4,0.11756945590093476
ARFIP2,0.09667986764286832
ITGB1BP1,-0.02737278152020825
PAN2,-0.00765603526968192
RPS5,-0.12345232622383168
ADH5,-0.14796132195435022
KDM3A,0.04994015171316667
GRN,-0.12730543480914255
NPC1,-0.2489714031870421
MAPKAPK5,0.05146399695598912
EGFR,-0.07216132834007184
SNX11,0.0194818528524504
PECR,-0.2729258321547009
ERBB3,-0.438386366778284
HAT1,0.02877190964339767
SPR,0.1853643707286854
LAGE3,-0.3080744648546993
CSK,0.09138125257158353
PNKP,0.02242093690566595
IER3,-0.08707100484653604
PLSCR1,1.2610676681183843
HSD17B10,-0.09167381280901916
BNIP3,-0.12472387162874372
DFFB,0.17947160013844024
PGM1,-0.02257416152888019
KIAA0753,0.1667984284286264
PRKX,0.4607250969062874
GLI2,0.3427048943286908
BCL2,0.00369229958816989
CPSF4,0.08896805908429192
KIF1BP,-0.0972933201550692
AURKA,0.2704678851820357
CREB1,-0.27470196910089084
TMED10,0.11947190912906736
NUSAP1,0.1612532921043726
CHN1,-0.17065446009002966
CNPY3,0.01150409920021666
POLE2,0.8406742155690938
PCMT1,-0.314930195615423
HSPB1,1.8475978819445464
LOXL1,0.3124092077724959
ACAT2,-0.09437335295135812
VDAC1,-0.04887928870906695
LYN,0.994248475725454
APBB2,-0.24622182368410825
PCBD1,0.05614961937284453
TRIB1,-0.5670539155834624
ECH1,-0.19724191025462903
DSG2,0.8079711636224833
NCAPD2,0.07943357439814941
ARL4C,0.06180078843823123
MAP7,-0.1844435610236816
COG2,0.02450433658800206
C5,0.19621935367196872
AKT1,-0.07689030181444753
BPHL,-0.413174926460944
UBR7,-0.2332130869544696
RNPS1,-0.04000018914408732
CEP57,-0.08486093126089962
TLK2,0.02577760022282981
SCAND1,-0.3898776215795158
CDK5R1,-0.06170369906640669
TBX2,-0.12596012254650227
TP53,0.71403421675615
VGLL4,0.3099185206351499
CLPX,-0.06662929694266638
COPB2,0.05952291978873703
HSD17B11,-0.5231156978168072
MIF,0.3642362627173377
MNAT1,0.07600856354105119
ATP2C1,-0.0642637226185046
RAB31,-0.23691858316539316
MAP4K4,0.21705980057364987
PYGL,1.029192833613754
PRKACA,0.11941274744490378
LSM6,-0.09206044745668109
PRKCQ,-0.3090204685664102
ABCF1,-0.1323177583003286
NCK2,0.3360905501106063
NUP88,-0.19945727790846535
ADI1,-0.4071624959969842
TP53BP2,0.2976077551527282
ARHGEF12,0.0617860135284608
FOSL1,3.2019227386199773
UTP14A,0.1743012177978225
CDH3,0.5348413889678457
DUSP3,0.09180472611223424
ZMYM2,-0.19493230348801505
CAT,-0.12004957099001944
TCEAL4,-0.0500722309198696
RAB27A,0.4633959498901237
TSPAN3,-0.04892618723521095
CLIC4,0.2640615285114811
SENP6,-0.09477624614944866
MPZL1,0.28655617168193487
NOSIP,-0.13738936184500147
LPAR2,-0.1721949884489473
MRPL19,-0.27087246802829673
CORO1A,-0.18002718355749814
STXBP1,0.12221676805584222
NISCH,0.08853476374769
SPEN,0.1418911239677533
BMP4,0.8040184299445478
UBE3C,-0.02213789481557071
HERPUD1,0.8647958244505884
RALB,-0.04660379743640272
YME1L1,-0.13919513299044717
CDK1,0.04066905638930345
ARHGAP1,-0.03714378920961845
ACD,-0.07701241406055619
CASP10,-0.06965022232795338
FKBP4,0.3633901708928615
PTK2,-0.1857587155643169
CHAC1,1.2642401543394082
ORC1,0.13595193336405156
WDR7,0.02798206003735817
POLR2I,-0.2323940387849616
PTPN6,0.7092770557196233
CD320,-0.35770106973970767
SPDEF,0.4635544481013402
AKAP8,0.12429543871530883
ATF1,-0.02032711999330653
DDR1,0.5052329479517652
MAMLD1,-0.10947632850377552
KIAA0355,-0.01863932501900564
PCCB,-0.07799036064713494
INPP1,-0.05035439034961458
HEATR1,0.14945392244848457
CDC25B,-0.05815267136591821
BID,0.05706010422442769
RPS6,-0.1264186623418516
KCTD5,0.08440281897497999
ETS1,0.5124428972188164
STAMBP,-0.18111166148359917
NPEPL1,-0.04948141126241832
DCUN1D4,-0.2156303335573472
RUVBL1,0.04937213009495277
XPNPEP1,0.02697171096620576
PSMD10,-0.20450254391617367
MSRA,0.0251773601801979
SLC25A13,-0.4110145733146894
TNIP1,0.08000331990128016
ARID4B,-0.21752263657208812
NCOA3,0.1550150274779596
GATA2,-0.22128529777416991
UBE2J1,-0.15075779467382044
PTPRF,0.3487292787763012
NR3C1,-0.45308956954005647
TJP1,-0.04621373909685249
DNAJC15,0.1572530729009505
HK1,0.0763728823559804
