ID,gene_name,logFC,PValue,t,B
207509_s_at,LAIR2,0.27433704,0.00125,3.824156,-2.008
234134_at,,0.21599254,0.001253,3.8231664,-2.009
214705_at,PATJ,-0.3862269,0.001279,-3.8137276,-2.019
1565762_at,,-0.39203783,0.00128,-3.813483,-2.019
1556914_at,LOC100652911,0.27621222,0.001337,3.7937577,-2.04
231554_at,TPD52L3,0.34006068,0.00135,3.7896765,-2.044
1552872_at,ASMTL-AS1,0.233248,0.001382,3.7789863,-2.055
216445_at,PRDM2,0.26334513,0.001398,3.7737077,-2.061
214754_at,TET3,0.27470978,0.001399,3.7735665,-2.061
209619_at,CD74,-0.43336291,0.00142,-3.7669921,-2.068
203749_s_at,RARA,0.28536224,0.001472,3.7508169,-2.085
208268_at,ADAM28,-0.66360527,0.001476,-3.7495892,-2.086
1566851_at,TRIM42,-0.22644697,0.001485,-3.7466191,-2.089
212838_at,DNMBP,0.26456227,0.001495,3.7436934,-2.092
1553009_s_at,REXO1L1P,0.19902769,0.001556,3.7257246,-2.111
238674_at,,0.23982713,0.001567,3.7225536,-2.114
230434_at,PHOSPHO2,-0.54402777,0.00157,-3.7215927,-2.115
210805_x_at,LOC101928269///LOC100506403///RUNX1,0.24926727,0.001644,3.7009615,-2.137
220218_at,SPATA6L,0.23279649,0.001671,3.6935509,-2.145
202660_at,ITPR2,-0.30350534,0.001671,-3.6935505,-2.145
212708_at,MSL1,-0.21707528,0.001699,-3.6860636,-2.153
206124_s_at,LLGL1,0.18421436,0.001734,3.6770967,-2.162
1556755_s_at,MIR3150B///MIR3150A///LOC286149,0.26742531,0.001745,3.6740542,-2.166
234646_at,,0.24313671,0.001764,3.6693433,-2.171
240833_at,,0.28409099,0.001781,3.6649929,-2.175
202803_s_at,ITGB2,-0.57046218,0.001829,-3.652969,-2.188
1564166_s_at,LOC100630923,-0.34053667,0.001856,-3.6464943,-2.195
215199_at,CALD1,0.29004628,0.001861,3.6451006,-2.196
205553_s_at,CSRP3,0.24969382,0.001897,3.6366913,-2.205
227794_at,LOC100287413///GLYATL1,0.2556587,0.001908,3.6338917,-2.208
234327_at,LOC105370888,0.26982968,0.001914,3.6324585,-2.21
216780_at,ZNF443,0.22913166,0.001915,3.6324066,-2.21
233567_at,IPO9-AS1,0.27718243,0.00192,3.6312124,-2.211
231989_s_at,LOC101060604///NPIPA5///SMG1P3///NPIPB5///SMG1P1///LOC613037///NPIPB4///SLC7A5P1///NPIPB3,-0.34865464,0.001921,-3.6308237,-2.211
218383_at,MIR4707///HAUS4,-0.21195768,0.001923,-3.6304791,-2.212
1561100_at,,0.18691151,0.001941,3.6263213,-2.216
227266_s_at,FYB,-0.60726039,0.001946,-3.625024,-2.217
203438_at,STC2,0.22440186,0.001982,3.6167443,-2.226
234433_at,LOC105373460,0.19034403,0.001985,3.616098,-2.227
210095_s_at,IGFBP3,0.61424555,0.002001,3.6124628,-2.231
205833_s_at,PART1,0.24251474,0.002039,3.6040999,-2.24
1560891_a_at,LINC01088,0.30774229,0.002064,3.5986246,-2.246
235417_at,SPOCD1,0.19643681,0.002065,3.5983914,-2.246
220491_at,HAMP,-0.34972264,0.00207,-3.5973111,-2.247
1562216_at,,0.26702995,0.002077,3.5957735,-2.249
230409_at,MAGI3,0.22212141,0.002105,3.5896866,-2.255
215193_x_at,LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,-0.53497043,0.002118,-3.5870519,-2.258
232671_at,SLFNL1-AS1,0.28993547,0.002137,3.5829123,-2.262
1569882_at,NPHP3-AS1,0.23829285,0.002151,3.5800761,-2.265
212560_at,SORL1,-0.31260178,0.002155,-3.5792037,-2.266
242914_at,,0.25018367,0.002178,3.5744061,-2.271
235287_at,CDK6,0.30220977,0.002195,3.5709587,-2.275
221043_at,,0.23548393,0.002207,3.5684667,-2.278
235419_at,,0.2584822,0.002219,3.5658977,-2.28
1564836_at,,0.28788479,0.002238,3.5620649,-2.284
205648_at,WNT2,0.22565709,0.00227,3.5556759,-2.291
1564760_at,,0.20234424,0.002284,3.5529353,-2.294
233448_s_at,,0.28101181,0.002334,3.5433008,-2.304
221469_at,GPR32,0.235757,0.002342,3.5417414,-2.306
205783_at,KLK13,0.24217371,0.002343,3.5414756,-2.306
220984_s_at,SLCO5A1,0.23732447,0.002343,3.5414679,-2.306
221602_s_at,FCMR,0.18293262,0.002376,3.5352345,-2.313
236063_at,,0.17614051,0.002396,3.5314321,-2.317
1563587_at,CDH4,0.21456618,0.002422,3.526532,-2.322
1564317_at,,0.21143699,0.002424,3.5262019,-2.323
211831_s_at,THPO,0.22471438,0.002429,3.5252267,-2.324
240320_at,RNF212B,0.2683315,0.002445,3.5222768,-2.327
1567173_at,,0.21759079,0.002466,3.5183518,-2.331
217036_at,,0.21975921,0.00249,3.5140341,-2.336
242893_at,LURAP1L-AS1,0.5032124,0.002529,3.5070505,-2.343
207906_at,IL3,0.25207044,0.002555,3.5023574,-2.348
240704_at,,0.27587321,0.002559,3.5016393,-2.349
1554296_at,CYP19A1,0.17110691,0.002585,3.497175,-2.354
206796_at,WISP1,0.21170028,0.00259,3.4962514,-2.355
217600_at,SCUBE3,0.23776631,0.002605,3.493736,-2.357
1553842_at,BEND2,0.19254675,0.002606,3.493588,-2.358
204962_s_at,SLC35F6///CENPA,0.17752361,0.002607,3.4933589,-2.358
230923_at,FAM19A1,0.53100867,0.002619,3.4912492,-2.36
211900_x_at,CD6,0.25770768,0.002619,3.4912047,-2.36
201843_s_at,EFEMP1,-0.70221154,0.002622,-3.4906881,-2.361
236086_at,,0.24118858,0.002623,3.490503,-2.361
233042_at,,0.22110445,0.002642,3.4872454,-2.364
233902_at,GUCA1C,0.21857503,0.002708,3.4762256,-2.376
216223_at,CPN2,0.32315386,0.002756,3.4681787,-2.385
1570243_at,,0.25721128,0.002827,3.4568052,-2.397
240286_at,,0.21878856,0.002833,3.4557563,-2.398
207720_at,LOR,0.22429799,0.002853,3.4526031,-2.402
238029_s_at,SLC16A14,-0.32306929,0.002878,-3.4487459,-2.406
214185_at,KHDRBS1,0.2387753,0.002888,3.4471819,-2.407
238637_at,NUP37,0.18694485,0.002888,3.4471674,-2.407
1554085_at,DDX51,-0.204659,0.002888,-3.4471621,-2.407
206601_s_at,LOC401021///HOXD4///HOXD3,0.26580864,0.002906,3.444377,-2.41
207354_at,CCL16,0.23354137,0.002912,3.4433679,-2.412
213666_at,6-Sep,0.22286155,0.002917,3.4426228,-2.412
244075_at,,0.38097311,0.002932,3.4403038,-2.415
244102_at,,0.23767789,0.002941,3.438864,-2.416
208000_at,GML,0.29007938,0.002971,3.4343215,-2.421
209312_x_at,LOC101060835///LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB1///HLA-DQB1,-0.45741211,0.002989,-3.4315994,-2.424
237366_at,,0.18772716,0.003013,3.4279849,-2.428
228628_at,SRGAP2C,-0.25035578,0.003022,-3.4266492,-2.43
1560738_at,,0.21504905,0.003032,3.4250986,-2.431
201850_at,CAPG,-0.36077844,0.003036,-3.4245845,-2.432
204327_s_at,ZNF202,0.21204974,0.003069,3.4196474,-2.437
216502_at,ISG20L2,0.31960568,0.003093,3.4162084,-2.441
229937_x_at,,-0.35512294,0.003114,-3.4130147,-2.444
224851_at,CDK6,0.39648434,0.003115,3.4130089,-2.444
1553718_at,ZNF548,0.23306219,0.00312,3.4122163,-2.445
225462_at,TMEM128,-0.30764999,0.003197,-3.4012363,-2.457
215883_at,CTNNA1,0.1919832,0.003205,3.4000008,-2.458
210595_at,ZNF235,0.2204278,0.003214,3.3988152,-2.459
207655_s_at,BLNK,-0.81294387,0.003237,-3.3955536,-2.463
227591_at,SH3BP5-AS1,0.27045873,0.003271,3.390904,-2.468
227537_s_at,SP3,0.30534153,0.003336,3.3819779,-2.478
211018_at,LSS,0.37023398,0.003369,3.3774621,-2.483
1553354_a_at,,0.18626176,0.003406,3.3725141,-2.488
210637_at,TACR1,0.27755231,0.003407,3.3724341,-2.488
225502_at,DOCK8,-0.56751511,0.003421,-3.3705975,-2.49
237807_at,SPATA12,0.26293213,0.003434,3.3688075,-2.492
1568894_at,LOC101929007,0.21525209,0.00344,3.3679987,-2.493
243954_at,LINC00877,0.23904586,0.003473,3.3637739,-2.497
217678_at,SLC7A11,-0.37278622,0.003476,-3.3632696,-2.498
209433_s_at,PPAT,0.32931755,0.003486,3.3620926,-2.499
1557802_at,LOC101926944,0.22257955,0.003494,3.3609954,-2.5
232093_at,SPACA6,0.20834597,0.003526,3.3568534,-2.505
1556666_a_at,TTC6,-0.23369958,0.003534,-3.355883,-2.506
223870_at,LOC100996906///CDRT1///FBXW10,0.26026206,0.003574,3.3507934,-2.511
220310_at,TUBAL3,0.20732834,0.003578,3.3502161,-2.512
234965_at,,0.24663625,0.003625,3.3443362,-2.518
230398_at,TNS4,0.25727348,0.003635,3.3430453,-2.52
205082_s_at,AOX1,0.24452174,0.003665,3.3393005,-2.524
210271_at,NEUROD2,0.28699255,0.003697,3.3353799,-2.528
1555040_at,LINC00612,0.22235264,0.003707,3.3342378,-2.529
225747_at,COQ10A,-0.18030927,0.003745,-3.3296202,-2.534
1563725_at,ZNF583,0.16507244,0.003768,3.32685,-2.537
203577_at,GTF2H4,-0.33350073,0.003773,-3.3261786,-2.538
241085_at,GPR135,0.19979529,0.003787,3.324488,-2.54
1570430_at,,0.24312517,0.003811,3.3216482,-2.543
221388_at,OR1A1,0.30706024,0.003844,3.3177629,-2.547
1555855_at,AKR1C1,0.18358408,0.003845,3.3176709,-2.547
228462_at,IRX2,0.33595,0.003846,3.317499,-2.547
1566804_at,,0.20857309,0.003852,3.3167428,-2.548
225367_at,PGM2,-0.29003248,0.003855,-3.3164996,-2.548
212588_at,PTPRC,-0.57184857,0.003855,-3.3164221,-2.548
237328_at,C14orf105,0.23769677,0.003856,3.3162716,-2.549
1567078_x_at,CLN6,0.21408381,0.003859,3.3160014,-2.549
1563063_at,LINC01049,0.23087789,0.003863,3.3154481,-2.549
219181_at,LIPG,-0.41837261,0.003869,-3.314791,-2.55
209932_s_at,DUT,-0.16333019,0.003871,-3.314615,-2.55
1561076_at,LOC105372969,0.2559249,0.003872,3.3144146,-2.551
239449_at,,0.39020349,0.003882,3.3133218,-2.552
211907_s_at,PARD6B,0.22594573,0.00389,3.3123595,-2.553
236217_at,SLC31A1,0.22201186,0.003896,3.3116252,-2.554
242471_at,,-0.38991948,0.003944,-3.306043,-2.56
227547_at,,0.24023086,0.003956,3.3047119,-2.561
205455_at,MST1R,0.17144767,0.003961,3.3041757,-2.562
232435_at,ALG13,0.23647027,0.003977,3.3022974,-2.564
209773_s_at,RRM2,0.17891443,0.003998,3.2999422,-2.566
237611_at,,0.24624151,0.004014,3.2981302,-2.568
1566340_at,SNORD8,0.1837158,0.004037,3.2955696,-2.571
242507_at,UBXN7-AS1,0.31608899,0.004047,3.2943796,-2.572
238950_at,TNFRSF9,0.17432415,0.004073,3.2914543,-2.575
232115_at,SLC39A3,0.20834831,0.004077,3.2910479,-2.576
208511_at,PTTG3P,0.18535539,0.004082,3.2904355,-2.577
238574_at,SLC25A51,0.42311002,0.004093,3.2892244,-2.578
219916_s_at,RNF39,0.25366168,0.004101,3.288362,-2.579
1556855_a_at,ATP11A-AS1,0.17295767,0.004104,3.2881047,-2.579
223481_s_at,MRPL47,0.2208154,0.004123,3.2859416,-2.581
234552_at,EPPK1,0.2065315,0.004164,3.2815057,-2.586
1558007_s_at,LCMT1-AS2,0.17860232,0.004184,3.2792533,-2.589
201171_at,ATP6V0E1,-0.23301048,0.004189,-3.2787052,-2.589
1568844_at,LOC101929528,0.18362077,0.004198,3.2777748,-2.59
1569843_at,DYNC1I1,0.24222976,0.004199,3.2776815,-2.59
225967_s_at,C17orf89,-0.20544739,0.004204,-3.2771217,-2.591
229533_x_at,ZNF680,-0.32131031,0.004219,-3.2755387,-2.593
220059_at,STAP1,0.22867007,0.004225,3.2748801,-2.593
212580_at,CAST,0.26038687,0.004235,3.2737736,-2.595
1554948_at,,-0.43585965,0.004266,-3.2704364,-2.598
224478_s_at,C7orf50,-0.22836914,0.004285,-3.2684412,-2.6
214960_at,API5,-0.42925928,0.00431,-3.2658607,-2.603
243007_at,TTC5,0.18543466,0.004313,3.2654459,-2.604
1566469_at,,0.28754947,0.004342,3.2624835,-2.607
217098_s_at,ZSCAN12,0.19218289,0.004353,3.2613361,-2.608
229455_at,LOC102723694,0.46015855,0.004356,3.2610045,-2.608
225583_at,UXS1,-0.28669451,0.004373,-3.2591702,-2.61
232748_at,PAPPA,0.19983153,0.004414,3.2549765,-2.615
1562673_at,,-0.18874967,0.004415,-3.2548499,-2.615
239013_at,SEC22C,0.2849192,0.004422,3.2541761,-2.616
224104_at,,0.15833915,0.004426,3.2537505,-2.616
1555110_a_at,KLHL3,0.16129465,0.004428,3.2535595,-2.617
1560733_at,ALG5,0.25471764,0.004451,3.2512146,-2.619
221698_s_at,CLEC7A,-0.3609066,0.004451,-3.2511837,-2.619
203169_at,RGP1,-0.19244149,0.004465,-3.2497898,-2.621
207915_at,,0.23273407,0.004473,3.2489312,-2.622
215958_at,,0.21284284,0.004498,3.2463801,-2.624
206713_at,NTNG1,0.20845354,0.004572,3.2389433,-2.632
231650_s_at,SEZ6L,0.27186459,0.004599,3.2363102,-2.635
1566762_at,,0.17723871,0.004602,3.2360279,-2.636
242160_at,,0.21422757,0.004613,3.2349031,-2.637
217568_at,EDDM3A,0.26182409,0.00462,3.2342476,-2.637
206414_s_at,ASAP2,-0.34761672,0.004632,-3.2330493,-2.639
217259_at,,0.20659847,0.004653,3.2309938,-2.641
224238_at,,0.19708723,0.004657,3.2305731,-2.641
207666_x_at,SSX3,0.15098606,0.004676,3.2287532,-2.643
212679_at,TBL2,0.22214903,0.004686,3.2278329,-2.644
232929_at,ZBTB20,-0.29385141,0.004726,-3.2239598,-2.649
209348_s_at,MAF,-0.39757932,0.004754,-3.2212262,-2.652
1554761_a_at,DNAAF5,-0.22887275,0.00476,-3.2206512,-2.652
231203_at,LOC100505478,0.31419946,0.004781,3.2186246,-2.654
1567076_at,CLN6,0.2966463,0.004836,3.2134595,-2.66
1558444_at,,-0.61414723,0.004841,-3.2129844,-2.661
217814_at,CCDC47,-0.31255764,0.004871,-3.2101708,-2.664
204098_at,RBMX2,0.19063537,0.004878,3.209497,-2.664
244536_at,,0.26046093,0.004879,3.2094121,-2.664
214566_at,SMR3A,0.21482539,0.004916,3.2059507,-2.668
238018_at,FAM150B,-0.66795787,0.004918,-3.2057551,-2.668
1561237_at,LOC101929657,0.19917331,0.00494,3.2037642,-2.671
1562586_at,,0.25762352,0.004944,3.2034012,-2.671
220482_s_at,SERGEF,-0.22215617,0.004945,-3.2033234,-2.671
1564371_a_at,CASC2,0.19448997,0.004955,3.2023621,-2.672
233889_at,TBX18,0.32844087,0.004957,3.2021458,-2.672
226104_at,RNF170,-0.15405783,0.004982,-3.1999328,-2.675
233826_at,,0.23482298,0.005005,3.1978054,-2.677
213544_at,ING2,0.21658472,0.00504,3.1946383,-2.68
1570087_at,,0.19552361,0.005059,3.192889,-2.682
237952_at,,0.22493055,0.005063,3.1925772,-2.683
204446_s_at,ALOX5,-0.62840284,0.005071,-3.1918367,-2.684
224257_s_at,PBOV1,0.21919421,0.005084,3.1906414,-2.685
1558262_at,SPTY2D1-AS1,0.17140732,0.005115,3.1878892,-2.688
215659_at,GSDMB,-0.27418882,0.005191,-3.1811471,-2.695
1566537_at,,0.21446145,0.005196,3.1807361,-2.696
206727_at,C9,0.19287195,0.005202,3.1801964,-2.696
205937_at,CGREF1,-0.38529398,0.005263,-3.1749058,-2.702
221853_s_at,LOC101060373///NOMO3///NOMO2///NOMO1,-0.3011038,0.005274,-3.173927,-2.703
233397_at,,0.19144703,0.005309,3.1709086,-2.706
232430_at,LOC148696,0.2415134,0.005322,3.1698052,-2.707
229796_at,SIX4,0.22224631,0.005355,3.1670109,-2.711
1552621_at,UPK3BL///POLR2J3///POLR2J2///POLR2J,-0.35069824,0.005357,-3.1668019,-2.711
232593_at,NEURL3,0.19184121,0.005371,3.1656509,-2.712
236514_at,ACOT8,-0.23931334,0.0054,-3.1631325,-2.715
1570533_at,CMPK1,-0.17578143,0.005402,-3.1629685,-2.715
1569743_at,,0.23006417,0.005422,3.1613467,-2.717
228904_at,HOXB3,0.19667041,0.005453,3.1587258,-2.72
234141_s_at,LOC286059,0.18298218,0.005459,3.1582459,-2.72
221666_s_at,PYCARD,-0.39174915,0.005504,-3.1544782,-2.724
1559002_at,MORF4L2-AS1,0.19165071,0.005524,3.1528373,-2.726
234862_at,,0.29655757,0.005559,3.1498804,-2.729
231461_at,KRT71,0.25742745,0.005574,3.1487094,-2.73
218849_s_at,PPP1R13L,0.25143192,0.00558,3.1482383,-2.731
201487_at,CTSC,-0.27267293,0.005612,-3.145584,-2.734
1557292_a_at,MCOLN3,0.14724165,0.005621,3.1448223,-2.735
240618_at,,0.17871194,0.005631,3.1440483,-2.735
228380_at,SENP2,-0.19566403,0.005651,-3.1424143,-2.737
235851_s_at,,0.20090731,0.005659,3.1417879,-2.738
208077_at,C9orf38,0.23258747,0.00568,3.1400556,-2.74
240227_at,MIER1,0.22362519,0.005704,3.138194,-2.742
220793_at,SAGE1,0.25287514,0.00571,3.1376609,-2.742
1562856_at,,0.1854879,0.005751,3.1344034,-2.746
239303_at,PIWIL2,0.37738165,0.005758,3.1338719,-2.747
1554949_at,LOC554174,0.29063647,0.005765,3.1332693,-2.747
240573_at,LOC374443,0.2099594,0.005774,3.1325589,-2.748
1561718_at,,0.16973967,0.005796,3.1308137,-2.75
219840_s_at,TCL6,0.16779548,0.005832,3.1280394,-2.753
234177_at,LOC101927950,0.25684558,0.005843,3.1271657,-2.754
215716_s_at,ATP2B1,-0.35929873,0.005843,-3.127117,-2.754
206696_at,GPR143,-0.34887047,0.005861,-3.1257208,-2.755
1557841_at,LOC101926915,0.25737429,0.005868,3.1252344,-2.756
224515_at,,0.31064313,0.00589,3.1234672,-2.758
1552546_a_at,LETM2,0.21367681,0.005904,3.1224265,-2.759
206679_at,APBA1,0.16777538,0.005906,3.122246,-2.759
220851_at,,0.33384286,0.005938,3.1197678,-2.762
1569660_at,PP13439,0.20090807,0.005945,3.11923,-2.762
1560130_at,C1orf145,-0.33451226,0.005948,-3.1189816,-2.763
239736_at,LINC01214,0.24524725,0.005994,3.1154958,-2.767
227045_at,ZNF614,0.17702444,0.005997,3.1152267,-2.767
225351_at,FAM45A///FAM45BP,-0.20099102,0.00603,-3.1127779,-2.769
226847_at,FST,0.39707386,0.006031,3.1126555,-2.77
210650_s_at,PCLO,-0.42207303,0.006035,-3.112373,-2.77
219697_at,HS3ST2,0.33687355,0.006059,3.1105761,-2.772
220025_at,TBR1,0.19796845,0.006072,3.1095439,-2.773
221308_at,FRS2,0.2480809,0.006074,3.1094232,-2.773
1570479_at,ART1,0.17322928,0.006076,3.109257,-2.773
233353_at,FER1L5,0.20682168,0.006103,3.1072267,-2.776
209921_at,SLC7A11,-0.39435589,0.006106,-3.10703,-2.776
240271_at,,-0.29619921,0.006119,-3.1060733,-2.777
206685_at,HCG4,-0.51487741,0.006126,-3.105515,-2.777
210082_at,ABCA4,0.22420489,0.006159,3.1030701,-2.78
231442_at,ZPBP2,0.2171606,0.006185,3.1011516,-2.782
236033_at,ASB12,0.22765386,0.0062,3.0999955,-2.783
226421_at,AMMECR1,0.20227897,0.006214,3.099017,-2.784
241705_at,ABCA5,-0.2412143,0.006215,-3.0989436,-2.785
240369_at,TTC7A,0.19180695,0.006221,3.09851,-2.785
238349_at,UBN2,0.25689961,0.006228,3.0979734,-2.786
213931_at,ID2B///ID2,-0.65352071,0.006261,-3.0955214,-2.788
206299_at,FAM155B,0.191775,0.006272,3.0947213,-2.789
227083_at,B3GLCT,-0.72439285,0.006285,-3.093804,-2.79
242527_at,,-0.49687984,0.006292,-3.0933077,-2.791
243920_x_at,,0.22988524,0.006295,3.0930291,-2.791
216933_x_at,APC,-0.30103644,0.006374,-3.0873649,-2.797
230925_at,APBB1IP,-0.48635956,0.006375,-3.0873025,-2.797
227884_at,TAF15,-0.29730916,0.006412,-3.084598,-2.8
220852_at,FOXN3-AS2,0.19884207,0.006421,3.0839786,-2.801
1569339_s_at,LOC101928123,0.19868856,0.006423,3.0838147,-2.801
232157_at,SPRY3,0.20533779,0.006506,3.0779379,-2.807
239944_at,,-0.81451947,0.006517,-3.0771846,-2.808
210103_s_at,FOXA2,0.30603869,0.00653,3.0762888,-2.809
1554721_a_at,TAF2,0.18099749,0.006556,3.0744212,-2.811
243665_s_at,CELF4,-0.40378839,0.006573,-3.073242,-2.813
1555491_a_at,C19orf66,-0.1893821,0.006578,-3.0729313,-2.813
224762_at,SERINC2,0.29186832,0.006597,3.0715594,-2.814
210799_at,HTR1B,0.20621977,0.006622,3.0698495,-2.816
1555349_a_at,ITGB2,-0.63918176,0.006626,-3.0695535,-2.817
224827_at,UBTD2,-0.21262641,0.00664,-3.0686379,-2.818
241059_at,,-0.13908026,0.006689,-3.0652607,-2.821
1561506_at,BARX1-AS1,0.15649262,0.006694,3.0648928,-2.822
233866_at,KLHL5,-0.24367372,0.006696,-3.0647475,-2.822
231996_at,N4BP2,0.47019209,0.006713,3.0635927,-2.823
242657_at,,0.22003642,0.00676,3.0603764,-2.827
1559355_at,NXPH2,0.18866104,0.006791,3.0583221,-2.829
1569154_a_at,GRAMD4,0.24844639,0.006798,3.0577987,-2.829
218934_s_at,HSPB7,0.27169755,0.00681,3.0570315,-2.83
233460_at,,0.19256328,0.006831,3.0556115,-2.832
204830_x_at,PSG5,0.27227406,0.006871,3.0529055,-2.835
210569_s_at,SIGLEC9,0.20673186,0.006878,3.0524748,-2.835
207610_s_at,ADGRE2,0.21846431,0.006919,3.0497131,-2.838
218377_s_at,RWDD2B,0.21568575,0.006927,3.0492251,-2.839
232241_at,LINC00894,-0.21455407,0.006939,-3.0483768,-2.84
1559322_at,LOC727916,0.16988272,0.006947,3.0478686,-2.84
210893_at,,0.18260415,0.006956,3.0472884,-2.841
221077_at,ARMC4,0.15751534,0.006961,3.0469575,-2.841
215733_x_at,CTAG2,0.21626675,0.006994,3.0447614,-2.844
206956_at,PMF1-BGLAP///PMF1///BGLAP,-0.27764899,0.007006,-3.0439968,-2.844
230848_s_at,MGA,0.332803,0.007028,3.0425227,-2.846
244636_at,,-0.31874196,0.007034,-3.0421417,-2.846
215360_at,,0.18881396,0.007047,3.0412879,-2.847
230896_at,BEND4,0.33477502,0.007052,3.0410098,-2.848
237928_at,,0.24269925,0.007053,3.0408975,-2.848
223942_x_at,CHST5,-0.19836409,0.007079,-3.0392359,-2.85
241158_at,,0.19865672,0.007104,3.0376093,-2.851
240287_at,ACOD1,0.19286479,0.007111,3.0371398,-2.852
234664_at,LOC101929819///LOC101060494///LINC01001///LINC01347///LOC388572,0.24437982,0.007142,3.0351459,-2.854
240498_at,,0.16189143,0.007148,3.0347608,-2.854
237969_at,,0.22068317,0.007186,3.0323648,-2.857
219996_at,ASB7,0.19985766,0.0072,3.0314561,-2.858
234766_at,OR8D2,0.21526618,0.007202,3.0313032,-2.858
1555777_at,POSTN,0.27726599,0.00721,3.0308128,-2.859
235792_x_at,PIK3C2A,-0.27630221,0.00724,-3.028883,-2.861
211266_s_at,GPR4,0.28709183,0.00726,3.0276553,-2.862
240033_at,PLG,0.21902988,0.007287,3.0259038,-2.864
219473_at,GDAP2,0.2078996,0.007309,3.0245566,-2.866
201842_s_at,EFEMP1,-0.58931148,0.007314,-3.0242221,-2.866
244698_at,TVP23C-CDRT4///CDRT4///TVP23C,-0.19716157,0.007322,-3.0237326,-2.866
1554558_at,DCAF5,0.14223209,0.00736,3.021328,-2.869
1566235_at,DGCR12,0.23764913,0.007367,3.0209294,-2.869
230225_x_at,,0.18817622,0.007383,3.0198796,-2.871
1562383_at,MIR4313,0.26068438,0.007388,3.0195637,-2.871
206561_s_at,AKR1B10,0.25251795,0.007407,3.0184068,-2.872
237778_at,,-0.30147221,0.007423,-3.0174437,-2.873
214183_s_at,TKTL1,0.19723095,0.007442,3.0162492,-2.875
1553575_at,ND6,-0.46016446,0.007451,-3.0156901,-2.875
215120_s_at,SAMD4A,0.18435936,0.007482,3.0138067,-2.877
239654_at,CHD9,-0.3043024,0.007486,-3.0135445,-2.878
228041_at,AASDH,-0.20104805,0.007501,-3.0125891,-2.879
216846_at,CYAT1,0.23883658,0.007546,3.0098381,-2.882
208367_x_at,CYP3A4,0.20390193,0.007564,3.0087872,-2.883
217244_at,,0.18033745,0.007582,3.0076571,-2.884
1555540_at,TGFB3,0.22741014,0.007634,3.0045461,-2.887
243092_at,PAN3-AS1,-0.24680563,0.007646,-3.0037962,-2.888
1566853_at,,0.21267629,0.007715,2.9996393,-2.893
1558894_a_at,DEUP1,0.17077925,0.007748,2.997693,-2.895
237672_at,,0.20443447,0.007751,2.9974964,-2.895
234459_at,PPHLN1,-0.20072788,0.007776,-2.9960594,-2.897
234826_at,LOC101930299///LOC101929963,0.18587535,0.00779,2.9952273,-2.897
217670_at,RPLP2,0.23284325,0.007841,2.9921737,-2.901
236627_at,LOC101927085,0.25284212,0.007844,2.9920355,-2.901
