ID,gene_name,logFC,PValue,t,B
205978_at,KL,0.59493717,0.0000369,5.1885027,-0.0219
241871_at,CAMK4,0.34029294,0.0000429,5.1251867,-0.0921
230064_at,,0.67921452,0.0000675,4.9342333,-0.3075
210187_at,LOC101929368///FKBP1A,0.33993972,0.0001089,4.7342434,-0.5386
232357_at,TTLL9,-0.23021821,0.0001592,-4.5757133,-0.7258
210070_s_at,CHKB-CPT1B///CPT1B,-0.26384619,0.0002716,-4.353528,-0.9935
225249_at,SPPL2B,-0.30017761,0.000513,-4.0892669,-1.3192
214184_at,NPFF,-0.29794768,0.0006451,-3.9939094,-1.4383
233148_at,PODN,-0.32281524,0.0006835,-3.9698859,-1.4685
228111_s_at,DNAH1,-0.25992071,0.0006941,-3.9634969,-1.4765
1570255_s_at,ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1,0.32487695,0.0007424,3.9354316,-1.5118
241790_at,,0.34158008,0.0007618,3.9247316,-1.5253
211709_s_at,CLEC11A,0.19972889,0.000808,3.900168,-1.5562
218076_s_at,ARHGAP17,-0.20433835,0.0008524,-3.8778578,-1.5844
228193_s_at,RGCC,-0.2888041,0.0008813,-3.8639889,-1.6019
214834_at,PWAR5,0.68877174,0.0009829,3.8184403,-1.6595
1554105_at,TMEM185A,0.30131428,0.0009935,3.813986,-1.6652
221491_x_at,LOC101060835///LOC100996809///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,-0.56178273,0.0010397,-3.7950131,-1.6892
1568448_at,,0.20713619,0.0011378,3.7573096,-1.7371
217579_x_at,,0.23858742,0.0011761,3.7434899,-1.7547
239275_at,LOC101930006///FRMPD2B///FRMPD2,-0.28081469,0.0011866,-3.7397466,-1.7594
1554314_at,C6orf141,0.88940781,0.0012052,3.7332413,-1.7677
238149_at,ZNF818P,0.45636655,0.0012359,3.722712,-1.7811
1561192_at,,0.15370318,0.00131,3.6983408,-1.8121
213746_s_at,FLNA,-0.27729255,0.0013183,-3.6957066,-1.8155
202716_at,PTPN1,-0.23275922,0.0013544,-3.6843846,-1.8299
238209_at,,-0.23469317,0.0013576,-3.6834069,-1.8311
235210_s_at,SBSPON,-0.31881802,0.0013745,-3.6782237,-1.8377
227973_at,C2orf69,0.27358866,0.0014734,3.6490727,-1.8749
1554082_a_at,NOL9,0.34448362,0.0014765,3.648187,-1.876
243675_at,,-0.22645538,0.0015293,-3.6334514,-1.8948
1554178_a_at,FAM126B,0.35423839,0.0015295,3.6334119,-1.8949
209578_s_at,POFUT2,-0.17216395,0.0015497,-3.6278956,-1.9019
206605_at,ENDOU,-0.27901553,0.0015784,-3.6201821,-1.9118
243055_at,,0.24265973,0.0016307,3.6065018,-1.9293
227826_s_at,SORBS2,-0.43100146,0.0016348,-3.6054576,-1.9306
1569315_s_at,LINC00894,-0.28577361,0.0017166,-3.5849199,-1.9568
202237_at,LOC101928916///NNMT,-0.18909287,0.0017699,-3.5720793,-1.9733
230495_at,LINC01102,-0.34765416,0.0017946,-3.566241,-1.9807
216086_at,SV2C,0.40176812,0.0017963,3.5658353,-1.9812
207416_s_at,NFATC3,-0.1418546,0.0018535,-3.5526519,-1.9981
1554241_at,COCH,0.31646296,0.0018966,3.5429613,-2.0105
244780_at,SGPP2,0.7318492,0.0019479,3.531723,-2.0249
238848_at,OTUD4,0.19818591,0.0019588,3.5293872,-2.0279
209212_s_at,KLF5,0.62965074,0.0020087,3.5187832,-2.0414
233844_at,CD99L2,0.19660639,0.0020285,3.5146443,-2.0467
239000_at,BRD4,-0.219529,0.00204,-3.5122557,-2.0498
244433_at,,0.52948463,0.0020602,3.5081021,-2.0551
236429_at,ZNF83,0.41252971,0.0020872,3.502619,-2.0621
242476_at,,0.30194148,0.0021073,3.4985724,-2.0673
210376_x_at,ELK1,0.29208073,0.0021132,3.4973775,-2.0689
230710_at,MIR210HG,-0.29366913,0.0021465,-3.4907974,-2.0773
237945_at,,0.42830596,0.0021749,3.4852303,-2.0844
1565811_at,,0.43172898,0.0021837,3.4835277,-2.0866
241761_at,,0.45134986,0.0021924,3.4818645,-2.0887
233226_at,PTPN9,0.26955758,0.0021957,3.4812209,-2.0896
242109_at,,0.24080863,0.0022447,3.471901,-2.1015
235371_at,GXYLT2,0.38069809,0.0022529,3.4703511,-2.1035
209843_s_at,SOX10,-0.31717035,0.0022618,-3.468686,-2.1056
209667_at,CES2,-0.19558673,0.002264,-3.4682804,-2.1061
232949_at,,-0.15235553,0.0023943,-3.4446258,-2.1364
1561654_at,,-0.16057224,0.0023998,-3.4436563,-2.1377
216174_at,HCRP1,0.16218925,0.0024048,3.4427724,-2.1388
1558856_at,DMRTA2,-0.22548956,0.0024185,-3.4403792,-2.1419
234210_x_at,ACTR2,0.39456004,0.0024556,3.4339303,-2.1501
1552767_a_at,HS6ST2,0.43171201,0.0024982,3.4266581,-2.1595
210384_at,PRMT2,-0.23450833,0.0025039,-3.4256897,-2.1607
1560500_at,,0.48425417,0.00252,3.4229782,-2.1642
230698_at,CALN1,0.28076255,0.0025413,3.4194081,-2.1688
220947_s_at,TBC1D10B,-0.1744833,0.0025437,-3.4190013,-2.1693
228750_at,COL14A1,-0.22760272,0.0026003,-3.4096766,-2.1812
206547_s_at,PPEF1,-0.27498466,0.002649,-3.4018172,-2.1913
1558809_s_at,ZNF790-AS1,0.31237794,0.0026598,3.4001006,-2.1935
218976_at,DNAJC12,0.25477544,0.0026752,3.3976425,-2.1967
207327_at,EYA4,-0.27531385,0.0027434,-3.3869781,-2.2103
244187_at,,0.65188694,0.002772,3.3825764,-2.216
213336_at,BAZ1B,-0.22014442,0.0028507,-3.3706869,-2.2312
229210_at,RNASEH2B,-0.19902772,0.0028576,-3.3696583,-2.2325
240071_at,,-0.2113813,0.0029817,-3.3516061,-2.2557
233518_at,,0.48340822,0.0030431,3.3429341,-2.2668
1557738_at,,0.27308537,0.0030927,3.3360543,-2.2756
231987_at,CARMN,-0.21620668,0.0031051,-3.3343538,-2.2778
236414_at,,-0.22904088,0.0031082,-3.3339292,-2.2784
235957_at,GRIP1,0.24179426,0.0031318,3.3307136,-2.2825
219898_at,GPR85,0.30407947,0.0031363,3.3301067,-2.2833
206617_s_at,RENBP,-0.19595956,0.0031526,-3.3279002,-2.2861
1556377_s_at,LMO7,0.27394915,0.0031743,3.3249772,-2.2898
218619_s_at,SUV39H1,-0.17075077,0.0032241,-3.3183424,-2.2983
203370_s_at,PDLIM7,-0.23184031,0.0032275,-3.3178936,-2.2989
210650_s_at,PCLO,0.68898325,0.0032302,3.317539,-2.2994
208613_s_at,FLNB,-0.16914869,0.0032627,-3.3132863,-2.3048
230619_at,ARNT,-0.38372957,0.0033151,-3.3064968,-2.3135
237431_at,LOC100506882///USP32,-0.14496794,0.0033782,-3.2984507,-2.3238
1563720_at,GPR141,-0.20579445,0.0034329,-3.2915991,-2.3326
1553906_s_at,FGD2,-0.26368728,0.0034601,-3.2882384,-2.3369
203977_at,TAZ,-0.16229107,0.0034636,-3.2878117,-2.3375
204461_x_at,RAD1,0.32590551,0.0034696,3.2870674,-2.3384
229095_s_at,LOC100507334///LOC100288570///LIMS3-LOC440895///LOC440895,-0.17223851,0.0034855,-3.2851231,-2.3409
1569124_at,LRRC63,-0.19573301,0.0034892,-3.2846691,-2.3415
236467_at,ERICH1,-0.1564837,0.0035491,-3.2773991,-2.3508
232706_s_at,TRABD,-0.21745082,0.0035827,-3.2733808,-2.356
222426_at,MAPKAP1,0.18116611,0.0036413,3.2664439,-2.3649
227987_at,VPS13A,0.26782035,0.0036512,3.265291,-2.3663
203607_at,INPP5F,0.23842382,0.0036688,3.2632303,-2.369
216290_x_at,,0.22674327,0.0036995,3.2596717,-2.3735
204235_s_at,GULP1,0.45536005,0.0037032,3.2592469,-2.3741
233073_at,,0.33914738,0.0037133,3.2580771,-2.3756
236648_at,GMPS,0.21867306,0.0037397,3.2550486,-2.3795
201852_x_at,COL3A1,-0.29947862,0.0038145,-3.246589,-2.3903
239567_at,,-0.27455301,0.0038438,-3.2433115,-2.3945
209459_s_at,ABAT,0.15715514,0.0038792,3.2393895,-2.3995
202218_s_at,FADS2,-0.2410016,0.0039009,-3.2370046,-2.4026
213922_at,TTBK2,0.38258893,0.0039102,3.2359758,-2.4039
1557165_s_at,KLHL18,0.35759119,0.0039147,3.2354939,-2.4045
223713_at,RSPH3,0.33025675,0.0039379,3.2329547,-2.4078
227844_at,FMNL3,-0.26797126,0.0039571,-3.2308759,-2.4104
238508_at,DBF4B,-0.2618723,0.0039839,-3.2279912,-2.4141
230329_s_at,NUDT6,0.20146687,0.0039939,3.2269141,-2.4155
228202_at,,-0.46744616,0.0040098,-3.2252119,-2.4177
1560963_a_at,LOC100506379,0.15858909,0.004018,3.2243372,-2.4188
221963_x_at,ZNF587B,0.2453008,0.0040223,3.2238756,-2.4194
232905_at,GTF2H5,0.36045675,0.0040701,3.2188199,-2.4259
241913_at,,0.31992216,0.0041166,3.2139504,-2.4321
226823_at,PHACTR4,-0.23720781,0.0041498,-3.2105008,-2.4365
217447_at,MAG,-0.18322086,0.0041536,-3.2101151,-2.437
230781_at,LINC01088,-0.56005601,0.0041584,-3.2096204,-2.4376
235003_at,UHMK1,0.48634193,0.0041605,3.2094021,-2.4379
242433_at,ZBTB11,0.18350248,0.0041758,3.207822,-2.4399
224923_at,TTC7A,-0.1679421,0.0042094,-3.204392,-2.4443
233527_at,LOC101929340,0.28632616,0.0042554,3.1997293,-2.4503
240484_at,,-0.17710233,0.0042562,-3.1996497,-2.4504
232351_at,,0.19114304,0.0042893,3.1963245,-2.4547
211057_at,ROR1,0.24056673,0.0043071,3.1945429,-2.4569
240756_at,,-0.21924153,0.0043105,-3.1942037,-2.4574
243910_x_at,CAND1,0.30841913,0.0043218,3.1930765,-2.4588
205422_s_at,ITGBL1,-0.20522524,0.0043425,-3.1910304,-2.4614
1566947_at,,-0.18406728,0.0043566,-3.1896414,-2.4632
201123_s_at,EIF5A,0.85268273,0.0043705,3.1882689,-2.465
229408_at,HDAC5,-0.18092828,0.0043826,-3.1870792,-2.4665
206515_at,CYP4F3,-0.60913459,0.0043841,-3.1869398,-2.4667
207553_at,OPRK1,0.55445977,0.0044009,3.185293,-2.4688
240846_at,PCBD2,0.19374148,0.004439,3.1815859,-2.4735
240001_at,,-0.29660732,0.0044466,-3.1808546,-2.4745
224889_at,FOXO3,0.24963571,0.0044506,3.1804734,-2.4749
1569750_at,,0.20772421,0.0044604,3.1795221,-2.4762
223740_at,AGPAT4-IT1,-0.27630151,0.0044762,-3.1780061,-2.4781
225815_at,CPLX2,-0.28668425,0.0044896,-3.1767175,-2.4797
1562031_at,JAK2,0.44906966,0.0045337,3.1725195,-2.4851
242410_s_at,CACNA1E,0.54478826,0.0045605,3.1699824,-2.4884
206355_at,GNAL,0.52023126,0.0045818,3.1679815,-2.4909
232484_at,,-0.16388742,0.0045991,-3.1663604,-2.493
235874_at,PRSS35,0.62340835,0.0046509,3.1615411,-2.4992
1564151_at,LOC102724718,0.20078742,0.0046733,3.159476,-2.5018
203951_at,CNN1,-0.19322101,0.0046881,-3.1581124,-2.5035
219073_s_at,OSBPL10,0.26657474,0.0046893,3.158007,-2.5037
241742_at,PRAM1,-0.21659004,0.0047322,-3.1540876,-2.5087
213565_s_at,SMAD6,-0.20830303,0.0047351,-3.1538213,-2.509
217704_x_at,,0.32306859,0.004767,3.1509293,-2.5127
238148_s_at,ZNF818P,0.24493479,0.0047776,3.149976,-2.5139
224912_at,TTC7A,-0.13788832,0.004791,-3.1487646,-2.5155
1558226_a_at,GABRB1,0.31862838,0.0048187,3.1462889,-2.5187
206402_s_at,NPFF,-0.21872214,0.0048814,-3.1407163,-2.5258
204241_at,ACOX3,-0.17022423,0.0049535,-3.1343938,-2.5339
201058_s_at,MYL9,-0.35993345,0.004962,-3.1336551,-2.5348
242701_at,TBRG1,0.2275971,0.0049685,3.1330924,-2.5355
237316_at,ANKDD1A,0.22195724,0.0049986,3.1304853,-2.5389
217422_s_at,CD22,-0.37089114,0.0050464,-3.1263841,-2.5441
1553736_at,ZFC3H1,-0.22256585,0.0050925,-3.1224595,-2.5491
79005_at,SLC35E1,0.17176805,0.0050994,3.1218762,-2.5499
209670_at,TRAC,0.48138526,0.0051273,3.1195229,-2.5529
211981_at,COL4A1,-0.2484561,0.0051396,-3.1184874,-2.5542
234748_x_at,KIF20B,-0.19020563,0.0051499,-3.1176259,-2.5553
201377_at,UBAP2L,-0.19196122,0.0051863,-3.1145813,-2.5592
1563601_at,,0.16727075,0.0052095,3.1126551,-2.5616
213496_at,PLPPR4,0.26154781,0.0052358,3.1104842,-2.5644
229553_at,PGM2L1,0.62511472,0.0052399,3.1101479,-2.5648
242856_at,SNHG24,0.69789223,0.0052415,3.1100089,-2.565
218075_at,AAAS,-0.1277766,0.0052469,-3.1095638,-2.5656
214550_s_at,TNPO3,0.3078607,0.0052593,3.1085478,-2.5669
228212_at,ISM2,0.19490788,0.0052975,3.1054235,-2.5709
1569110_x_at,LOC728613,-0.59859905,0.0052994,-3.1052648,-2.5711
1557724_a_at,LOC285847,0.15371603,0.0053385,3.1020915,-2.5751
210030_at,DOHH,-0.200184,0.0053517,-3.1010237,-2.5765
222585_x_at,KRCC1,-0.205618,0.0053571,-3.1005841,-2.577
218444_at,ALG12,-0.15264119,0.0053615,-3.1002298,-2.5775
202771_at,PIEZO1,-0.21095679,0.0053687,-3.0996515,-2.5782
206829_x_at,ZNF430,0.26094404,0.0053882,3.0980884,-2.5802
1554864_a_at,SDC3,0.18715445,0.0053902,3.0979267,-2.5804
217529_at,ORAI2,0.32605032,0.0053979,3.0973119,-2.5812
207703_at,NLGN4Y,0.21302573,0.005405,3.0967426,-2.5819
