ID,gene_name,logFC,PValue,t,B
214012_at,ERAP1,0.779,0.00030546,4.21436262,0.119283
1560042_at,RMDN2,0.359,0.00030839,4.21061082,0.11189
214193_s_at,DIEXF,0.388,0.0003123,4.20565049,0.102116
219439_at,C1GALT1,0.25,0.00031407,4.20341765,0.097716
239061_at,TPRXL,-0.308,0.00031966,-4.19647178,0.084028
202345_s_at,FABP5,0.295,0.00031995,4.19611916,0.083333
224328_s_at,LCE3D,-0.318,0.00032104,-4.19477579,0.080686
219256_s_at,SH3TC1,-0.424,0.00032301,-4.19236754,0.07594
231402_at,LOC100507507,-0.236,0.00032617,-4.18853084,0.068378
1553372_at,,-0.271,0.00032746,-4.18697461,0.065311
218627_at,DRAM1,0.399,0.00033153,4.18211181,0.055728
1563668_at,MORN1,-0.316,0.00034122,-4.17075763,0.033349
206131_at,CLPS,-0.241,0.00034425,-4.16727178,0.026478
215685_s_at,DLX2,-0.329,0.00034897,-4.16190264,0.015896
229141_at,SFT2D3///WDR33,0.307,0.00034922,4.16161903,0.015337
1567035_at,C20orf181,-0.237,0.00035655,-4.15343149,-0.000802
227030_at,IKZF3,-0.285,0.00035917,-4.15055151,-0.006479
221242_at,,-0.248,0.00036356,-4.14575829,-0.015928
208256_at,EFNA2,-0.23,0.00036802,-4.14095508,-0.025396
207480_s_at,MEIS2,0.224,0.00037339,4.1352476,-0.036647
224747_at,UBE2Q2,0.236,0.00039564,4.11241354,-0.081661
244252_at,LOC399884,-0.276,0.00042645,-4.08281937,-0.140003
230904_at,FSD1L,0.265,0.00042749,4.08185798,-0.141898
228523_at,NANOS1,0.315,0.00043763,4.07260041,-0.160148
211123_at,SLC5A5,-0.253,0.00043975,-4.07069797,-0.163898
233632_s_at,XRN1,0.241,0.00044362,4.06723278,-0.170729
236375_at,,0.339,0.00044811,4.06325733,-0.178566
244544_at,,-0.266,0.00044829,-4.06310116,-0.178874
237035_at,,0.469,0.00046433,4.0492126,-0.206252
204354_at,POT1,0.255,0.00047318,4.04175702,-0.220948
210560_at,GBX2,-0.349,0.00047612,-4.03930474,-0.225782
1553544_at,GPR101,-0.324,0.00049572,-4.02336439,-0.257201
204095_s_at,ELL,-0.314,0.00049773,-4.02176251,-0.260359
243387_at,MESP1,-0.275,0.00051704,-4.00671276,-0.290019
236667_at,TMEM120B,-0.343,0.00052541,-4.00036385,-0.302531
206650_at,IQCC,-0.276,0.00053747,-3.99138768,-0.32022
1556014_at,MESP2,-0.272,0.00055095,-3.98158152,-0.339542
230032_at,OSGEPL1,0.248,0.00055179,3.9809788,-0.34073
241640_at,BCAP29,-0.417,0.00055687,-3.9773552,-0.347869
1569788_at,ST8SIA1,0.408,0.00055934,3.97560243,-0.351323
202118_s_at,CPNE3,0.515,0.0005644,3.97203922,-0.358343
232933_at,KIAA1656,-0.355,0.00056797,-3.96953948,-0.363268
212927_at,SMC5,0.244,0.00056841,3.96923431,-0.363869
1558501_at,DNM3,0.393,0.00058617,3.95705109,-0.38787
237455_at,,-0.251,0.00059091,-3.95386261,-0.39415
223600_s_at,KIAA1683,-0.284,0.0005934,-3.95219753,-0.39743
205532_s_at,CDH6,0.222,0.00060343,3.94555513,-0.410513
226317_at,PPP4R2,0.237,0.0006039,3.94524809,-0.411118
243044_at,,-0.188,0.00060958,-3.94154225,-0.418417
242746_at,KLHDC10,-0.293,0.00061353,-3.93897955,-0.423464
232310_at,MIATNB,-0.332,0.00063347,-3.92630146,-0.44843
242397_at,,-0.387,0.00063814,-3.92338968,-0.454164
236032_at,,0.26,0.00063965,3.92245673,-0.456001
208009_s_at,ARHGEF16,-0.289,0.00064005,-3.92220737,-0.456492
1559073_at,KDM4B,-0.232,0.00064357,-3.9200336,-0.460772
219274_at,TSPAN12,0.422,0.00064706,3.91789064,-0.464991
1570259_at,LIMS1,0.224,0.00065278,3.91439845,-0.471866
219895_at,TMEM255A,0.354,0.00065452,3.91334137,-0.473947
202960_s_at,MUT,0.191,0.00065739,3.91160663,-0.477363
1569461_at,KCNT1,-0.242,0.00067047,-3.90379476,-0.492741
1557174_a_at,IRAK1BP1,0.404,0.00067464,3.90133679,-0.497579
220681_at,PRR34,-0.189,0.00067935,-3.89857555,-0.503014
224011_at,,-0.208,0.00069177,-3.89138264,-0.517171
202565_s_at,SVIL,0.365,0.00069909,3.88720566,-0.525391
222668_at,KCTD15,0.339,0.00070777,3.88231026,-0.535024
1560399_a_at,OTUD7A,-0.24,0.00072728,-3.87151529,-0.556263
242505_at,,-0.225,0.00073722,-3.86611995,-0.566877
239885_at,,-0.303,0.00074382,-3.86257968,-0.573841
229178_at,PRTG,0.21,0.00074745,3.86064499,-0.577647
236251_at,,0.446,0.00076544,3.85119585,-0.596231
212962_at,SYDE1,-0.211,0.0007758,-3.8458515,-0.60674
226545_at,CD109,0.408,0.00078288,3.84224257,-0.613836
1562012_at,LOC100506730,0.375,0.00081429,3.82659881,-0.64459
242584_at,FAM161A,0.284,0.00081446,3.82651776,-0.644749
230764_at,,0.315,0.00081918,3.82422064,-0.649264
225553_at,CNIH1,0.28,0.00082759,3.8201535,-0.657257
243712_at,XIST,-0.297,0.00083529,-3.81646935,-0.664497
207906_at,IL3,-0.216,0.00085387,-3.80771562,-0.681697
235142_at,ZBTB8A,0.342,0.00085639,3.80654415,-0.683998
230052_s_at,NFKBID,-0.289,0.00086082,-3.80448984,-0.688034
217562_at,BRINP3,0.403,0.00086297,3.803495,-0.689988
231081_at,C2orf73,-0.29,0.00086615,-3.8020293,-0.692868
218340_s_at,UBA6,0.334,0.00086647,3.80188485,-0.693151
234200_at,,-0.26,0.00086746,-3.80142888,-0.694047
227798_at,SMAD1,0.268,0.0008753,3.79784722,-0.701082
227703_s_at,SYTL4,0.605,0.00088311,3.79431112,-0.708027
231723_at,SNX12,-0.268,0.00089657,-3.78828323,-0.719865
224152_s_at,PBRM1,-0.248,0.00090812,-3.78318655,-0.729873
228700_at,CXorf38,0.275,0.00093164,3.77299481,-0.749881
225513_at,SCRN2,-0.285,0.00093319,-3.77233181,-0.751182
1557341_x_at,PIK3CD-AS2,-0.205,0.00093995,-3.76945453,-0.75683
230798_at,,-0.253,0.00094408,-3.76770692,-0.76026
238149_at,ZNF818P,0.471,0.0009454,3.76714928,-0.761354
226371_at,KDM5A,0.203,0.00094892,3.76567017,-0.764257
1557322_at,ZNF230,0.27,0.00096465,3.75911295,-0.777124
1553385_at,LINC01101,-0.21,0.00097848,-3.75343302,-0.788268
220638_s_at,CBLC,-0.24,0.00099125,-3.74825971,-0.798416
232727_at,UCKL1,-0.299,0.00099151,-3.74815795,-0.798615
218602_s_at,HAUS6,0.275,0.00099519,3.74667873,-0.801517
1562078_at,LOC101929172,-0.297,0.00100762,-3.74172345,-0.811235
208594_x_at,LILRA6,-0.267,0.00100937,-3.74103359,-0.812588
204632_at,RPS6KA4,-0.21,0.00101969,-3.73697183,-0.820553
219163_at,ZNF562,0.22,0.00102117,3.73639093,-0.821692
1561940_at,LOC100128843///CHFR,-0.201,0.00102516,-3.73483716,-0.824739
204299_at,SRSF10,0.24,0.00104284,3.72800917,-0.838125
231975_s_at,MIER3,0.215,0.00105148,3.72471355,-0.844585
239968_at,LINC00313,-0.298,0.00105543,-3.72321538,-0.847521
203324_s_at,CAV2,0.38,0.00106238,3.72059182,-0.852663
1553044_at,GJA10,-0.266,0.00107358,-3.71640357,-0.860871
234928_x_at,RUNX3,-0.244,0.00108181,-3.71335326,-0.866848
209641_s_at,ABCC3,-0.281,0.0010842,-3.71246876,-0.868581
216366_x_at,,-0.273,0.00108848,-3.7108952,-0.871664
244316_at,C17orf98,-0.234,0.00109174,-3.70970053,-0.874004
1564713_a_at,FOXN4,-0.311,0.00109898,-3.70705921,-0.879179
215621_s_at,IGHD,-0.203,0.00110885,-3.70348383,-0.886182
204213_at,PIGR,-0.293,0.00111315,-3.70193781,-0.88921
1564112_at,FAM71A,-0.246,0.00111465,-3.70139844,-0.890267
205728_at,TENM1,0.262,0.00111756,3.70035652,-0.892307
210307_s_at,KLHL25,-0.299,0.00112297,-3.69842596,-0.896088
232156_at,AP5M1,0.247,0.00112868,3.69639629,-0.900063
228594_at,NADK2,0.29,0.00112943,3.69613017,-0.900584
240030_at,COMMD6,-0.256,0.00113301,-3.69486539,-0.90306
208013_s_at,ACRV1,-0.283,0.00113657,-3.6936102,-0.905518
242891_at,ADCY5,-0.246,0.00114267,-3.69146781,-0.909713
240598_at,,-0.198,0.00115316,-3.68781307,-0.916868
228328_at,KLHL28,0.238,0.00115354,3.6876821,-0.917124
235402_at,PPP1R32,-0.223,0.00115752,-3.68630514,-0.91982
1562257_x_at,NLRP1,-0.251,0.00115894,-3.68581323,-0.920783
201761_at,MTHFD2,0.422,0.00115911,3.68575312,-0.9209
239682_at,KANSL1L,0.261,0.00117254,3.68114431,-0.929921
202660_at,ITPR2,0.343,0.00117731,3.67951921,-0.933102
235874_at,PRSS35,0.732,0.00120554,3.67003552,-0.951658
221609_s_at,WNT6,-0.204,0.00120885,-3.6689346,-0.953812
216608_at,DKFZP434A062,-0.235,0.00121395,-3.66725134,-0.957105
234490_at,,-0.25,0.0012213,-3.66483421,-0.961833
206099_at,PRKCH,-0.269,0.00122563,-3.66341683,-0.964605
241845_at,,0.368,0.00122899,3.66231792,-0.966755
206515_at,CYP4F3,-0.253,0.00124095,-3.65843817,-0.974342
229772_at,DEFB123,-0.241,0.00124368,-3.65755854,-0.976062
1566099_at,CD6,-0.237,0.00124738,-3.65636712,-0.978392
214102_at,,0.342,0.00125681,3.65335189,-0.984287
226940_at,FAM69B,-0.219,0.00126816,-3.64974874,-0.991331
1558425_x_at,LINC00265,0.299,0.00127467,3.6476947,-0.995346
1555664_at,,-0.231,0.00127633,-3.64717216,-0.996368
201083_s_at,BCLAF1,0.276,0.00127684,3.64701224,-0.99668
226270_at,EXOC2,0.241,0.00127928,3.64624827,-0.998174
235397_at,LINC00174,-0.225,0.0012851,-3.64442966,-1.001728
231232_at,LOC100506125,-0.23,0.00128771,-3.64361602,-1.003318
228268_at,FMO2,-0.278,0.00129536,-3.64124027,-1.007961
209327_s_at,NOP16,-0.281,0.00130055,-3.63963495,-1.011098
235641_at,TRIB1,-0.259,0.00130922,-3.63697199,-1.016301
1556409_a_at,,-0.265,0.00131603,-3.63489032,-1.020368
240829_at,,0.29,0.00132115,3.63333374,-1.023409
208416_s_at,SPTB,-0.196,0.00132589,-3.63189651,-1.026217
236437_at,,0.336,0.00133667,3.62864909,-1.03256
223698_at,SLC25A36,0.339,0.00134865,3.62506832,-1.039554
1552676_at,UCN3,-0.212,0.00135527,-3.62310249,-1.043392
229755_x_at,DLL3,-0.221,0.00135942,-3.62187651,-1.045786
241906_at,,0.42,0.00136435,3.62042129,-1.048628
210402_at,KCNJ1,-0.251,0.00136539,-3.62011755,-1.049221
232337_at,B3GNT7,-0.235,0.00136921,-3.61899628,-1.05141
214658_at,TMED7-TICAM2///TMED7,0.249,0.0013706,3.61858893,-1.052205
212006_at,UBXN4,0.188,0.00138024,3.61577495,-1.057699
201759_at,TBCD,0.23,0.00139209,3.61234013,-1.064403
242225_at,,0.314,0.00139945,3.61022455,-1.068532
235158_at,TMEM209,0.249,0.00140278,3.60926953,-1.070396
211490_at,ADRA1A,-0.217,0.00140769,-3.60786706,-1.073133
232738_at,CCSER1,0.326,0.00143127,3.60119161,-1.086158
218195_at,ARMT1,0.208,0.00143511,3.60011542,-1.088258
1563274_at,LOC101929269,-0.253,0.00143732,-3.59949682,-1.089464
242378_at,MYADML2,-0.265,0.00143752,-3.59944229,-1.089571
225872_at,SLC35F5,0.3,0.00144073,3.59854583,-1.091319
202877_s_at,CD93,-0.262,0.00144528,-3.597277,-1.093794
243626_at,,0.252,0.00147781,3.58833203,-1.111238
243248_at,,-0.212,0.0014926,-3.5843273,-1.119046
207895_at,NAALADL1,-0.256,0.00149409,-3.58392563,-1.119829
215676_at,BRF1,-0.241,0.00151956,-3.57712682,-1.13308
231851_at,RAVER2,0.349,0.00152401,3.57594888,-1.135375
211175_at,GPR45,-0.172,0.00152482,-3.57573552,-1.135791
243621_at,SPACA3,-0.283,0.00152572,-3.57549875,-1.136253
209919_x_at,GGT2///GGTLC1///GGTLC2///GGT1,-0.265,0.00152597,-3.57543102,-1.136385
1561687_a_at,ZNF382,0.266,0.0015363,3.57271728,-1.141672
237754_at,LOC101928682,-0.254,0.00153646,-3.57267699,-1.141751
1554938_a_at,ACOT11,-0.298,0.00154584,-3.57022538,-1.146527
226721_at,DPY19L4,0.201,0.00154954,3.56926411,-1.1484
233938_at,C11orf86,-0.227,0.0015499,-3.56917064,-1.148582
215869_at,,-0.201,0.00155112,-3.56885376,-1.149199
208292_at,BMP10,-0.258,0.00155847,-3.56695219,-1.152903
216731_s_at,,-0.182,0.00155884,-3.56685546,-1.153091
235369_at,C14orf28,0.239,0.00156088,3.56632875,-1.154117
1566541_at,,-0.405,0.00156363,-3.5656207,-1.155496
224485_s_at,SLC30A2,-0.235,0.00158151,-3.5610423,-1.164413
210013_at,HPX,-0.26,0.00158171,-3.56099104,-1.164512
217358_at,DNAJC16,-0.239,0.00158554,-3.56001894,-1.166405
236762_at,ATP9B,-0.3,0.00160717,-3.55456019,-1.177033
237536_at,MAPT-AS1,-0.252,0.00160843,-3.55424433,-1.177648
1561538_at,,-0.252,0.00161046,-3.55373744,-1.178634
223954_x_at,NECAB3,-0.276,0.00161137,-3.55351022,-1.179077
210784_x_at,LILRB3,-0.275,0.0016286,-3.5492249,-1.187417
227389_x_at,IRF2BP2,-0.23,0.00163247,-3.54826753,-1.18928
215768_at,,0.614,0.00164498,3.54519219,-1.195265
208889_s_at,NCOR2,-0.213,0.00165391,-3.54300952,-1.199511
230855_at,GATA4,-0.293,0.00165699,-3.54225889,-1.200972
226867_at,DENND4C,0.243,0.00165782,3.54205665,-1.201365
238242_at,MIR8072///LOC100293704,-0.26,0.00166529,-3.54024614,-1.204887
235611_at,SREK1,0.222,0.00166571,3.54014411,-1.205086
215220_s_at,TPR,0.341,0.00166707,3.53981425,-1.205727
207718_x_at,CYP2A7,-0.292,0.00167371,-3.53821141,-1.208845
1552777_a_at,RAET1E,-0.233,0.0016768,-3.5374671,-1.210293
229075_at,SPATA5,0.425,0.00168574,3.53532424,-1.21446
226873_at,FAM63B,0.275,0.00168877,3.53460014,-1.215868
1563065_at,,-0.239,0.00168979,-3.53435597,-1.216343
229533_x_at,ZNF680,0.318,0.00169575,3.53293521,-1.219106
229765_at,ZNF207,0.273,0.00170595,3.53051657,-1.223809
213930_at,ATG12,0.236,0.00172028,3.52714178,-1.23037
219059_s_at,LYVE1,-0.574,0.00172087,-3.5270047,-1.230636
218246_at,MUL1,-0.182,0.00172169,-3.52681284,-1.231009
220589_s_at,LOC100507424///ITFG2,-0.224,0.00172301,-3.52650265,-1.231612
1563185_at,LOC102800447///LOC101930566,-0.205,0.00172547,-3.52592717,-1.232731
214885_at,KAT8,-0.265,0.00172815,-3.52530168,-1.233947
1557192_at,COX10-AS1,0.342,0.00173639,3.52338098,-1.23768
202413_s_at,USP1,0.198,0.00173996,3.52255263,-1.23929
1561179_s_at,AMZ1,-0.244,0.00174796,-3.52070219,-1.242886
211822_s_at,NLRP1,-0.296,0.00175417,-3.51926985,-1.245669
1557278_s_at,TNPO1,0.312,0.00176031,3.5178607,-1.248407
228091_at,STX17,0.22,0.00177915,3.51356223,-1.256758
212634_at,UFL1,0.374,0.00179183,3.51069558,-1.262326
219007_at,NUP43,0.2,0.00179244,3.51055673,-1.262596
226164_x_at,RIMKLB,0.299,0.00179913,3.50905173,-1.265519
236561_at,TGFBR1,0.381,0.0018061,3.5074916,-1.268549
231560_at,,0.232,0.00180616,3.50747722,-1.268577
225859_at,XIAP,0.258,0.00181005,3.50660813,-1.270264
213796_at,SPRR1A,-0.262,0.00181838,-3.50475325,-1.273866
1560968_at,,-0.217,0.00182132,-3.50410078,-1.275133
1553673_at,STK35,-0.272,0.00183311,-3.50149381,-1.280194
228932_at,AGO3,0.223,0.00184711,3.49841977,-1.286161
220630_s_at,CHIA,-0.292,0.00184923,-3.49795581,-1.287062
223297_at,AMMECR1L,0.239,0.00185772,3.49610556,-1.290653
229393_at,L3MBTL3,0.254,0.00186816,3.49384047,-1.295048
242381_x_at,,-0.215,0.00187404,-3.49256825,-1.297517
230064_at,,0.465,0.00187747,3.4918299,-1.298949
1557669_at,LOC100132005,-0.31,0.00187956,-3.49137895,-1.299824
233520_s_at,CMYA5,-0.231,0.00188248,-3.49075292,-1.301039
230879_at,BAG2,-0.282,0.00188434,-3.49035267,-1.301816
238764_at,CSAD,-0.263,0.00189574,-3.48791507,-1.306544
1560271_at,,0.308,0.00189974,3.48706279,-1.308198
222935_x_at,SLC39A8,-0.25,0.00190009,-3.48698685,-1.308345
228334_x_at,CEP44,0.305,0.00190949,3.48499043,-1.312217
224144_at,SPTBN4,-0.254,0.0019097,-3.48494762,-1.3123
230099_at,,0.314,0.00191921,3.48293853,-1.316197
205192_at,MAP3K14,-0.38,0.00194225,-3.47810923,-1.325561
239751_at,,-0.231,0.00195813,-3.4748155,-1.331946
229850_at,KDSR,0.28,0.00195946,3.47453939,-1.332481
234751_s_at,NLGN3,-0.275,0.00195987,-3.47445565,-1.332643
237008_at,POU3F3,0.401,0.00196664,3.47305877,-1.335351
225460_at,SEC22C,0.181,0.00198182,3.46994643,-1.341382
234683_at,LOC101930568///KRTAP4-6,-0.278,0.00199989,-3.46627261,-1.348501
207491_at,MOGAT2,-0.238,0.00200363,-3.46551548,-1.349968
220592_at,CCDC40,-0.248,0.00201299,-3.46362891,-1.353622
1563405_at,ATP4B,-0.221,0.00201819,-3.46258319,-1.355648
236822_at,,-0.221,0.00201989,-3.46224286,-1.356307
1570644_at,,-0.25,0.00202691,-3.46083585,-1.359032
217285_at,TSSK2///DGCR14,-0.237,0.00203172,-3.45987736,-1.360889
227856_at,C4orf32,0.44,0.00203206,3.45980795,-1.361023
216603_at,SLC7A8,-0.215,0.00204178,-3.45787476,-1.364767
232797_at,,0.392,0.00204344,3.45754738,-1.365401
205739_x_at,ZNF107,0.336,0.00204894,3.45645649,-1.367513
223378_at,GLIS2,0.231,0.00205058,3.45613354,-1.368138
229601_at,SCYL1,-0.206,0.00207063,-3.45219008,-1.375773
202947_s_at,GYPC,-0.267,0.00207317,-3.45169301,-1.376735
232435_at,ALG13,-0.305,0.00208218,-3.44993527,-1.380138
228925_at,,0.3,0.00209032,3.4483546,-1.383197
1553015_a_at,RECQL4,-0.272,0.00209313,-3.44781012,-1.384251
240274_at,,-0.294,0.0020957,-3.44731146,-1.385216
1555359_at,PIGQ,-0.181,0.00210077,-3.44633187,-1.387111
218236_s_at,PRKD3,0.419,0.00210101,3.44628599,-1.3872
229852_at,NMNAT1,0.233,0.00211753,3.4431111,-1.393343
241486_at,,-0.29,0.0021225,-3.44215925,-1.395185
214221_at,ALMS1,0.299,0.00212941,3.44084095,-1.397735
1569849_at,LOC102723831,-0.219,0.00214006,-3.43881813,-1.401648
1569949_at,GRK5,-0.264,0.00215806,-3.43542053,-1.408219
227870_at,IGDCC4,0.649,0.00216202,3.43467611,-1.409658
219500_at,CLCF1,-0.189,0.00216263,-3.4345624,-1.409878
1554588_a_at,TTC30B,0.288,0.00216561,3.43400187,-1.410962
239115_at,TMED3,-0.198,0.00216862,-3.43343929,-1.41205
237642_at,CTBP1-AS2,-0.315,0.00217311,-3.43260063,-1.413671
1568743_at,ATP10A,-0.327,0.00217718,-3.43184039,-1.415141
212633_at,UFL1,0.22,0.00218543,3.43030542,-1.418109
219195_at,PPARGC1A,0.215,0.00218551,3.43029109,-1.418136
224827_at,UBTD2,0.206,0.00219054,3.4293584,-1.419939
209153_s_at,TCF3,0.213,0.00220685,3.42634632,-1.425761
1566033_at,,-0.214,0.00221101,-3.42558179,-1.427239
222824_at,NUDT5,0.214,0.00221294,3.42522774,-1.427923
215008_at,TLL2,0.203,0.00221963,3.42400138,-1.430293
227745_at,RNF139-AS1,0.247,0.0022239,3.42322255,-1.431798
228616_at,POLRMT,-0.262,0.00223062,-3.42199672,-1.434167
243978_at,FAM65C,-0.224,0.00225967,-3.41674139,-1.444319
1553253_at,ASB16,-0.297,0.00226581,-3.41563968,-1.446447
243674_at,LOC102723709///LOC102723678,-0.178,0.00226676,-3.4154686,-1.446778
229372_at,GOLT1A,-0.272,0.00227221,-3.4144927,-1.448662
222107_x_at,LZTS1,-0.205,0.00227833,-3.41339952,-1.450773
204625_s_at,ITGB3,-0.225,0.00228594,-3.41204451,-1.45339
234012_at,,-0.277,0.0022927,-3.41084526,-1.455706
205115_s_at,RBM19,-0.274,0.00229478,-3.41047673,-1.456417
242563_at,,0.255,0.0023141,3.40706974,-1.462994
226321_at,LYSMD3,0.283,0.00231521,3.40687372,-1.463373
229194_at,PCGF5,0.221,0.00231549,3.40682438,-1.463468
239791_at,HOXB-AS3,-0.242,0.00231792,-3.40639859,-1.46429
210651_s_at,EPHB2,-0.22,0.00231851,-3.40629471,-1.46449
235552_at,METTL14,0.193,0.00232336,3.40544533,-1.46613
205411_at,STK4,-0.259,0.00232474,-3.40520386,-1.466596
226425_at,CLIP4,0.192,0.0023429,3.40204008,-1.472702
224959_at,SLC26A2,0.399,0.00235582,3.39980395,-1.477016
223571_at,C1QTNF6,-0.24,0.00236883,-3.39756381,-1.481338
223077_at,TMOD3,0.256,0.00236946,3.39745693,-1.481544
204554_at,PPP1R3D,0.395,0.00237428,3.3966305,-1.483138
225774_at,RSPRY1,0.236,0.00237435,3.39661833,-1.483162
204401_at,KCNN4,-0.215,0.00237532,-3.39645103,-1.483485
217044_s_at,PLEKHG3,-0.24,0.00237719,-3.39613201,-1.4841
227605_at,AIMP1,0.299,0.00239421,3.39322884,-1.489699
217391_x_at,,-0.234,0.00240649,-3.39114782,-1.493712
231604_at,,-0.211,0.00241147,-3.39030709,-1.495334
204598_at,UBOX5,-0.205,0.00242401,-3.38819589,-1.499404
223710_at,CCL26,-0.246,0.00242446,-3.38811978,-1.499551
233660_at,EHD4,-0.279,0.00242574,-3.38790531,-1.499964
1564490_at,LINC01165,-0.207,0.0024344,-3.38645465,-1.502761
212706_at,LOC102724229///RASA4B///RASA4,0.302,0.00243775,3.38589403,-1.503841
216956_s_at,ITGA2B,-0.281,0.00243888,-3.38570534,-1.504205
1561685_a_at,LOC441178,-0.222,0.00245966,-3.3822519,-1.510861
238838_at,TCERG1,0.207,0.00246191,3.38187891,-1.51158
230649_at,FAAP20,-0.239,0.00246238,-3.38180184,-1.511728
208367_x_at,CYP3A4,-0.277,0.00246749,-3.38095705,-1.513356
207002_s_at,PLAGL1,0.235,0.00246853,3.38078562,-1.513687
206379_at,EYA3,-0.211,0.00247552,-3.37963493,-1.515904
205553_s_at,CSRP3,-0.234,0.00248174,-3.37861291,-1.517873
1564463_at,KLF13,-0.221,0.00248674,-3.37779251,-1.519454
218610_s_at,CPPED1,0.273,0.00248849,3.37750626,-1.520005
240119_at,TEPP,-0.245,0.00250733,-3.37443365,-1.525924
240312_at,LOC389895,0.198,0.00251019,3.37396875,-1.526819
222834_s_at,GNG12,0.415,0.00251022,3.3739652,-1.526826
213134_x_at,BTG3,0.332,0.00252078,3.37225419,-1.530121
201589_at,SMC1A,0.309,0.00252098,3.37222233,-1.530183
231884_at,CNTROB,-0.204,0.00252126,-3.37217735,-1.530269
230617_at,OVOL1-AS1,-0.231,0.00252198,-3.37206073,-1.530494
1552467_at,DSCR10,-0.203,0.00253292,-3.37029598,-1.533892
219617_at,CAMKMT,0.273,0.00253451,3.37004042,-1.534384
203422_at,POLD1,-0.223,0.00253782,-3.36950908,-1.535407
228671_at,TMEM201,-0.307,0.00254755,-3.36794912,-1.538411
226493_at,KCTD18,0.194,0.00254907,3.3677055,-1.53888
234498_at,M1AP,-0.226,0.00255209,-3.36722404,-1.539807
239009_at,KIAA0754,-0.192,0.0025521,-3.36722149,-1.539811
230319_at,,0.328,0.00255714,3.36641719,-1.54136
204159_at,CDKN2C,0.399,0.0025597,3.36600935,-1.542145
235920_at,CLUHP3///ZNF720,-0.27,0.00256244,-3.36557312,-1.542985
220600_at,ELP6,-0.255,0.00257855,-3.36301937,-1.5479
