gene_name,logFC,logCPM,F,PValue
A1BG,-0.565723471181339,0.6513947298674924,2.1609153284756344,0.16511240437335428
A1BG-AS1,0.09987285541341605,1.6789853694890016,0.06043581934292957,0.809609432331472
A1CF,-0.9935619552846805,-1.6760211617693799,2.1651596744394808,0.1647277949220699
A2M,0.3542428371874059,7.637608548675592,0.8945773798256395,0.3613211984197666
A2M-AS1,-0.003681074990463992,0.8550278627297616,1.2702030360104623e-4,0.9911772134205401
A2ML1,-0.26836104905383046,3.0249511408475143,0.6725012193328019,0.4268175193234699
A2MP1,0.06535524830123396,0.042640656127849584,0.012704790611973204,0.9119611423170877
A3GALT2,0.48875851413374377,-1.5479591655389122,0.6115516822904113,0.4480773636563531
A4GALT,-1.1679266672661284,2.648991245285219,2.125308336949652,0.168384067126171
A4GNT,-1.2980298354105626,-2.3633182949175877,0.9525111951879106,0.3467199586499973
AAAS,-0.064573467687396,4.624200544935442,0.0716311389882926,0.7931345825032974
AACS,-0.09081478017913175,5.095472919276485,0.125711886596012,0.7285498045569272
AACSP1,-1.7052894759665398,-1.9662596734411077,2.669314793590131,0.1260370088056598
AADAT,0.31805808859737156,2.825810458491142,1.7127041109456755,0.21307846890691517
AAGAB,0.45310699918159414,4.5209901663412575,2.813844466539987,0.11708441405499348
AAK1,0.3072612536643489,7.046717173701647,1.040694739739624,0.3260891334734043
AAMDC,-0.38731514786235394,0.42133005939913,0.7757216331502438,0.3942886757975721
AAMP,0.22943831886542682,6.401030818483731,0.5336211198505609,0.477920957054777
AANAT,-0.7339904617331913,-0.3159211146265345,1.7909738147347538,0.20352188061433044
AAR2,0.11245485320373336,4.032357469266268,0.3069875347653883,0.5888469945379036
AARD,0.19139463066838844,1.366038110184533,0.07671736124813118,0.7861087047946718
AARS1,0.30912778710307354,7.943339859117226,0.8779393040610697,0.3656819954113223
AARS2,-0.011023742591897638,4.492310717371098,0.0017001890456420587,0.9677302733435529
AARSD1,-0.9079953253655922,1.6686278889174926,3.050232885795536,0.1040613859415286
AARSD1P1,-1.2230861864995841,0.553287611751396,3.886881958128555,0.07011193283301327
AASDH,-0.02339825003489923,3.745418392717177,0.004043870580382128,0.9502534643446001
AASDHPPT,0.6561580866038991,5.598995381903963,3.6152107243458627,0.07942444228910091
AASS,-0.3879646663979455,3.5660276200406633,1.4368076261840832,0.2518436126037515
AATBC,-0.46564222442925624,2.96957385285039,1.7381080648367622,0.20991407789393524
AATK,-0.15656981652297525,8.785459139528909,0.09667668183321662,0.7607358449839294
ABAT,0.1989118679675918,8.450052725901173,0.2620034747886759,0.6172469264459652
ABCA1,-0.2729341609737252,6.1077451790844774,0.43023851366164073,0.5232000868626623
ABCA10,-0.7800614469785955,1.2971335379055966,3.2870505181222667,0.09274392522106607
ABCA11P,-0.43447723221572787,0.7508092714714484,1.2426756878970404,0.28494457575737364
ABCA12,-1.3349342611513206,-0.830946855452896,5.091156262642179,0.04172441990321697
ABCA13,-1.3092967220159801,0.15597037651521864,3.1990822334713513,0.0967643023358901
ABCA17P,-0.4326868794346259,2.802019561261436,1.9741986694973022,0.18321831122533466
ABCA2,-0.09308132481575501,10.609902497905303,0.05336767876980525,0.8208643322746673
ABCA3,-0.10881889849443738,7.708304917322471,0.08395670108938025,0.7765303542941484
ABCA4,-0.21937357931271495,0.20908251441921377,0.2562690915450596,0.6210876520801963
ABCA5,0.12487871188468744,4.728372858628997,0.16469180267290173,0.6914088080926564
ABCA6,-0.8708219918858107,2.4639467896005574,1.4366857242436006,0.2518627266900331
ABCA7,0.08847230990455586,5.320814262878355,0.04025530745608299,0.8440566424089908
ABCA8,0.23176989193158085,4.854831295250133,0.3383974446571364,0.5706085391122278
ABCA9,-0.2779192109840424,2.700004514474501,0.6133419408488999,0.447428507091405
ABCB1,0.08684395772917909,4.675712568029737,0.06120279646834192,0.80843119363763
ABCB10,0.10732800513196812,3.1622454895321375,0.24763130985802534,0.6269773624487154
ABCB11,-1.5111458015747712,-1.1720099776349995,2.689189791492499,0.124757084034919
ABCB4,-0.9307992770880515,-0.32449357374742666,3.5967891139837875,0.08010820689225619
ABCB5,-6.500780125321773,-1.8296914965263036,6.015426625828312,0.030252544503582942
ABCB6,0.07912941459102855,2.276819750987008,0.032427136180764385,0.8598428664324735
ABCB7,0.20876821967558346,3.393216208711497,0.657633503900779,0.43185094004525415
ABCB8,-0.030532493546043676,6.016784277087049,0.0086421694756635,0.9273362424468726
ABCB9,-0.05132107662918231,5.759772232317129,0.017078414717895573,0.8980059833635997
ABCC1,-0.340469885601627,4.318920608596583,1.5599535631632622,0.2334807517091348
ABCC10,-0.06854190435934816,4.94186555242473,0.04820617497282992,0.8295910252178025
ABCC11,-0.0888064372989094,1.027792612572014,0.06845783397339057,0.7976549985410772
ABCC12,-0.9859126109078258,-1.2863520701069573,1.4880186166147855,0.24398212604589023
ABCC13,-0.6733444950207234,-1.4963669551549252,0.21511825423237024,0.6503802404771901
ABCC2,-0.7345638354433847,-0.32690840720126235,1.3938282232753911,0.25870507038466206
ABCC3,-1.6763944951653171,0.08462230353056947,5.97022395519741,0.029413090580841558
