GeneID,logFC,logCPM,F,PValue,FDR,Homo_sapiens,SYMBOL
110095,-0.932623333082945,6.84719153690521,80.6125711125218,2.0025564121144e-10,1.81424935749525e-6,5836,PYGL
15168,-2.53433898379381,1.42974603948358,75.9128459469287,4.07893736929871e-10,2.77153596900424e-6,57657,HCN3
12894,0.799692703804279,7.74422590230745,56.6936443022883,1.07868003600941e-8,5.86348893973993e-5,1374,CPT1A
14081,0.823840132097537,9.73080919984208,55.0560527898819,1.47278167172257e-8,6.03820178197909e-5,2180,ACSL1
227731,0.710132446178804,5.52307133649385,54.773035487774,1.55514965502239e-8,6.03820178197909e-5,114789,SLC25A25
54608,0.86626961834156,5.6771703077734,52.5546445443347,2.39752907263302e-8,8.14530533313661e-5,11057,ABHD2
210757,1.76937071737878,1.72720074963907,49.2859947676939,4.63490722993282e-8,1.25972143602344e-4,387357,THEMIS
244416,-0.896520296543402,7.40107143800851,48.2709382880239,5.71895420111293e-8,1.29179309686196e-4,79660,PPP1R3B
20520,1.08377854149194,2.89601607988806,47.7835003180628,6.33233722373816e-8,1.29179309686196e-4,6584,SLC22A5
68041,-1.2487555639202,3.68416376808183,49.1379174572562,6.63962129457828e-8,1.29179309686196e-4,58526,MID1IP1
12892,0.704036472314018,6.63483755107567,45.2285927225029,1.09159634102797e-7,1.74520570310584e-4,1371,CPOX
57875,1.04681210195626,4.80584648737856,44.6621316644073,1.42514832202062e-7,2.03863717074728e-4,51129,ANGPTL4
107476,-1.48184062037287,4.75075686273256,49.5275166211367,1.54230441887284e-7,2.05759595852881e-4,31,ACACA
14933,0.607634814242608,5.94861590067651,43.3462241227862,1.64983654102088e-7,2.05759595852881e-4,2710,GK
103988,-1.12571795481171,4.92410193617852,45.5322075734912,1.66551790307347e-7,2.05759595852881e-4,2645,GCK
18770,-1.60683157653706,5.94991099850945,50.2733919810329,1.91445104315048e-7,2.26229847399073e-4,5313,PKLR
19015,-1.18795272163695,2.8963491524372,41.7831499787461,2.34362332980605e-7,2.54789353923195e-4,5467,PPARD
13121,0.788340372301799,7.23389491285009,41.5780042645062,2.45549561106635e-7,2.56684289281432e-4,1595,CYP51A1
110208,-0.924989810600845,3.74149272333152,40.3807433057021,3.23212257596947e-7,3.25355035156571e-4,5226,PGD
71904,0.931229990556032,3.58234618936778,40.0081563633284,3.52403018223179e-7,3.42070058295992e-4,164091,PAQR7
208715,0.889996837107031,7.813626128372,39.5409754161512,3.99820115799801e-7,3.63522533872934e-4,3157,HMGCS1
11364,0.690819464681,6.93789054544149,39.4524290577488,4.01253762691343e-7,3.63522533872934e-4,34,ACADM
170439,-2.4915867190538,7.17913718675646,48.5804153483609,4.62638518541916e-7,4.0561459017583e-4,79071,ELOVL6
116891,-0.492786497792054,5.69366748471648,37.761672743152,5.99433895354084e-7,4.93697389146323e-4,51009,DERL2
11520,0.720044622577298,7.35150674459708,37.3719203072348,6.58472744841894e-7,5.03517788483649e-4,123,PLIN2
20787,-0.823436969593647,5.59400419742746,37.335092041976,6.64362071790952e-7,5.03517788483649e-4,6720,SREBF1
68267,0.782775182457054,4.27472213133886,37.3191078967275,6.6693551585457e-7,5.03517788483649e-4,79751,SLC25A22
16780,2.51467905434812,1.0848986453986,38.0457322433797,7.71060017268485e-7,5.44522581758484e-4,3914,LAMB3
16326,0.975215795117278,4.8162164661152,37.3726788040109,7.81352540144262e-7,5.44522581758484e-4,83729,INHBE
15220,-1.18982414012856,1.8270039160592,34.9184269251036,1.20465677980559e-6,8.18534165458403e-4,94234,FOXQ1
66404,0.668756317147851,4.56073607798892,34.778670251425,1.24767449305794e-6,8.2708646455663e-4,51507,RTF2
11829,1.06767357153149,2.46297890077165,34.543595486021196,1.32374990249995e-6,8.56623776191575e-4,361,AQP4
13809,-0.972830738698809,4.85586420508592,35.5557423933465,1.41162765881383e-6,8.92247166020958e-4,2028,ENPEP
12482,2.95399032902175,-0.472372639551834,33.7559689645795,1.61664511636092e-6,9.98609036763036e-4,931,MS4A1
11611,0.790316582655258,5.2114993446479,33.4491072198849,1.74873952499788e-6,0.00105619981222038,189,AGXT
75985,1.10338567320758,2.72470683222745,32.9698795045195,1.97845348815911e-6,0.00116336784902982,27314,RAB30
77697,0.680781399854329,3.88948888670323,32.8252727517657,2.05390207442565e-6,0.00116336784902982,326625,MMAB
72999,0.719672310847595,7.97314084000581,32.8239834362569,2.05458834958723e-6,0.00116336784902982,51141,INSIG2
225913,-1.08828198862314,6.30350497630902,35.0317534522308,2.3461047289555e-6,0.00130060224088991,26007,TKFC
14667,-0.674263706674268,5.3632062063531,32.2388302086511,2.39266021724477e-6,0.00130060224088991,2760,GM2A
67442,0.742402179811529,6.96470573644544,31.9025675858519,2.61324175761817e-6,0.00139265289667263,54884,RETSAT
99887,0.673322418209805,8.3578794101774,31.5996458223244,2.83047338473768e-6,0.00147941223314972,148534,TLCD4
100732,0.656696053249639,3.52578102018905,31.341261106327,3.03092162154691e-6,0.0015542909198495,22924,MAPRE3
208677,0.55067083816052,5.99242690211228,31.2056732249356,3.14208635467393e-6,0.00158145861173486,84699,CREB3L3
54403,0.576992276905704,6.07846996274166,31.0062786290982,3.313494444496e-6,0.00159629270335482,8671,SLC4A4
13082,-1.75955918303466,2.93091741093708,34.9671277791156,3.35831635077963e-6,0.00159629270335482,1592,CYP26A1
16325,0.62701941912771,5.34568348249961,30.8012152442883,3.50016860448273e-6,0.00159629270335482,3626,INHBC
14104,-2.24227078616702,7.6238004617075,37.1076940487608,3.52395460470544e-6,0.00159629270335482,2194,FASN
14385,-0.727666202541412,4.28963449276334,30.5764118036517,3.71770940550294e-6,0.00165645285134696,2542,SLC37A4
15490,0.854979625296434,6.66041582453127,30.884196949308,4.08228906425556e-6,0.00178955700770003,51478,HSD17B7
21835,-2.16472060439826,8.29575350265105,36.1923775338838,4.2027392986017e-6,0.00181311510153485,7069,THRSP
75620,-0.576686266490337,3.69245263009505,29.8476566390786,4.52729637101835e-6,0.00192261543856106,79036,KXD1
17436,-1.1620048001148,6.42831007253953,32.7221374636403,4.84548336339983e-6,0.00202608295898221,4199,ME1
12808,-1.18292579121387,2.92110862306507,30.4728215762746,5.05481064873528e-6,0.00206239824081546,23242,COBL
20278,4.36510556965559,-1.59977746941137,29.4227200962279,5.08409735952889e-6,0.00206239824081546,6340,SCNN1G
71704,0.589242835657863,3.7204527117761,29.2593103077383,5.31718502017692e-6,0.0021252319362263,50650,ARHGEF3
108958,0.720053792522228,3.97119569102721,28.9635827972329,5.76833793468688e-6,0.00222965311555775,84895,MIGA2
59038,0.530761563408901,5.49306054709052,28.9545654718511,5.78271725893782e-6,0.00222965311555775,11264,PXMP4
