GeneID,logFC,logCPM,F,PValue,FDR,Homo_sapiens,SYMBOL
27273,2.53809095673041,4.60427465444997,1527.12458467917,1.1048323856649698e-93,3.0028239409988293e-89,5166,PDK4
57875,1.87174779481292,4.65179794346643,1436.44548634578,2.0744854033490796e-91,2.819121938881229e-87,51129,ANGPTL4
73095,1.09881429821599,5.20082900722331,721.635557955822,3.685803301486859e-67,2.5044111982777795e-63,284439,SLC25A42
235674,0.915866894916979,5.5436041872817,609.106510257377,1.2075319523361099e-61,6.563902186508619e-58,30,ACAA1
15360,2.27606126219793,5.66799344106655,574.862038336768,7.511060392981679e-57,2.5517888802606194e-53,3158,HMGCS2
18534,1.23352066237719,9.0978543443775,492.373134639181,9.68876233330003e-55,2.925898571741789e-51,5105,PCK1
22228,1.1084590037563,5.19158858497778,481.669242591916,2.2524963229443495e-54,6.122059756130439e-51,7351,UCP2
22361,0.893345300534327,5.51348641425327,374.467006871653,4.24138909733678e-47,8.867439559732039e-44,8876,VNN1
70335,1.32324750671611,5.8662111366296,370.743271962502,1.61548870706502e-45,3.1362405406657294e-42,92840,REEP6
67442,0.74995380985231,6.20348517809899,349.202256330175,3.49063782517769e-45,6.32480303003363e-42,54884,RETSAT
67149,1.19635654270683,2.95778013280114,318.415160603377,1.0044278749153799e-42,1.70620907577032e-39,79570,NKAIN1
373864,1.13592645795762,4.31716255695635,274.775186007615,5.69032291604973e-39,9.097487443253849e-36,85301,COL27A1
59038,0.618867756767339,4.97258764027587,253.124858352148,5.62291223974313e-37,7.64125658819893e-34,11264,PXMP4
69309,0.627787447061822,4.34154061353503,250.35244117505,1.028999468476e-36,1.33177031208139e-33,201232,SLC16A13
22242,-0.616023598667679,9.02246630764495,248.376725884266,1.58656620080696e-36,1.96005830780601e-33,7369,UMOD
74147,0.631726670087959,7.75491842286395,243.538320423356,4.61918686262296e-36,5.45847303214041e-33,1962,EHHADH
52538,0.677920566169489,5.88897009378737,243.077625167096,5.11712234900231e-36,5.7949278468139e-33,10449,ACAA2
12896,0.645124297604111,5.63947884273038,239.708937945978,1.0853542611606899e-35,1.17995373856346e-32,1376,CPT2
16956,-0.728168510517339,6.54181879271324,226.398996092992,2.24548574993676e-34,2.23222573555832e-31,4023,LPL
18174,0.435981259888962,5.44968658099495,226.295923841106,2.29965490252154e-34,2.23222573555832e-31,4891,SLC11A2
330286,0.593667146089538,5.63083667296513,211.780908844946,7.01028789095743e-33,6.3510871529444e-30,57670,KIAA1549
14081,0.713677591049656,6.5404804379211,203.944508180633,4.6711173172928994e-32,3.99776440743209e-29,2180,ACSL1
14377,0.76813215554760494,7.55354664214504,204.027158128728,4.70688623708845e-32,3.99776440743209e-29,2538,G6PC1
384071,0.906573350034205,3.04104964105575,198.231175128159,1.9070162435420498e-31,1.5706301358554398e-28,284723,SLC25A34
21835,-1.98321926314083,2.16310603283903,193.729883163667,1.2687257057459199e-30,9.790000401407449e-28,7069,THRSP
11520,0.570965141856234,4.12790066901641,188.052117244294,2.4630006088681297e-30,1.76162877759018e-27,123,PLIN2
20393,0.681625366434439,4.73332284886935,187.906782303356,2.5559058132630398e-30,1.78120420765836e-27,6446,SGK1
11855,-0.363263948498006,6.60909378695793,184.993766907949,5.38472600888841e-30,3.65878670488945e-27,394,ARHGAP5
12908,0.482350429544415,5.44250544182666,175.733519248711,5.98295093756029e-29,3.96611276907198e-26,1384,CRAT
57279,0.722578437794428,4.53263264291755,173.112543301452,1.19597661874827e-28,7.55940663278125e-26,788,SLC25A20
239250,-1.10098232959282,2.59328419203883,171.303446855369,1.93474642272666e-28,1.19510165962018e-25,84189,SLITRK6
227731,0.986372526354588,4.61085352857082,174.909264812109,2.3341681024269e-28,1.4097856634635698e-25,114789,SLC25A25
215113,0.538683956260819,5.4043015815905,166.037696118831,7.95609873322204e-28,4.600825690856209e-25,124935,SLC43A2
68680,0.887227420977819,3.68378112630949,163.333377188356,1.65813852174957e-27,9.388863933881549e-25,161247,FITM1
12484,-0.46238942454665,5.39291996292746,162.865761812625,1.88371444420038e-27,1.04484642610045e-24,100133941,CD24
209086,-0.412001825362224,6.41852288132225,161.77870666796,2.53556145437201e-27,1.37828049536754e-24,219285,SAMD9L
23959,-0.436290593743916,5.97702253870467,156.789339510483,1.00371944177181e-26,5.3490373937090204e-24,4907,NT5E
20520,0.423582782060793,5.05265622368209,154.345586875712,1.98353117015665e-26,1.0367383398786099e-23,6584,SLC22A5
216991,0.50895446772307,4.55418158790746,152.826700315771,3.03648668655097e-26,1.55714474818432e-23,55803,ADAP2
67712,0.526904709741178,4.37431642179091,150.925814966289,5.18773014694845e-26,2.6110614382205897e-23,51312,SLC25A37
194655,1.06439236189836,2.35950259035733,147.490908008352,1.37601244531106e-25,6.799753136565349e-23,8462,KLF11
22239,-0.497490043263483,6.40896272848993,147.254788232083,1.4719846096806199e-25,7.14411959044811e-23,7368,UGT8
11816,-0.728385226495337,4.08706950304634,145.659128844213,2.3244536433787003e-25,1.10835658900684e-22,348,APOE
