GeneID,logFC,logCPM,F,PValue,FDR,Homo_sapiens,SYMBOL
103988,-0.937923554602887,5.14456155118966,40.0085726104775,6.17300217340936e-7,0.0167776026071093,2645,GCK
78894,-0.901965916483791,4.16632307466383,34.6597174888922,2.06125808073498e-6,0.0195067168463906,65985,AACS
72027,1.25478471027271,1.59687865200022,34.4747461042435,2.15313847231951e-6,0.0195067168463906,55630,SLC39A4
101401,2.07923736890594,0.369204333705194,32.47937975612,3.47621556727931e-6,0.0236200157257711,56999,ADAMTS9
333424,-4.13866486108282,-1.15319117028896,30.6715555577826,5.44195079847045e-6,0.0295813561503257,51146,A4GNT
381293,4.05713903706916,-1.33609723889769,29.0568974916034,8.22034080738899e-6,0.0299930047114921,9928,KIF14
27366,-0.845560367596903,4.27148711013273,28.8235651847375,8.82828793156249e-6,0.0299930047114921,10907,TXNL4A
75620,-0.603070579193318,3.80841471554024,26.1662295163734,1.77446490344826e-5,0.0482085161463535,79036,KXD1
67867,-0.800419040662122,4.56985158071481,25.4894499969558,2.24578186812266e-5,0.0482085161463535,123355,LRRC28
50934,1.0918896713985,1.37629723480577,25.2990340259202,2.25390414826969e-5,0.0482085161463535,23428,SLC7A8
17938,-0.497047162776959,5.65488492983043,25.2171513012832,2.30586375474666e-5,0.0482085161463535,4666,NACA
54127,-0.822374173927469,3.66164533050612,24.3693708731412,2.92589560381733e-5,0.0511650665410526,6234,RPS28
244416,-0.737388990079293,7.60880246999552,24.230218920518,3.04369786516996e-5,0.0511650665410526,79660,PPP1R3B
116701,-0.625437569173712,2.96020031076705,24.0799174246818,3.17666571845139e-5,0.0511650665410526,53834,FGFRL1
76252,3.22337601529058,-1.61004191583048,23.1236226589974,4.18266494985391e-5,0.0566643674322685,155066,ATP6V0E2
67283,-0.688416415080774,1.93995459018856,23.0610242387102,4.25947213472453e-5,0.0566643674322685,60386,SLC25A19
66496,-0.597706016845428,3.2800958517789,22.8113357780462,4.58119828873346e-5,0.0566643674322685,79144,PPDPF
16408,0.697319946246143,2.4855736952748,22.7406192955265,4.67697528112289e-5,0.0566643674322685,3683,ITGAL
319764,3.30325643731202,-1.74167832648796,22.5513766589876,4.94398505452585e-5,0.0566643674322685,401613,SERTM2
78749,0.677911371743942,2.5338645438011,22.4606110943043,5.07780029371351e-5,0.0566643674322685,11259,FILIP1L
243382,0.799490726531022,6.07448115832638,22.775631286886,5.1905890562562e-5,0.0566643674322685,152926,PPM1K
79560,-0.548417197958014,3.04268425578236,22.3592142454624,5.23188981092621e-5,0.0566643674322685,134510,UBLCP1
57344,-0.458321642150856,4.08002869293826,22.1931476414564,5.49517481851617e-5,0.0566643674322685,57412,AS3MT
107197,-0.906235803059769,2.39121150608371,22.0535268877072,5.72751689172828e-5,0.0566643674322685,790955,UQCC3
11911,-0.436915156582015,4.97837536177714,21.98947611749,5.83760362082312e-5,0.0566643674322685,468,ATF4
102595,0.76122780825805,1.5374512027665,21.7646954628998,6.24223165147182e-5,0.0577586907015067,80301,PLEKHO2
15903,-0.952646241907976,4.20576527955025,22.1117736264457,7.40145675984193e-5,0.0588789547892766,3399,ID3
70031,-0.474057133265302,4.11864731593566,21.1622984955975,7.48221002553148e-5,0.0588789547892766,152189,CMTM8
14571,-0.574199256749077,5.09750803421113,21.1132619521936,7.59416927462722e-5,0.0588789547892766,2820,GPD2
68556,-0.632965181787723,2.09911876518726,20.8244908234432,8.29095935792315e-5,0.0588789547892766,54963,UCKL1
