GeneID,logFC,logCPM,F,PValue,FDR,Homo_sapiens,SYMBOL
71760,0.95253589554206,5.3916504393937,50.1888466846343,1.25823165443408e-10,3.41974781358638e-6,64850,ETNPPL
18830,-0.899963375473133,5.28132220918672,43.8451174053246,4.64948336353114e-10,6.31841541687064e-6,5360,PLTP
20867,0.723354952565027,5.6539851024839,35.2835347772426,1.35589302602263e-8,7.65218694263021e-5,10963,STIP1
56349,-0.998651832821715,4.9666564662143,40.0541081062081,1.8727048073983e-8,8.4830406600464e-5,10276,NET1
11461,-0.565697770959145,10.0128303767956,33.5794568887829,2.6000404512785e-8,1.00952142036141e-4,60,ACTB
76179,0.554029800362509,7.17945421546865,30.6691738115509,1.14601472677284e-7,2.92484380129471e-4,57478,USP31
53881,0.579826669018338,6.54341286261448,30.2965480992622,1.1587597782852e-7,2.92484380129471e-4,6526,SLC5A3
50781,0.650110916454934,5.75178081773064,30.1694777270306,1.18375517179594e-7,2.92484380129471e-4,27122,DKK3
94109,1.31117754853483,3.40187808074188,30.1870383867632,1.57536811478871e-7,3.56807749932019e-4,64478,CSMD1
16440,-1.25509332286553,3.50035893529892,29.1108480609237,2.62331476305256e-7,5.09279085321468e-4,3710,ITPR3
74182,-0.611543893691805,5.80430669377953,27.3946603763931,4.14651547998496e-7,7.32003711420177e-4,56261,GPCPD1
208449,-0.555398961021785,6.40874579661747,27.3101154049841,4.30923116476796e-7,7.32003711420177e-4,259230,SGMS1
67860,-0.614885377859264,5.91641487488183,27.5575436784852,5.4193136004674e-7,8.18286246372796e-4,140576,S100A16
68458,-1.08247089275132,3.7221170527313,26.4114279241465,6.49493760786765e-7,8.94947021920215e-4,94274,PPP1R14A
20741,1.20106776781407,3.37589865184516,26.2932104368433,6.85613513830874e-7,8.94947021920215e-4,6710,SPTB
16531,0.864674545436928,4.51436233545657,26.573593657487798,7.24993113919297e-7,8.94947021920215e-4,3778,KCNMA1
240185,-0.497350816233816,7.84981440835643,26.1319556501998,7.38185821743776e-7,8.94947021920215e-4,57608,JCAD
238384,1.9833799923078,2.12501306717895,26.0221040023188,7.76319578568834e-7,8.94947021920215e-4,123041,SLC24A4
19679,0.872300832025681,4.35967516038808,25.8772660771408,8.29665301552205e-7,8.94947021920215e-4,57605,PITPNM2
224419,-1.1380220352305,3.61147331685503,26.207303457041,8.74127941911183e-7,8.94947021920215e-4,56911,MAP3K7CL
319555,0.496101424799997,7.42691445174292,25.7267211366435,8.89052930271379e-7,8.94947021920215e-4,284434,NWD1
53623,0.896909507738902,4.4201297290199,26.3581403487363,1.05516317798908e-6,0.00102422428623447,2892,GRIA3
