GeneID,logFC,logCPM,F,PValue,FDR,Homo_sapiens,SYMBOL
22041,-1.06298943263176,5.34295569086558,57.7453282959279,1.5899713410478402e-9,4.32138310783394e-5,7018,TF
239766,1.85158611563718,3.23930744962995,47.2120441030339,1.82167339011297e-8,2.47556305349402e-4,132112,RTP1
17880,-1.28164018353073,4.33391790377328,42.9870005947422,5.26537131094915e-8,4.7702508953429e-4,4629,MYH11
71760,0.987099503875344,7.37053737258528,48.0631948527038,1.0354042109536e-6,0.00562825020990156,64850,ETNPPL
73338,-1.3508448897215,3.45723353498308,30.4113772973449,1.76483228880842e-6,0.00789454699859532,150771,ITPRIPL1
19679,0.689325587694516,6.07112813654186,29.9467315712326,2.03325468156177e-6,0.00789454699859532,57605,PITPNM2
20411,0.700460592146413,7.13857072795722,31.368359106755,2.78584191767707e-6,0.00946454968506814,10580,SORBS1
227485,0.721321053369686,5.49275038315321,28.0714746500661,3.63614517054749e-6,0.0109807543989234,28513,CDH19
23984,1.29593033832513,3.35812654234679,27.5259593494004,4.3192704842898e-6,0.0117393452492512,10846,PDE10A
243910,-1.50095104201719,2.89003436434376,25.2391059367001,9.03080644129723e-6,0.022313480751638,84807,NFKBID
56846,1.20886622354452,3.33129777171414,24.7301120569884,1.06804537286182e-5,0.0241903376575096,63941,NECAB3
13849,-0.676631801877456,5.65542721370537,23.6593547079463,1.52693737847155e-5,0.0319235623149832,2052,EPHX1
108927,0.979130412393582,4.000565600072,23.3242593663213,1.70984708555933e-5,0.0331942385274408,10186,LHFPL6
212448,0.749365552114408,7.12768876067648,28.5451487827979,2.55029483299116e-5,0.0462096421772444,9729,KIAA0408
17155,-0.847424537344199,4.43557357656428,21.2263196852031,3.5227259090793e-5,0.0548627984649811,4121,MAN1A1
140492,0.572552057848559,6.49680623661062,21.2011219413647,3.63343159192634e-5,0.0548627984649811,3781,KCNN2
18627,0.721529093182272,6.183234885624,23.9717916698711,6.09496298522227e-5,0.0871868415659769,8864,PER2
13175,0.541175198408593,9.0651667192062,19.4162793926424,6.71338011892231e-5,0.0889997234549216,9201,DCLK1
16403,-0.483242713079633,6.98722553311612,19.349955361279,6.87661132695594e-5,0.0889997234549216,3655,ITGA6
101772,-1.13777415345072,3.57094006229492,19.9211217629441,8.59070102207462e-5,0.105494730793,55107,ANO1
50781,0.492696249788562,8.64750879669533,18.6344576469839,8.92740280451456e-5,0.105494730793,27122,DKK3
12387,-0.497291073989923,6.71764430564122,18.4068682059452,9.70713307673643e-5,0.106969040256435,1499,CTNNB1
399558,-0.614157013304924,5.17205022708991,18.1185068927453,1.0799078319572e-4,0.106969040256435,23768,FLRT2
234779,-1.2614809749705,3.34580620198522,19.9567372783915,1.09887427135877e-4,0.106969040256435,5336,PLCG2
20361,-0.599485748153377,5.32008025786456,17.8050748505668,1.21335800646662e-4,0.106969040256435,8482,SEMA7A
20947,-0.545025950595622,5.86437220305192,17.7718897631398,1.22846810583212e-4,0.106969040256435,23075,SWAP70
22317,0.839232294447779,4.36814001640727,18.3495750754964,1.23437732171188e-4,0.106969040256435,6843,VAMP1
22177,-0.987869629877295,4.47115172116293,21.1481476828742,1.23765026006797e-4,0.106969040256435,7305,TYROBP
67893,-0.633711750024666,5.27626754612167,17.4598555360648,1.41484440809623e-4,0.113100165198963,144110,TMEM86A
94253,1.45582044537903,2.45183941439347,17.2458309633183,1.4962976723587e-4,0.116193926962963,23072,HECW1
225912,-0.6946619576957,4.56968252645487,16.9455176265746,1.67610004451835e-4,0.12053504334902,220002,CYB561A3
19039,-0.646830971801533,4.78637914989027,16.8948540269094,1.70860564546944e-4,0.12053504334902,3959,LGALS3BP
19889,-0.718211098222326,4.45869652816721,16.80479466847,1.76803310372429e-4,0.12053504334902,6102,RP2
16911,0.481298727028144,6.04408426847368,16.6680769909173,1.86243441182913e-4,0.12053504334902,8543,LMO4
18124,1.71669160762387,2.21351394641569,17.4160053561635,1.89072946229535e-4,0.12053504334902,8013,NR4A3
216799,-1.5928527335358,2.32230761325432,16.9001752225306,1.94433068765171e-4,0.12053504334902,114548,NLRP3
14595,-0.684087692260549,4.77265996622275,16.5163719093024,1.97341285022574e-4,0.12053504334902,2683,B4GALT1
223870,0.55963133431355,5.49961025790446,16.4870056744584,1.99568672530479e-4,0.12053504334902,29843,SENP1
243538,0.969177024510866,3.61773236599576,16.605670596497,2.04657543021593e-4,0.120921464386606,348807,CFAP100
20515,-0.508187437127833,7.080033472641,16.8483440466349,2.19093911186163e-4,0.124412992981349,6574,SLC20A1
100503659,0.617458026046699,5.6196526315619,17.2931662653877,2.19721978847815e-4,0.124412992981349,255057,CBARP
18591,-1.10230972387565,3.53299322540722,17.4875981627516,2.28165674088527e-4,0.124621134912538,5155,PDGFB
212032,-1.70357467276874,2.02204734045358,16.0942684834553,2.32033406295529e-4,0.124621134912538,3101,HK3
27028,-1.22952585345236,2.69838563359283,16.0652449860318,2.34643166058229e-4,0.124621134912538,114625,ERMAP
