ID,gene_name,logFC,PValue,t,B
228653_at,SAMD5,-0.531,0.000035,-5.17721469,0.219
236346_at,,0.662,0.0000368,5.15718172,0.195
210942_s_at,ST3GAL6,-0.592,0.0000415,-5.10687371,0.134
210147_at,ART3,-0.761,0.0000444,-5.07876169,0.1
218589_at,LPAR6,-0.798,0.0000907,-4.78290713,-0.264
229902_at,FLT4,-0.665,0.0001186,-4.67249799,-0.403
208399_s_at,EDN3,-0.499,0.0001252,-4.65038858,-0.431
225763_at,RCSD1,-0.485,0.000174,-4.51484667,-0.604
218162_at,OLFML3,-0.574,0.0001744,-4.5139893,-0.605
209541_at,IGF1,-0.508,0.0001775,-4.50679297,-0.614
1558474_at,,0.386,0.0001997,4.45828527,-0.677
238882_at,,0.266,0.0002017,4.45427812,-0.682
240535_at,,0.21,0.0002168,4.42458946,-0.721
229670_at,,-0.494,0.0002316,-4.39753866,-0.756
231216_at,TMEM179,0.312,0.0002616,4.34751706,-0.821
238525_at,DDX56,0.315,0.0002671,4.33895312,-0.832
234251_at,,0.308,0.0002894,4.30600632,-0.875
207918_s_at,TSPY10///TSPY8///TSPY4///TSPY3///TSPY1,0.309,0.0003845,4.18936815,-1.029
202688_at,TNFSF10,-0.94,0.0004188,-4.15422477,-1.075
1560763_at,,0.44,0.0004216,4.15153168,-1.079
215387_x_at,,0.325,0.0004291,4.14428497,-1.088
232869_at,SRGAP3,0.295,0.0004635,4.11264276,-1.13
222790_s_at,RSBN1,0.488,0.0004736,4.10371823,-1.142
213922_at,TTBK2,0.527,0.0005,4.08142673,-1.172
233229_at,SCFD1,0.261,0.0005038,4.07835008,-1.176
242029_at,,0.267,0.0005305,4.05710419,-1.204
210258_at,RGS13,-0.461,0.0005652,-4.03104931,-1.239
240240_at,,0.312,0.0006093,4.00018273,-1.28
203932_at,HLA-DMB,-0.363,0.0006093,-4.00016985,-1.28
203320_at,SH2B3,-0.252,0.0006332,-3.98433384,-1.301
234993_at,ABHD13,-0.278,0.0006377,-3.98140997,-1.305
238502_at,,0.262,0.0006406,3.97957393,-1.308
206638_at,HTR2B,-0.276,0.0006409,-3.97934852,-1.308
1566178_x_at,,0.261,0.0006455,3.9764076,-1.312
241790_at,,0.388,0.0007088,3.9379,-1.363
232769_at,,0.209,0.0007113,3.93646941,-1.365
1557316_at,,0.201,0.0007232,3.92963962,-1.375
226317_at,PPP4R2,0.396,0.0007277,3.92704419,-1.378
214181_x_at,LST1,-0.542,0.0007279,-3.92692817,-1.378
240606_at,,0.262,0.0007367,3.92199713,-1.385
223467_at,RASD1,0.681,0.0007597,3.90935539,-1.402
214795_at,ZMYND8,0.265,0.0007614,3.90840282,-1.403
242675_x_at,,0.299,0.0007773,3.8998815,-1.414
217643_x_at,,0.398,0.0007823,3.89725974,-1.418
202687_s_at,TNFSF10,-0.823,0.000789,-3.89374262,-1.423
209184_s_at,IRS2,0.318,0.000816,3.87985332,-1.441
230917_at,PLCG2,-0.636,0.0008331,-3.87133048,-1.453
207655_s_at,BLNK,-0.863,0.0008401,-3.86786734,-1.458
240140_s_at,LRIG1,0.233,0.000862,3.85725021,-1.472
1555397_at,MYO1D,-0.205,0.0008768,-3.85021816,-1.481
1557644_at,RUNDC3A-AS1,0.259,0.0009032,3.83795292,-1.498
232420_x_at,MAN1B1-AS1,0.238,0.0009282,3.8266994,-1.513
243178_at,,0.26,0.0009403,3.82136557,-1.52
207953_at,,0.277,0.0009463,3.81873529,-1.524
233073_at,,0.648,0.0009651,3.81061585,-1.535
215575_at,PDE4DIP,0.369,0.0009703,3.8084027,-1.538
215248_at,GRB10,0.603,0.0009936,3.79858449,-1.551
240004_at,,0.517,0.0010077,3.79275012,-1.559
225747_at,COQ10A,-0.245,0.001018,-3.78854494,-1.564
228206_at,HS3ST4,-0.516,0.0010245,-3.78591589,-1.568
227463_at,ACE,-0.363,0.0010669,-3.76914233,-1.591
1563471_at,EPG5,0.292,0.0010688,3.76842012,-1.592
217190_x_at,ESR1,0.259,0.0010706,3.76772541,-1.593
242167_at,,0.219,0.0010841,3.76253034,-1.6
1569089_a_at,LINC00957,-0.268,0.0010894,-3.76052677,-1.602
1556818_at,,0.597,0.0010918,3.75961186,-1.604
209474_s_at,ENTPD1,-0.433,0.0011011,-3.75611728,-1.608
