ID,gene_name,logFC,PValue,t,B
216875_x_at,HAB1,0.308,0.00054308,4.11,-0.43938
200790_at,ODC1,0.294,0.00054444,4.11,-0.44121
1554667_s_at,METTL8,-0.46,0.0005536,-4.1,-0.45343
235059_at,RAB12,-1.28,0.00056966,-4.09,-0.47439
232682_at,MREG,-0.466,0.00059371,-4.07,-0.5047
214929_s_at,KIAA1109,-0.555,0.00061966,-4.05,-0.53608
224848_at,CDK6,-0.289,0.00063899,-4.04,-0.55862
228700_at,CXorf38,0.271,0.00065827,4.03,-0.58045
242410_s_at,CACNA1E,-0.368,0.0006634,-4.02,-0.58616
211057_at,ROR1,0.353,0.00067738,4.01,-0.60147
205471_s_at,DACH1,-0.442,0.00069897,-4,-0.62454
201198_s_at,PSMD1,-0.297,0.00070991,-3.99,-0.63595
208779_x_at,MIR4640///DDR1,0.306,0.00073679,3.98,-0.66329
229803_s_at,RPS10-NUDT3///NUDT3,-0.532,0.00074024,-3.98,-0.66673
218793_s_at,SCML1,0.244,0.0007497,3.97,-0.67607
241754_at,SCAI,-0.739,0.00075821,-3.97,-0.68437
224531_at,GPR61,-0.309,0.00075989,-3.97,-0.68601
210512_s_at,VEGFA,0.747,0.00076118,3.97,-0.68725
228957_at,ZNF362,0.29,0.00077603,3.96,-0.70148
207463_x_at,PRSS3,-0.38,0.00078324,-3.95,-0.70829
228038_at,SOX2,0.472,0.0007844,3.95,-0.70938
202936_s_at,SOX9,0.528,0.00079118,3.95,-0.71571
204222_s_at,GLIPR1,-0.511,0.00080705,-3.94,-0.73035
241852_at,,0.32,0.00083645,3.92,-0.75672
209744_x_at,ITCH,-0.278,0.00084516,-3.92,-0.76435
224370_s_at,CAPS2,-0.315,0.00084882,-3.92,-0.76753
1553158_at,CEP19,-0.389,0.00085273,-3.92,-0.77092
203851_at,IGFBP6,-0.317,0.00085386,-3.92,-0.7719
228096_at,MINOS1,-0.232,0.00085456,-3.92,-0.7725
225872_at,SLC35F5,0.397,0.00087696,3.9,-0.79159
209840_s_at,LRRN3,-0.261,0.00088749,-3.9,-0.80039
223158_s_at,NEK6,0.295,0.00089127,3.9,-0.80353
228977_at,LOC729680,-0.278,0.0008958,-3.9,-0.80726
228653_at,SAMD5,-0.371,0.00090296,-3.89,-0.81314
1558784_at,LOC100133089,0.333,0.00091325,3.89,-0.82151
212922_s_at,SMYD2,-0.296,0.00091988,-3.88,-0.82684
211999_at,MIR4738///H3F3B///H3F3A,0.299,0.0009223,3.88,-0.82878
231015_at,KLF15,0.51,0.00095384,3.87,-0.8536
204311_at,ATP1B2,0.464,0.00095643,3.87,-0.85561
225915_at,CAB39L,-0.723,0.00096696,-3.86,-0.8637
215931_s_at,ARFGEF2,-0.435,0.00096707,-3.86,-0.86378
210957_s_at,AFF2,0.332,0.00099395,3.85,-0.88403
211874_s_at,KAT6B,-0.309,0.00100784,-3.85,-0.89428
203833_s_at,TGOLN2,-0.328,0.00102092,-3.84,-0.90381
226228_at,AQP4,0.443,0.00102902,3.84,-0.90966
1558703_at,SLC46A1,0.373,0.00103055,3.84,-0.91076
219311_at,CEP76,-0.288,0.00103608,-3.83,-0.91471
210314_x_at,TNFSF13,0.524,0.00105258,3.83,-0.9264
1553940_a_at,LRRC28,-0.348,0.00105919,-3.82,-0.93102
226439_s_at,NBEA,-0.306,0.00106165,-3.82,-0.93274
208991_at,STAT3,0.332,0.00106218,3.82,-0.93311
236006_s_at,AKAP10,-0.249,0.00106783,-3.82,-0.93703
1566931_at,TFB2M,0.278,0.00107728,3.82,-0.94355
224797_at,ARRDC3,0.688,0.00108234,3.81,-0.94701
224539_s_at,PCDHAC2,-0.316,0.00108342,-3.81,-0.94775
206401_s_at,MAPT,-0.356,0.00108885,-3.81,-0.95145
238148_s_at,ZNF818P,-0.447,0.00109407,-3.81,-0.95499
224913_s_at,TIMM50,-0.248,0.00111534,-3.8,-0.96924
243068_at,,-0.296,0.001125,-3.8,-0.97561
203300_x_at,AP1S2,-0.423,0.00113679,-3.79,-0.98333
212291_at,HIPK1,-0.488,0.00113882,-3.79,-0.98465
214150_x_at,ATP6V0E1,0.386,0.00116596,3.78,-1.00209
231804_at,RXFP1,-0.387,0.00116702,-3.78,-1.00276
217060_at,TRBV16,0.229,0.00117033,3.78,-1.00485
242860_at,,0.271,0.00121204,3.77,-1.03079
236484_at,,-0.353,0.00122726,-3.76,-1.04004
209900_s_at,SLC16A1,0.558,0.00122865,3.76,-1.04087
206636_at,RASA2,-0.312,0.00122991,-3.76,-1.04163
230064_at,,-0.503,0.00123454,-3.76,-1.04442
204113_at,CELF1,-0.288,0.00126562,-3.75,-1.06284
222612_at,PSPC1,-0.314,0.00126778,-3.75,-1.06411
220342_x_at,EDEM3,-0.276,0.00127521,-3.74,-1.06844
204507_s_at,PPP3R1,-0.621,0.00128001,-3.74,-1.07122
242635_s_at,NAPEPLD,-0.297,0.00129445,-3.74,-1.07954
212821_at,PLEKHG3,-0.238,0.00129625,-3.74,-1.08057
229010_at,CBL,-0.425,0.00129719,-3.74,-1.0811
204554_at,PPP1R3D,0.369,0.0013022,3.74,-1.08396
207950_s_at,ANK3,-0.437,0.00130377,-3.73,-1.08486
217328_at,,-0.21,0.00130551,-3.73,-1.08584
230895_at,HAPLN1,-0.276,0.00131165,-3.73,-1.08932
217503_at,STK17B,0.357,0.00132162,3.73,-1.09494
235185_s_at,FAM231D///LOC388692///LINC00869,-0.272,0.0013276,-3.73,-1.09829
236641_at,KIF14,-0.227,0.00132934,-3.73,-1.09926
205006_s_at,NMT2,-0.316,0.00134364,-3.72,-1.10719
205241_at,SCO2,-0.343,0.00134704,-3.72,-1.10907
204527_at,MYO5A,-0.443,0.00136421,-3.72,-1.11847
205005_s_at,NMT2,-0.292,0.00139036,-3.71,-1.13255
208662_s_at,TTC3P1///TTC3,-0.299,0.00139934,-3.7,-1.13732
201602_s_at,PPP1R12A,-0.291,0.0014029,-3.7,-1.13921
238071_at,LCN10,0.261,0.00141561,3.7,-1.1459
218302_at,PSENEN,-0.386,0.00141618,-3.7,-1.14621
214412_at,H2AFB1///H2AFB2///H2AFB3,0.233,0.00141631,3.7,-1.14627
244630_at,LOC101060747///PDPK1,0.295,0.00142971,3.7,-1.15326
221217_s_at,RBFOX1,-0.244,0.00144428,-3.69,-1.16079
223923_at,C21orf62,0.377,0.00144604,3.69,-1.16169
235193_at,FAM214A,-0.865,0.00145238,-3.69,-1.16494
209210_s_at,FERMT2,0.426,0.00146944,3.68,-1.17361
207308_at,SLCO1A2,-0.77,0.00147048,-3.68,-1.17413
219771_at,TBC1D8B,-0.346,0.00149154,-3.68,-1.18469
200675_at,CD81,0.22,0.00152367,3.67,-1.20052
1555074_a_at,KCNH5,-0.347,0.00154135,-3.66,-1.20909
200607_s_at,RAD21,-0.375,0.00154497,-3.66,-1.21083
239954_at,ZNF160,0.374,0.00157785,3.65,-1.22648
243913_at,,0.3,0.00158285,3.65,-1.22883
229879_at,ASPH,0.328,0.00161177,3.64,-1.24228
200783_s_at,STMN1,-0.245,0.0016252,-3.64,-1.24845
201742_x_at,SRSF1,-0.324,0.00163082,-3.64,-1.25102
206013_s_at,ACTL6B,-0.249,0.00163132,-3.64,-1.25124
209343_at,EFHD1,0.344,0.00164297,3.64,-1.25653
214324_at,GP2,0.238,0.00165209,3.63,-1.26065
206232_s_at,B4GALT6,-0.604,0.00167793,-3.63,-1.27219
1562234_a_at,NAV3,-0.49,0.00168691,-3.62,-1.27616
201020_at,YWHAH,-0.238,0.00169404,-3.62,-1.27929
226189_at,ITGB8,0.431,0.00170103,3.62,-1.28235
207658_s_at,FOXG1,-0.263,0.00170369,-3.62,-1.28352
219237_s_at,DNAJB14,-0.239,0.00171362,-3.62,-1.28784
228771_at,GRK3,-0.188,0.0017283,-3.61,-1.29418
206861_s_at,CGGBP1,-0.331,0.00175137,-3.61,-1.30405
212203_x_at,IFITM3,0.84,0.00176446,3.6,-1.30958
1562844_at,LINC01115,0.305,0.00177356,3.6,-1.31341
240045_at,,0.288,0.0017854,3.6,-1.31836
206241_at,KPNA5,-0.452,0.00180118,-3.6,-1.32491
222850_s_at,DNAJB14,-0.473,0.00180933,-3.59,-1.32827
1554607_at,CNKSR2,-0.477,0.00182094,-3.59,-1.33303
204184_s_at,GRK3,-0.402,0.00184628,-3.59,-1.34331
213924_at,GNAL,-0.218,0.00185316,-3.58,-1.34608
205738_s_at,FABP3,-0.384,0.00186354,-3.58,-1.35024
203676_at,GNS,-0.348,0.00186354,-3.58,-1.35024
203928_x_at,MAPT,-0.298,0.00186593,-3.58,-1.35119
214843_s_at,USP33,-0.286,0.00187716,-3.58,-1.35566
242856_at,SNHG24,-0.784,0.00190384,-3.57,-1.36616
218723_s_at,RGCC,0.484,0.00190389,3.57,-1.36618
221487_s_at,ENSA,-0.318,0.00191434,-3.57,-1.37026
201656_at,ITGA6,0.339,0.00191842,3.57,-1.37184
212847_at,FUBP1,0.291,0.00192636,3.57,-1.37492
209446_s_at,,0.347,0.0019278,3.57,-1.37548
207149_at,CDH12,-0.308,0.00193014,-3.57,-1.37638
211973_at,NUDT3,-0.519,0.00193908,-3.56,-1.37982
211962_s_at,ZFP36L1,0.728,0.00194416,3.56,-1.38177
218554_s_at,ASH1L,-0.41,0.00194714,-3.56,-1.38291
236112_at,LINC01096,0.21,0.00195323,3.56,-1.38523
224811_at,LPP,0.355,0.00195996,3.56,-1.38779
210570_x_at,MAPK9,-0.382,0.0019644,-3.56,-1.38948
1558972_s_at,THEMIS,-0.57,0.00196726,-3.56,-1.39056
205855_at,ZNF197,0.225,0.00196801,3.56,-1.39084
204678_s_at,KCNK1,-0.424,0.00200204,-3.55,-1.40361
214505_s_at,FHL1,-0.319,0.00200566,-3.55,-1.40496
212604_at,MRPS31,-0.29,0.00200665,-3.55,-1.40533
212773_s_at,TOMM20,-0.376,0.00201073,-3.55,-1.40684
201569_s_at,SAMM50,-0.294,0.00204671,-3.54,-1.42005
208580_x_at,HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I,0.227,0.00205985,3.54,-1.42482
219026_s_at,RASAL2,-0.355,0.00206537,-3.54,-1.42681
209687_at,CXCL12,-0.55,0.00206888,-3.54,-1.42808
223159_s_at,NEK6,0.326,0.00207822,3.53,-1.43143
215728_s_at,ACOT7,-0.333,0.0020854,-3.53,-1.43401
1559218_s_at,NFYC,0.328,0.00209606,3.53,-1.4378
1554589_at,LENG9,0.2,0.00211144,3.53,-1.44325
1555058_a_at,LPGAT1,-0.457,0.00211564,-3.53,-1.44473
213954_at,FAM169A,-0.461,0.00212133,-3.53,-1.44673
235377_at,MLIP,-0.222,0.00212401,-3.52,-1.44768
228030_at,RBM6,-0.443,0.00213892,-3.52,-1.45289
239833_at,,-0.328,0.00214652,-3.52,-1.45553
241493_at,,0.26,0.00214874,3.52,-1.4563
243687_at,LINC00881,0.316,0.00214904,3.52,-1.45641
238418_at,SLC35B4,-0.238,0.00215139,-3.52,-1.45722
207574_s_at,GADD45B,0.773,0.00218608,3.51,-1.46914
228204_at,PSMB4,-0.445,0.00218872,-3.51,-1.47004
1555800_at,ZNF385B,-0.297,0.00219065,-3.51,-1.4707
209281_s_at,ATP2B1,-0.437,0.00219606,-3.51,-1.47254
214553_s_at,ARPP19,-0.422,0.00219729,-3.51,-1.47296
205406_s_at,SPA17,-0.289,0.00221443,-3.51,-1.47875
205281_s_at,PIGA,0.369,0.00224138,3.5,-1.48777
206404_at,FGF9,-0.281,0.00224546,-3.5,-1.48913
205229_s_at,COCH,-0.297,0.00225841,-3.5,-1.49341
1564002_a_at,AK9,-0.36,0.00225977,-3.5,-1.49386
32094_at,CHST3,0.352,0.00226213,3.5,-1.49464
225295_at,SLC39A10,-0.329,0.00226466,-3.5,-1.49547
222430_s_at,YTHDF2,-0.198,0.00227159,-3.5,-1.49775
236356_at,NDUFS1,-0.384,0.00229558,-3.49,-1.50558
211139_s_at,NAB1,-0.35,0.00231216,-3.49,-1.51095
210734_x_at,MAX,-0.301,0.00233797,-3.48,-1.51923
205441_at,OCEL1,-0.249,0.00233815,-3.48,-1.51929
235626_at,CAMK1D,-0.256,0.00233856,-3.48,-1.51942
219688_at,BBS7,-0.459,0.00235913,-3.48,-1.52595
229067_at,,-0.56,0.00236142,-3.48,-1.52668
234311_s_at,LOC101927446///GTPBP10,-0.285,0.00236966,-3.48,-1.52927
219925_at,ZMYM6,-0.286,0.00237025,-3.48,-1.52946
224052_at,HSFY2///HSFY1,0.215,0.00238668,3.47,-1.53461
231793_s_at,CAMK2D,-0.425,0.00239882,-3.47,-1.5384
223790_at,KATNAL1,-0.334,0.00240443,-3.47,-1.54014
1555561_a_at,UGGT2,-0.573,0.00241373,-3.47,-1.54302
223333_s_at,ANGPTL4,0.714,0.00242274,3.47,-1.5458
223653_x_at,CELF4,-0.418,0.00242547,-3.47,-1.54664
204501_at,NOV,-0.33,0.00244179,-3.46,-1.55164
1552694_at,SLC2A13,-0.584,0.00244285,-3.46,-1.55197
205744_at,DOC2A,-0.24,0.00245463,-3.46,-1.55556
209500_x_at,TNFSF12-TNFSF13///TNFSF13,0.441,0.00246399,3.46,-1.55839
1555785_a_at,XRN1,-0.281,0.00247397,-3.46,-1.56141
238536_at,LOC286272,-0.402,0.00248591,-3.46,-1.565
74694_s_at,RABEP2,-0.357,0.00248679,-3.46,-1.56527
225818_s_at,TBRG1,-0.393,0.00249687,-3.46,-1.56829
244732_at,,-0.29,0.00250583,-3.45,-1.57096
202976_s_at,RHOBTB3,0.486,0.00252831,3.45,-1.57763
216064_s_at,AGA,-0.495,0.00253762,-3.45,-1.58037
206014_at,ACTL6B,-0.185,0.00254985,-3.45,-1.58396
225496_s_at,SYTL2,-0.273,0.0025602,-3.44,-1.58698
206130_s_at,ASGR2,0.299,0.00256115,3.44,-1.58726
217255_at,,0.229,0.00256367,3.44,-1.58799
223328_at,ARMC10,-0.24,0.002598,-3.44,-1.59792
1554660_a_at,CNST,-0.573,0.00260261,-3.44,-1.59925
1559336_at,LOC101928505,-0.432,0.00260859,-3.44,-1.60096
217520_x_at,LOC101929232///PDCD6IPP2,-0.388,0.00261218,-3.44,-1.60199
215195_at,PRKCA,0.321,0.00261445,3.44,-1.60263
1563063_at,LINC01049,0.205,0.0026166,3.43,-1.60325
239729_at,,-0.346,0.00263013,-3.43,-1.6071
238480_at,TTC39C,-0.303,0.0026318,-3.43,-1.60757
219242_at,CEP63,-0.252,0.00265051,-3.43,-1.61286
241992_at,,-0.25,0.00265392,-3.43,-1.61382
202674_s_at,LMO7,-0.222,0.00266435,-3.43,-1.61675
223947_s_at,MED23,-0.202,0.0026669,-3.43,-1.61746
221711_s_at,BABAM1,-0.207,0.00266699,-3.43,-1.61749
1559633_a_at,CHRM3,-0.966,0.00267016,-3.43,-1.61838
225533_at,PHF19,0.203,0.0026709,3.43,-1.61858
237332_at,MON2,-0.271,0.00268584,-3.42,-1.62275
228801_at,ORMDL1,-0.341,0.0026902,-3.42,-1.62396
200943_at,HMGN1,0.207,0.00269453,3.42,-1.62516
214177_s_at,PBXIP1,0.345,0.00271085,3.42,-1.62967
211572_s_at,SLC23A2,-0.421,0.00272586,-3.42,-1.63379
216503_s_at,MLLT10,-0.261,0.00272692,-3.42,-1.63408
236151_at,SRRM4,-0.307,0.00273378,-3.42,-1.63596
219221_at,ZBTB38,-0.491,0.00273743,-3.42,-1.63695
212249_at,PIK3R1,-0.459,0.00274594,-3.41,-1.63927
203266_s_at,MAP2K4,-0.198,0.00275188,-3.41,-1.64089
1555958_at,CRTAC1,-0.224,0.00275447,-3.41,-1.64159
237083_at,,-0.24,0.00275599,-3.41,-1.642
242789_at,PDE1A,-0.479,0.0027583,-3.41,-1.64263
200096_s_at,ATP6V0E1,0.392,0.00278348,3.41,-1.64941
204332_s_at,AGA,-0.486,0.00278797,-3.41,-1.65062
204853_at,ORC2,-0.248,0.00280151,-3.41,-1.65424
207124_s_at,GNB5,-0.366,0.00285071,-3.4,-1.66724
243506_at,AKAIN1,-0.366,0.00285703,-3.4,-1.66889
223079_s_at,GLS,-0.43,0.00287243,-3.39,-1.67291
222643_s_at,BBS1,-0.21,0.00287313,-3.39,-1.67309
214204_at,PACRG,-0.312,0.00287709,-3.39,-1.67412
227604_at,TMEM185B,0.212,0.00288013,3.39,-1.67491
1556081_at,,-0.62,0.00288401,-3.39,-1.67592
220034_at,IRAK3,0.323,0.00288825,3.39,-1.67701
1559517_a_at,SPIRE1,-0.528,0.00290379,-3.39,-1.68102
1560316_s_at,GLCCI1,-0.277,0.00291782,-3.39,-1.68462
203340_s_at,SLC25A12,-0.279,0.00292027,-3.39,-1.68525
208118_x_at,LOC101060604///SMG1P3///SLC7A5P2///SLC7A5P1,-0.358,0.00294446,-3.38,-1.69141
209886_s_at,SMAD6,0.236,0.00294865,3.38,-1.69248
202861_at,MIR6883///PER1,0.424,0.0029504,3.38,-1.69292
240703_s_at,HERC1,-0.537,0.00296235,-3.38,-1.69594
244532_x_at,,-0.8,0.00296523,-3.38,-1.69667
211871_x_at,GNB5,-0.469,0.00301333,-3.37,-1.70869
1554984_a_at,HLA-DOB,0.216,0.00302182,3.37,-1.71079
223933_at,KIF5A,-0.418,0.00302411,-3.37,-1.71136
224632_at,GPATCH4,-0.361,0.00304134,-3.37,-1.71561
244748_at,,0.21,0.00304279,3.37,-1.71596
201315_x_at,IFITM2,0.788,0.00305449,3.37,-1.71883
202834_at,AGT,0.41,0.00306054,3.37,-1.72031
213421_x_at,PRSS3,-0.355,0.00307527,-3.36,-1.7239
227737_at,SRPRB,0.278,0.00308601,3.36,-1.7265
212113_at,ATXN7L3B,-0.531,0.00312092,-3.36,-1.73491
238963_at,RBM18,-0.408,0.00312272,-3.36,-1.73534
218349_s_at,ZWILCH,-0.641,0.00315702,-3.35,-1.74351
218345_at,TMEM176A,0.464,0.00316255,3.35,-1.74482
208078_s_at,SIK1,0.78,0.00316752,3.35,-1.74599
214352_s_at,KRAS,-0.217,0.00316888,-3.35,-1.74631
230146_s_at,NCS1,-0.499,0.00317882,-3.35,-1.74865
227897_at,RAP2B,-0.231,0.0031796,-3.35,-1.74884
1560582_a_at,,0.213,0.00320653,3.35,-1.75514
1559166_at,,0.24,0.00321715,3.35,-1.75761
217127_at,CTH,0.396,0.0032252,3.34,-1.75948
244362_at,,0.182,0.0032279,3.34,-1.76011
241780_at,,0.249,0.00323669,3.34,-1.76214
1561055_at,LOC100507534,-0.672,0.00325026,-3.34,-1.76527
217906_at,KLHDC2,-0.262,0.00327316,-3.34,-1.77052
223281_s_at,COX15,-0.273,0.00328935,-3.34,-1.77421
1554199_at,PTPRO,0.215,0.00329075,3.34,-1.77452
224634_at,GPATCH4,-0.346,0.00329193,-3.34,-1.77479
1555169_at,LIG3,-0.2,0.00331765,-3.33,-1.78061
238917_s_at,DENND5B,-0.303,0.0033202,-3.33,-1.78119
222862_s_at,AK5,-0.368,0.00332376,-3.33,-1.78199
215780_s_at,SETSIP///SETP4///SET,-0.234,0.00333069,-3.33,-1.78354
212294_at,GNG12,0.257,0.00335245,3.33,-1.78841
203157_s_at,GLS,-0.226,0.00336021,-3.33,-1.79014
1552405_at,NLRP5,0.236,0.00336458,3.33,-1.79112
1557261_at,WHAMMP2///WHAMMP3,-0.356,0.00336578,-3.33,-1.79138
1560224_at,AHCTF1P1///AHCTF1,-0.262,0.00338255,-3.32,-1.7951
235758_at,PNMA6A,-0.262,0.0034039,-3.32,-1.7998
207629_s_at,ARHGEF2,-0.284,0.0034074,-3.32,-1.80057
243094_at,,0.242,0.00341265,3.32,-1.80172
209305_s_at,GADD45B,0.545,0.00343352,3.32,-1.80628
244676_s_at,MTUS2,-0.191,0.00343639,-3.32,-1.80691
1563179_at,,-0.172,0.00343998,-3.32,-1.80769
215505_s_at,STRN3,-0.576,0.00344602,-3.32,-1.809
1569355_at,KCNIP3,-0.195,0.00346007,-3.31,-1.81204
223063_at,C1orf198,0.27,0.00346062,3.31,-1.81216
243659_at,,0.652,0.00348084,3.31,-1.81652
241550_at,DPPA5,0.265,0.0035191,3.31,-1.8247
210729_at,NPY2R,-0.479,0.00352895,-3.31,-1.82679
207993_s_at,CHP1,-0.482,0.00353365,-3.3,-1.82778
215138_s_at,KAZN,-0.253,0.0035458,-3.3,-1.83035
216086_at,SV2C,-0.445,0.00354754,-3.3,-1.83072
232105_at,BLACAT1,-0.279,0.00355206,-3.3,-1.83167
1564339_a_at,CHRM3,-0.596,0.00355997,-3.3,-1.83333
211671_s_at,NR3C1,-0.234,0.00357214,-3.3,-1.83589
226525_at,STK17B,0.68,0.00358294,3.3,-1.83815
244114_x_at,,-0.709,0.0035857,-3.3,-1.83872
228188_at,FOSL2,0.279,0.00358654,3.3,-1.8389
219625_s_at,COL4A3BP,-0.389,0.00358994,-3.3,-1.83961
225289_at,STAT3,0.24,0.00360292,3.3,-1.84231
231962_at,AP4B1,-0.275,0.00360334,-3.3,-1.84239
203991_s_at,KDM6A,0.277,0.00360647,3.3,-1.84304
223921_s_at,GBA2,-0.202,0.00364788,-3.29,-1.85158
1564377_at,SHANK2,0.234,0.00365664,3.29,-1.85338
237346_at,TGDS,-0.2,0.00365677,-3.29,-1.8534
236042_at,LOC100130219,-0.293,0.00365696,-3.29,-1.85344
211011_at,COL19A1,0.206,0.00366319,3.29,-1.85472
209829_at,FAM65B,0.294,0.00367456,3.29,-1.85704
236902_at,LINC00643,0.234,0.00368545,3.29,-1.85925
223467_at,RASD1,0.585,0.00368897,3.29,-1.85996
1552423_at,ETV3,0.249,0.00369447,3.29,-1.86108
219359_at,PGGHG,0.248,0.0037008,3.28,-1.86236
237177_at,CNTN4,-0.397,0.00370433,-3.28,-1.86307
1555230_a_at,KCNIP2,-0.561,0.00370499,-3.28,-1.86321
225207_at,PDK4,0.971,0.00374277,3.28,-1.8708
202124_s_at,TRAK2,-0.293,0.0037495,-3.28,-1.87214
232793_at,,0.346,0.00375603,3.28,-1.87344
235694_at,TCFL5,0.353,0.00376083,3.28,-1.8744
217837_s_at,RNF103-CHMP3///CHMP3,-0.255,0.00377032,-3.28,-1.87628
223112_s_at,NDUFB10,-0.211,0.00378273,-3.27,-1.87874
231798_at,NOG,-0.421,0.00379966,-3.27,-1.88209
205968_at,KCNS3,-0.34,0.00380067,-3.27,-1.88228
212665_at,TIPARP,0.548,0.0038201,3.27,-1.8861
