ID,gene_name,logFC,PValue,t,B
225295_at,SLC39A10,-0.73317073,0.00000339,-6.7173208,0.274
1556744_a_at,ZNF654,0.46033367,0.00002024,5.8019104,-0.33
209472_at,KYAT3,-0.72423426,0.00007825,-5.1433492,-0.841
222378_at,,0.76336999,0.00010635,4.9972665,-0.963
1564699_at,,0.82225319,0.00010939,4.9839114,-0.974
243804_at,MTMR7,-0.57622487,0.0001412,-4.8632461,-1.078
223899_at,SMIM4,0.34308289,0.00023516,4.6240562,-1.29
1568934_at,CX3CR1,-1.29091577,0.0002404,-4.613784,-1.299
239188_at,PPP2R3C,0.49963079,0.0002464,4.6022777,-1.309
223314_at,TSPAN14,0.47273873,0.00025592,4.5846081,-1.326
220294_at,KCNV1,-0.86245336,0.00029335,-4.5210957,-1.384
207822_at,FGFR1,0.63414034,0.00030623,4.5011313,-1.402
241992_at,,-0.39236154,0.00033304,-4.4621614,-1.438
206503_x_at,PML,0.44895964,0.00034826,4.4414355,-1.457
231025_at,SYT7,0.41077948,0.00037005,4.4133204,-1.483
222160_at,AKAP8L,0.37361833,0.00039338,4.3850117,-1.51
220370_s_at,USP36,0.67553264,0.00040745,4.3687523,-1.525
203438_at,STC2,0.79720599,0.00044208,4.3310465,-1.561
204333_s_at,AGA,-0.59919926,0.00044638,-4.326578,-1.565
216959_x_at,NRCAM,-0.47163791,0.00045241,-4.3203819,-1.571
242098_at,ARFGEF3,-0.65768466,0.00045438,-4.3183671,-1.573
225325_at,MFSD6,-0.43203372,0.00048344,-4.2897503,-1.6
232500_at,RALGAPA2,0.47481506,0.00048653,4.2868057,-1.603
1557193_at,,0.50212891,0.00051522,4.2603783,-1.628
205121_at,SGCB,-0.35021609,0.00052434,-4.2522869,-1.636
229520_s_at,GPATCH2L,0.45950548,0.00055833,4.2233412,-1.664
240843_at,,0.55490944,0.00056046,4.2215812,-1.665
239832_at,,0.47777116,0.00058565,4.2013332,-1.685
201578_at,PODXL,0.62378408,0.00059289,4.1956738,-1.69
229773_at,SNAP23,0.51477385,0.00060014,4.1900823,-1.696
232827_at,LOC101929188,0.28144782,0.00060719,4.1847048,-1.701
242216_at,,0.37058732,0.00064298,4.1583513,-1.726
239404_at,,0.54086761,0.00064484,4.1570196,-1.728
218131_s_at,GATAD2A,0.45289166,0.00064866,4.1543005,-1.73
207020_at,HSF2BP,-0.4044601,0.00065652,-4.1487648,-1.736
221787_at,C6orf120,-0.63390528,0.00067855,-4.1335856,-1.75
208751_at,NAPA,-0.41660729,0.00071831,-4.1074082,-1.776
244062_at,DAAM1,0.45744173,0.00072201,4.1050447,-1.778
226275_at,MXD1,0.52205034,0.00076742,4.0770227,-1.805
244113_at,KCNJ9,-0.42393882,0.0007787,-4.0703191,-1.812
233984_at,,0.64519519,0.00078219,4.0682654,-1.814
242558_at,,0.38282621,0.00078784,4.0649602,-1.817
206433_s_at,SPOCK3,-0.54219735,0.00080332,-4.0560268,-1.826
