Name_GeneSymbol,male
SRC,-0.05150654071751952
XPO7,0.0701407648371551
PIN1,-0.06282554290101094
NGRN,0.07614950559869385
CSRP1,0.1300475914050367
FCHO1,-0.03886027369736328
SLC35F2,-0.2348606625651362
AMDHD2,-0.26460513596553575
PPP2R3C,-0.06188198383486777
PNP,-0.0137992765966616
DUSP22,0.04245737673190904
SLC25A46,0.126551044726992
CAMSAP2,0.07158827203318259
ZNF589,-0.06299651934417909
SMNDC1,0.02943438047566798
MAN2B1,0.01334971752373458
FHL2,-0.23501910015140623
HYOU1,0.1725776554398461
MBOAT7,-0.0086329634376859
MKNK1,-0.10616175933544364
ICAM3,-0.13383428491586913
P4HTM,-0.0655182666923139
CBLB,0.04030110236578734
NFE2L2,0.10501243931345336
RAB11FIP2,0.04141618234953094
SLC35A1,-0.18285352122414017
GNAI1,0.17962187647453529
HPRT1,-0.00736292541983564
PLCB3,-0.03400069717869231
ALDH7A1,-0.01677406827412842
EPN2,0.07617056105138482
APP,0.1873900455745565
SMARCA4,-0.09211593648598558
TIMM22,-0.05241864747652462
TIMP2,-0.01553519939100259
PLA2G15,0.01912703896828755
RPA3,0.2009108771664113
NR2F6,-0.10290539321949492
YTHDF1,-0.08509245496442623
PPP1R13B,-0.01619237530013743
KLHL9,0.16502647561908468
COG7,-0.12438719125981948
TIMM9,-0.05003988133672479
HS2ST1,0.05811753818499989
HIST2H2BE,0.201012101610704
GOLT1B,0.06649410625180585
HADH,0.06038051901393922
SSBP2,0.07712289228333315
VPS28,-0.197197075102238
RPN1,0.14576189328636857
MAST2,-0.04122051115977303
WRB,0.10158612489298116
SUPV3L1,0.06552080262728754
NMT1,-0.09299715866928689
CCNA2,-0.0630507952638261
PIK3R3,-0.15867084687199265
ABL1,0.02908342408887349
TOPBP1,0.10929208130142055
IFNAR1,0.03618592001744678
CDC20,0.16492288967417196
MEST,-0.19251143247193309
LSM5,0.00600935257558398
CDK4,0.09766171358245553
S100A4,-0.2886289529849597
YKT6,-0.07118365043006865
HLA-DMA,-0.0071376276693797
PHKG2,-0.16407823089632764
PPARD,-0.1149830039978549
DNAJA3,0.03023885695745394
CASP3,0.17832490413560137
NUDT9,0.07694679932928798
CTSD,0.0542244682127322
TMEM2,0.05418216461507751
WDTC1,-0.02874228937542352
MOK,-0.15454687215612967
EAPP,-0.00447988196483692
FAH,0.05675419976936315
CETN3,-0.03878797981670144
HMGCS1,0.1597490879093783
CDC42,0.05002277630388414
GLRX,-0.4713313582679676
MFSD10,-0.2990355065912396
PAPD7,0.04094065305753331
PRUNE,0.04131675103091965
TSPAN6,-0.02261806875372391
PAICS,0.13380357656192074
GTPBP8,0.11418814851716186
TGFB3,-0.20518619149950995
ANXA7,0.06094361773813971
PRKAG2,0.05169055832439241
MCOLN1,0.01115176697810152
SDHB,-0.01181306929478949
LGALS8,-0.09713098126363032
GPER1,-0.3837892399000122
MYCBP,-0.08796529590088516
SLC1A4,0.20439994132539316
GFPT1,0.03577619544171284
KDM5A,-0.1708539635702961
NOTCH1,0.01349692052818698
LAP3,0.09984494176955612
ST3GAL5,0.08514878787797422
PRR7,-0.20558448404231489
RPIA,-0.0392359405573062
EDN1,-0.38300466412545847
RPL39L,0.00753306510618436
CAB39,0.1111441934021657
TESK1,-0.08564179141716571
THAP11,0.00382454063584954
HMG20B,-0.05458069397962326
SHB,-0.04343761548729161
PLEKHM1,-0.03275922634264705
HACD3,0.11998132223694669
ABHD6,0.1200999248193466
MCUR1,-0.05947709325841713
PTK2B,0.05795823545563578
CSNK1E,-0.10672101189526068
PPOX,-0.0975813584413798
IKBKB,-0.03836564237609105
DNMT3A,-0.04837726173370222
CTNND1,0.07630593298357276
CCNH,0.08907160954275295
PCNA,0.12811778110002583
TBP,0.02993450877134344
FZD1,0.12765612133360418
HIF1A,0.04521543019953839
MRPS16,0.06074919429609809
LRRC16A,0.23698193016585015
MAPK1IP1L,0.09180839188394972
MBTPS1,0.05490959706874612
ASAH1,0.0911112988343845
PIK3CA,0.12649739082125397
MYCBP2,-0.03543360993394603
FBXL12,-0.15552641769286657
FUT1,-0.5161080885332702
PLA2G4A,-0.106662785350293
SORBS3,-0.19702397654116105
TMEM5,0.00992318243990467
LYRM1,-0.0505833497246685
RELB,0.1360476078417937
DMTF1,0.0086837339302967
PSMF1,-0.01496795272334039
EPHA3,-0.03677049070293738
EVL,-0.2507634199310769
SFN,-0.4101138524079041
SH3BP5,0.14073126965104393
CHMP4A,-0.45399803562508306
RBM6,-0.1399638804346979
PSME1,-0.06047116932999341
LRP10,-0.14112150108358598
CRYZ,0.06164113636673445
ALAS1,0.1302829374421816
DNAJB1,0.5678922371912647
CALM3,0.01125462538465094
ADCK3,0.06332637565454884
TRAPPC6A,-0.12463579554655674
TBPL1,0.00433523454404615
MEF2C,-0.38797521361719894
PAFAH1B1,0.11070510071205396
TNFRSF21,0.1441963329901184
IARS2,0.1052570966270914
FAM20B,0.00200940376265003
TMEM50A,0.1438286500556527
STK10,-0.07948273189230058
COASY,-0.0342407526654312
NR1H2,0.03661098043828535
SCYL3,0.0872844188387355
HERC6,0.0688854437331091
CDCA4,-0.03637063766143815
SLC35A3,0.02388929640812908
PSMD2,0.04146843891956703
IL4R,-0.479534514383002
SYK,-0.07877906041952443
CYCS,0.01989766018280847
VAV3,0.1085678474904662
GNA11,-0.09366338425742624
RRP8,-0.02639136063694361
ATMIN,0.1511234797784308
PLK1,-0.40570594419040334
NFATC3,0.02719854024589882
CXCR4,0.5742831822559137
EBP,-0.0350671122103247
KIT,0.25222899166384427
CDKN2A,0.2524989385412181
TOR1A,0.05122372635006534
GNAS,-0.10055110455430892
HMGCR,0.13384442219543904
NFKBIE,0.09897982624465504
ZNF395,-0.2080295921722511
HSPD1,0.08498913139209423
SLC27A3,-0.4018651217282947
ACOT9,-0.02940538489600778
PDGFA,-0.06966917427476141
STAP2,-0.23384535523554875
TRAPPC3,-0.01661973942499575
SPAG4,-0.31447272145627353
LIPA,0.188381218169229
NARFL,-0.22586340920161843
PAFAH1B3,-0.10685525799879043
DENND2D,-0.6038010287039207
RSU1,0.0181864270020327
SESN1,-0.03657949217373293
PRKCH,0.07325192295972464
SMARCC1,-0.1686624233848512
IGF2R,0.1142879366807151
ERO1L,0.02560041317834621
GALE,-0.12219203860131796
DDB2,-0.08075547673718544
CCNB1,0.08530617823662448
BAG3,-0.23788408390909432
GADD45A,-0.6691763298204518
NCK1,0.10489922846517194
STAT1,0.02357463047000767
ARID5B,-0.01028753513219419
TXNDC9,0.16368685670941088
CCNB2,0.16320788078845555
RFC5,0.04770344318420817
NIPSNAP1,0.03352196250676702
STX4,0.01711014263228361
ARFIP2,0.06316834863298672
ITGB1BP1,-0.01642610242509365
PAN2,0.02047066453092966
RPS5,-0.13028522505305537
ADH5,0.05344260079131009
KDM3A,0.04691387324794551
GRN,-0.07368145850439173
NPC1,0.19129166789811425
MAPKAPK5,0.03826744762033503
EGFR,0.23291848612156804
SNX11,0.01666584079193428
PECR,-0.02674389086729987
ERBB3,0.1925821954488281
HAT1,0.01637319661448608
SPR,0.01631886251474763
LAGE3,-0.0924840532500262
CSK,0.04243815438762168
PNKP,-0.16506496742505825
IER3,-0.05623048055936137
PLSCR1,-0.4787556431450482
HSD17B10,-0.10780065264560344
BNIP3,-0.05291956650247708
DFFB,-0.0825890367349973
PGM1,0.06658895440058916
KIAA0753,-0.05498383792604126
PRKX,-0.00490692430110783
GLI2,-0.41758519764071145
BCL2,0.09278614837341564
CPSF4,-0.1116152697623897
KIF1BP,0.1373476872083987
AURKA,0.11371546377896996
CREB1,0.05041545162334307
TMED10,0.08123623300284495
NUSAP1,-0.05879546569063802
CHN1,-0.07685739207040841
CNPY3,0.00519513429347775
POLE2,-0.2207289401555793
PCMT1,0.109933526868223
HSPB1,0.2110255598359184
LOXL1,-0.4496544758459139
ACAT2,0.08790746542260637
VDAC1,0.05320808313545558
LYN,-0.139478435001241
APBB2,0.18774007574079044
PCBD1,-0.19300315898818785
TRIB1,0.37215094815703414
ECH1,-0.06230826190409638
DSG2,-0.05226707421354559
NCAPD2,0.1435656950308734
ARL4C,0.14766879216816153
MAP7,0.05217839861943219
COG2,0.06140056860942541
C5,0.12324947034775864
AKT1,-0.00357478150619505
BPHL,-0.05312314138781599
UBR7,0.0855482071512685
RNPS1,-0.01337335548174248
CEP57,-0.0213289288701532
TLK2,0.02660106115590058
SCAND1,-0.15677283483531135
CDK5R1,0.03854070153015532
TBX2,-0.29076574622505197
TP53,-0.2361223341985174
VGLL4,0.05172447874047008
CLPX,0.06655692252682177
COPB2,0.11836389648408568
HSD17B11,-0.05120615124615043
MIF,-0.21535573762027255
MNAT1,-0.20300094433659988
ATP2C1,0.1055897131564794
RAB31,0.01430253781139021
MAP4K4,-0.03073791692177279
PYGL,-0.1726300827180306
PRKACA,0.01025384958476923
LSM6,-0.25191788031233975
PRKCQ,0.17888953278254366
ABCF1,-0.00294154192951906
NCK2,-0.13461388986627823
NUP88,0.05895004650589997
ADI1,0.03174590775142134
TP53BP2,0.06883059228220707
ARHGEF12,0.10836702960075784
FOSL1,0.17641434119366065
UTP14A,-0.05062298695057257
CDH3,-0.2729597153436515
DUSP3,0.05921839355097909
ZMYM2,0.10565421928931858
CAT,0.18863819654614455
TCEAL4,-0.14704882183127438
RAB27A,-0.2686541735908439
TSPAN3,0.07277026615904092
CLIC4,0.04382433630627819
SENP6,0.03032013939799267
MPZL1,-0.12816357022406258
NOSIP,-0.1138380580053573
LPAR2,-0.1638486098315846
MRPL19,0.11136221247979744
CORO1A,-0.05471540589540244
STXBP1,0.05875554851987758
NISCH,-0.00477787464814267
SPEN,-0.04836532367927062
