Name_GeneSymbol,LFC
SRC,-0.07123772211501289
XPO7,0.07500437303568183
PIN1,0.10100317965587768
NGRN,0.2216866614116801
CSRP1,-0.3053381707319085
FCHO1,-0.10076925056459315
SLC35F2,-0.07727475941808064
AMDHD2,0.02966412928704522
PPP2R3C,-0.00611166075462645
PNP,-0.4267874870366163
DUSP22,0.0711982386420948
SLC25A46,0.26313908876345404
CAMSAP2,0.12369616766638118
ZNF589,-0.1172176330840478
SMNDC1,0.02584282618367427
MAN2B1,-0.09608826362237052
FHL2,0.1295656935280914
HYOU1,0.15984645008700032
MBOAT7,-0.04764809999958806
MKNK1,-0.1399348101713773
ICAM3,-0.02719474560630371
P4HTM,0.04589042861015455
CBLB,-0.05027514712828052
NFE2L2,-0.2116606194505771
RAB11FIP2,0.12612737743835498
SLC35A1,-0.2243901405877076
GNAI1,0.14735274473114598
HPRT1,0.1547255478264848
PLCB3,-0.3676216740043337
ALDH7A1,-0.3522572029072065
EPN2,-0.06515604842366292
APP,0.1506012051372478
SMARCA4,0.01664605984048879
TIMM22,0.02916303017753751
TIMP2,0.0095957724675267
PLA2G15,-0.0406755110911547
RPA3,0.2315469882382428
NR2F6,0.0171561922320113
YTHDF1,1.6662604003509163e-4
PPP1R13B,-0.05931066402639919
KLHL9,0.1583873135707018
COG7,-0.16645355302776998
TIMM9,0.0327753053108823
HS2ST1,0.05437862194812344
HIST2H2BE,0.02581276195112699
GOLT1B,0.05197873616501356
HADH,-0.02395646615147541
SSBP2,0.06910279152873192
VPS28,-0.09026385027499002
RPN1,0.11952781409649713
MAST2,-0.03785880649824121
WRB,-0.02729411135417266
SUPV3L1,0.02435481118975302
NMT1,0.00651990081737071
CCNA2,-0.12443921860697812
PIK3R3,0.03792819022709512
ABL1,-0.175871962480806
TOPBP1,0.15278881758766885
IFNAR1,0.03224486595292227
CDC20,0.02691819831836305
MEST,0.01663624400615276
LSM5,-0.08629523673117137
CDK4,-0.05221169757468399
S100A4,-0.2667935972075934
YKT6,-0.06538230355396434
HLA-DMA,0.20449715201445448
PHKG2,-0.0925933402978142
PPARD,-0.15035924773434917
DNAJA3,0.06451294843077184
CASP3,-0.03151267995386471
NUDT9,0.05517037940581584
CTSD,0.09401911783699916
TMEM2,0.01968533617822436
WDTC1,-0.06267601061721191
MOK,-0.18319161055121283
EAPP,0.05525635317980412
FAH,-0.2873666154720023
CETN3,-0.16166400620814628
HMGCS1,0.25181416715675164
CDC42,0.1238599639918893
GLRX,-0.05342146052610338
MFSD10,-0.15347017133236784
PAPD7,0.15139415655895783
PRUNE,0.08148763327457036
TSPAN6,-0.15484748201378057
PAICS,-0.0578282486741789
GTPBP8,0.16330135356428543
TGFB3,-0.6624548757264812
ANXA7,0.0494402133316602
PRKAG2,0.10725405806294476
MCOLN1,0.11829711911905937
SDHB,0.0595927090375607
LGALS8,-0.0025580717071789
GPER1,-0.4477214834687799
MYCBP,-0.355120197030086
SLC1A4,-0.11091981409649446
GFPT1,0.24035586018354135
KDM5A,-0.2366326070864705
NOTCH1,-0.17040770192723967
LAP3,0.0938281161093348
ST3GAL5,0.15169515750266396
PRR7,0.05367833885233637
RPIA,-0.02651021465149493
EDN1,-0.6847841874769222
RPL39L,0.18859380030914988
CAB39,0.2234001869284632
TESK1,-0.09562379914653373
THAP11,0.0776514399379262
HMG20B,-0.29110022893526744
SHB,-0.1309511447654824
PLEKHM1,-0.087079101223616
HACD3,0.0748906832361921
ABHD6,0.07756012513321332
