ID,gene_name,logFC,PValue,t,B
1554122_a_at,HSD17B12,-0.511,0.0000588,-5.02011108,-0.728
244114_x_at,,-0.804,0.0000948,-4.81735618,-0.925
239309_at,DLX6,-0.328,0.0001496,-4.62437832,-1.117
212550_at,STAT5B,-0.336,0.0001525,-4.61624477,-1.125
1559595_at,LOC728084,-0.4,0.0001688,-4.57340856,-1.169
228181_at,SLC30A1,-0.383,0.0001804,-4.54559152,-1.197
1552798_a_at,TLR4,-0.344,0.0002493,-4.40932651,-1.337
1555106_a_at,CTDSPL2,-0.665,0.0002507,-4.40699506,-1.34
201850_at,CAPG,-0.51,0.0002591,-4.39318976,-1.354
208222_at,ACVR1B,0.244,0.0003257,4.29697613,-1.455
1562443_at,CLVS2,-0.275,0.0003371,-4.28251725,-1.47
201426_s_at,VIM,-0.45,0.0003413,-4.2773394,-1.475
223343_at,MS4A7,-0.549,0.0003836,-4.22823641,-1.527
211139_s_at,NAB1,-0.428,0.0003935,-4.21756789,-1.538
229635_at,LINC01094,-0.611,0.0003997,-4.21100361,-1.545
231773_at,ANGPTL1,-0.478,0.0004026,-4.20790288,-1.549
1556638_at,PAX7,0.431,0.0004326,4.17773235,-1.581
227260_at,,-0.446,0.0004348,-4.17559056,-1.583
219891_at,PGPEP1,-0.261,0.000454,-4.15749299,-1.602
208650_s_at,CD24,-0.823,0.0004787,-4.13525471,-1.626
1554199_at,PTPRO,0.262,0.000511,4.10781354,-1.655
222141_at,KLHL22,0.357,0.0005274,4.0945495,-1.669
208651_x_at,CD24,-0.627,0.0005329,-4.09017683,-1.674
210803_at,TXNRD2,0.253,0.00055,4.07688627,-1.688
1554397_s_at,UEVLD,-0.491,0.000573,-4.05966716,-1.707
225450_at,AMOTL1,-0.235,0.0005989,-4.04106473,-1.727
218894_s_at,MAGOHB,0.245,0.0006275,4.02145988,-1.748
215719_x_at,FAS,-0.566,0.00063,-4.01984871,-1.75
220372_at,DNAJC28,-0.259,0.0006422,-4.01178073,-1.758
220646_s_at,KLRF1,0.297,0.0006503,4.00650817,-1.764
224848_at,CDK6,-0.241,0.0006716,-3.99292929,-1.779
209629_s_at,NXT2,-0.445,0.0006913,-3.98079604,-1.792
244359_s_at,,-0.825,0.0007193,-3.96409925,-1.81
217859_s_at,SLC39A9,-0.292,0.0007372,-3.95372221,-1.821
223923_at,C21orf62,0.397,0.0007448,3.94943374,-1.826
225612_s_at,B3GNT5,-0.69,0.0007849,-3.92737469,-1.85
1569500_at,,-0.331,0.0008056,-3.9164077,-1.862
229259_at,GFAP,-0.423,0.000812,-3.91305792,-1.866
239729_at,,-0.311,0.000815,-3.91155482,-1.867
221967_at,NXPH4,-0.288,0.0008538,-3.89197425,-1.889
244532_x_at,,-0.907,0.0008541,-3.89179451,-1.889
230535_s_at,ATP5E,-0.312,0.0009009,-3.86934296,-1.913
205867_at,PTPN11,-0.377,0.0009164,-3.86217205,-1.921
1557613_at,KIF9-AS1,-0.271,0.0009462,-3.84869529,-1.936
235589_s_at,,-0.675,0.001011,-3.82076874,-1.966
242814_at,SERPINB9,-0.314,0.0010209,-3.81667382,-1.971
228950_s_at,WLS,-0.37,0.0010345,-3.81106018,-1.977
214858_at,PP14571,-0.285,0.0010732,-3.79560152,-1.994
221618_s_at,TAF9B,-0.5,0.0010782,-3.79363424,-1.996
209312_x_at,LOC101060835///LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB1///HLA-DQB1,-0.509,0.0011108,-3.78105029,-2.01
208446_s_at,ZFYVE9,-0.254,0.0011132,-3.78015635,-2.011
224314_s_at,EGLN1,-0.313,0.0011212,-3.77714363,-2.014
208306_x_at,HLA-DRB1,-0.377,0.0011226,-3.77662558,-2.015
210241_s_at,TP53TG1,0.249,0.0011348,3.77205045,-2.02
202129_s_at,RIOK3,-0.407,0.0011389,-3.77052428,-2.022
1561199_at,,0.228,0.0012152,3.74315952,-2.052
223079_s_at,GLS,-0.416,0.0012166,-3.74268342,-2.052
210982_s_at,HLA-DRA,-0.932,0.0012286,-3.73851777,-2.057
242943_at,ST8SIA4,-0.302,0.0012537,-3.72998806,-2.066
222925_at,DCDC2,-0.357,0.001275,-3.72287728,-2.074
220141_at,C11orf63,-0.275,0.0013057,-3.71280414,-2.085
230029_x_at,UBR3,0.247,0.00131,3.71142011,-2.087
229881_at,KLF12,-0.357,0.0013496,-3.69882765,-2.101
212939_at,COL6A1,-0.228,0.0013547,-3.69723945,-2.102
201399_s_at,TRAM1,-0.354,0.0013579,-3.69623286,-2.103
230794_at,PELI2,0.331,0.0013814,3.68899941,-2.111
206194_at,HOXC4,0.295,0.0014191,3.67761871,-2.124
235762_at,TAS2R14,-0.433,0.0014287,-3.67475322,-2.127
1555082_a_at,NEK11,-0.301,0.0014384,-3.67188206,-2.13
1553603_s_at,ATL2,-0.328,0.0014402,-3.67136134,-2.131
215507_x_at,RAB22A,-0.287,0.0014501,-3.66847834,-2.134
207542_s_at,AQP1,-0.502,0.0014776,-3.66052324,-2.143
227759_at,PCSK9,0.255,0.0014838,3.65873049,-2.145
234098_at,SOBP,0.293,0.0014878,3.65759992,-2.146
230864_at,NIM1K,0.311,0.0015011,3.65384335,-2.15
230191_at,TTBK1,0.266,0.0015145,3.65007414,-2.155
228298_at,PCED1B,-0.23,0.0015518,-3.63977896,-2.166
1558166_at,MGC16275,-0.296,0.0015565,-3.6384807,-2.167
207756_at,,0.229,0.001579,3.63241269,-2.174
243884_at,TEX26,-0.352,0.0016182,-3.62201767,-2.186
212804_s_at,GAPVD1,-0.22,0.0016335,-3.61804015,-2.19
229351_at,USP49,0.231,0.0016367,3.61719911,-2.191
209140_x_at,HLA-B,-0.261,0.0016425,-3.61571509,-2.193
239314_at,NHLRC3,-0.357,0.0016442,-3.61527742,-2.193
240524_x_at,,-0.248,0.0016628,-3.61050128,-2.198
234191_at,BCL2L14,0.213,0.001663,3.61045013,-2.198
221391_at,TAS2R14,-0.273,0.0016668,-3.60948635,-2.2
1557809_a_at,,0.314,0.001675,3.60739281,-2.202
238810_at,RFX3,-0.419,0.0016783,-3.60657836,-2.203
243824_at,LINC01410,-0.33,0.001688,-3.6041349,-2.205
217247_at,,-0.25,0.0017208,-3.59595672,-2.215
1555968_a_at,,-0.291,0.0017317,-3.59329811,-2.217
215193_x_at,LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,-0.646,0.0017514,-3.58848845,-2.223
213167_s_at,SLC5A3,-0.302,0.0017566,-3.58722981,-2.224
211528_x_at,HLA-G,-0.237,0.0017727,-3.58336901,-2.229
244630_at,LOC101060747///PDPK1,0.261,0.0017933,3.57846759,-2.234
1557098_s_at,HAR1A,0.358,0.0018209,3.57198252,-2.241
219868_s_at,ANKFY1,-0.252,0.0018537,-3.56439597,-2.25
234399_at,,0.259,0.0018614,3.56264526,-2.252
1562265_at,,0.234,0.0018751,3.55952396,-2.255
205440_s_at,NPY1R,0.275,0.0018796,3.55851945,-2.256
232423_at,ARSD,-0.298,0.0019222,-3.54898054,-2.267
217644_s_at,SOS2,-0.357,0.0019647,-3.53969954,-2.277
221955_at,,-0.259,0.0019852,-3.53527826,-2.282
235185_s_at,FAM231D///LOC388692///LINC00869,-0.3,0.0020161,-3.52872592,-2.289
216574_s_at,RPEL1///RPE,-0.361,0.0020233,-3.52720814,-2.291
202957_at,HCLS1,-0.351,0.0020371,-3.52431739,-2.294
235099_at,CMTM8,-0.318,0.0020462,-3.52241738,-2.296
239761_at,GCNT1,-0.3,0.0020539,-3.52082542,-2.298
208180_s_at,HIST1H4H,-0.234,0.0021097,-3.50943133,-2.311
223924_at,TTC25,-0.339,0.0021116,-3.50903138,-2.311
208666_s_at,ST13,-0.296,0.0021301,-3.50532174,-2.315
1564962_at,ZNF92,-0.221,0.0021317,-3.50501056,-2.316
224940_s_at,PAPPA,0.217,0.0021684,3.49774242,-2.324
204377_s_at,DCAF1,0.214,0.0021707,3.49728618,-2.324
211819_s_at,SORBS1,-0.224,0.0022113,-3.48939675,-2.333
266_s_at,CD24,-0.796,0.0022131,-3.4890537,-2.334
1562163_at,,0.192,0.00222,3.48772394,-2.335
219087_at,ASPN,-0.482,0.0022439,-3.48316925,-2.34
236447_at,GIGYF1,0.26,0.0022879,3.47490004,-2.349
237574_at,,0.237,0.0023115,3.47053431,-2.354
239291_at,TRPM3,0.359,0.0023458,3.46424616,-2.361
1553225_s_at,ZNF75D,-0.25,0.002352,-3.46312278,-2.362
231267_at,FAM163A,0.274,0.0023735,3.45923845,-2.367
229631_at,DNHD1,0.235,0.0023904,3.4562094,-2.37
242034_at,FBXL17,-0.533,0.0024022,-3.4541133,-2.373
