ID,gene_name,logFC,PValue,t,B
212893_at,ZZZ3,0.11240298,0.2101641,1.2929477,-4.88036
229325_at,ZZZ3,0.08974233,0.24568303,1.1945082,-4.98303
207190_at,ZZEF1,0.07480846,0.33442969,0.988091,-5.17535
212601_at,ZZEF1,-0.06114012,0.41217837,-0.8368171,-5.29543
207189_s_at,ZZEF1,-0.01327929,0.86623549,-0.170531,-5.59482
215706_x_at,ZYX,-0.10375017,0.21982468,-1.2649831,-4.91022
200808_s_at,ZYX,-0.01903321,0.8259878,-0.222631,-5.58553
227918_s_at,ZYG11B,-0.28643736,0.13697385,-1.5466875,-4.58546
225350_s_at,ZYG11B,-0.03713385,0.55756612,-0.5960313,-5.44799
225338_at,ZYG11B,0.03677815,0.6454932,0.4667824,-5.50951
231517_at,ZYG11A,0.12720349,0.07449538,1.8775482,-4.14232
230209_at,ZXDC,0.28412874,0.01708704,2.5914188,-3.01199
235448_at,ZXDC,0.1604351,0.03963325,2.19486,-3.66493
225964_at,ZXDC,-0.11159128,0.17401815,-1.4074518,-4.7525
218639_s_at,ZXDC,-0.08646939,0.26444309,-1.1468087,-5.03029
234991_at,ZXDC,0.08660758,0.35381362,0.9483381,-5.20866
230106_at,ZXDC,-0.12251676,0.3634974,-0.929032,-5.22439
215263_at,ZXDB///ZXDA,-0.24322853,0.02885671,-2.3473566,-3.42034
216014_s_at,ZXDB///ZXDA,-0.13433168,0.05352403,-2.0464077,-3.89398
228005_at,ZXDB,0.24704864,0.00023714,4.4272523,0.35641
216013_at,ZXDB,-0.2715494,0.00142707,-3.6732815,-1.05015
243521_at,ZXDA,0.11912741,0.10287605,1.7058738,-4.37994
204026_s_at,ZWINT,-0.25583719,0.09411632,-1.7539623,-4.31498
218349_s_at,ZWILCH,-0.30286005,0.15014997,-1.4939872,-4.65013
222606_at,ZWILCH,-0.12135886,0.33079584,-0.9957187,-5.16882
204812_at,ZW10,-0.00868766,0.90650436,-0.1188842,-5.60162
228330_at,ZUFSP,0.10290706,0.25839871,1.1618937,-5.01552
210593_at,ZSWIM8///SAT1,-0.14438385,0.0732815,-1.8860939,-4.13009
214867_at,ZSWIM8-AS1///NDST2,-0.03335537,0.78054603,-0.2822325,-5.57189
216345_at,ZSWIM8,-0.09063974,0.30372346,-1.0544776,-5.11699
212359_s_at,ZSWIM8,-0.0096143,0.90509718,-0.1206825,-5.60142
229119_s_at,ZSWIM7,-0.35366729,0.07942993,-1.8440181,-4.18996
228719_at,ZSWIM7,0.19213268,0.37203143,0.9123025,-5.23778
226208_at,ZSWIM6,0.09905484,0.28817704,1.0899209,-5.08446
232336_at,ZSWIM5,-0.02525881,0.7763977,-0.2877226,-5.57047
231915_at,ZSWIM4,-0.25784718,0.00327741,-3.3196981,-1.70807
228223_at,ZSWIM3,-0.07562176,0.44243379,-0.7829846,-5.33373
1554932_at,ZSWIM2,-0.07043058,0.32789203,-1.001856,-5.16353
223607_x_at,ZSWIM1,-0.07178924,0.30882331,-1.0431339,-5.1272
217592_at,ZSWIM1,0.08090137,0.4335684,0.7985141,-5.32292
239406_at,ZSCAN9,0.10815531,0.23579687,1.2207539,-4.95633
205181_at,ZSCAN9,-0.00556705,0.94392477,-0.0711897,-5.60574
1565583_at,ZSCAN5A,-0.18001113,0.04160311,-2.1711805,-3.70209
219904_at,ZSCAN5A,0.01306851,0.90562937,0.1200024,-5.60149
1552851_at,ZSCAN4,0.12334251,0.07534518,1.871638,-4.15076
1552852_a_at,ZSCAN4,-0.0232522,0.73615057,-0.3414895,-5.55516
218937_at,ZSCAN32,0.02664046,0.71710418,0.3672871,-5.5469
220292_at,ZSCAN32,-0.00548644,0.94429557,-0.0707181,-5.60577
222016_s_at,ZSCAN31,-0.15693245,0.1286874,-1.5820189,-4.54115
228125_at,ZSCAN30,0.15868687,0.04792637,2.1014922,-3.8101
1562988_at,ZSCAN30,-0.12416839,0.15359127,-1.4808506,-4.66598
1557105_a_at,ZSCAN30,0.05748516,0.55363369,0.6020414,-5.44478
228130_at,ZSCAN30,-0.02240349,0.75853587,-0.311468,-5.56403
1557104_at,ZSCAN30,0.00284105,0.98114264,0.0239214,-5.60778
226562_at,ZSCAN29,0.03283414,0.71651333,0.3680913,-5.54664
213218_at,ZSCAN26,-0.04076447,0.63495926,-0.481806,-5.50311
228138_at,ZSCAN25,-0.08455956,0.36880661,-0.9185937,-5.23277
242621_at,ZSCAN25,0.02225476,0.82554486,0.2232076,-5.58541
1563670_at,ZSCAN23,-0.04039144,0.61017428,-0.5176117,-5.48705
1564039_at,ZSCAN23,0.01815862,0.82187406,0.2279894,-5.58443
228769_at,ZSCAN22,-0.02721167,0.77577677,-0.2885452,-5.57026
223424_s_at,ZSCAN21,-0.08561772,0.33258321,-0.9919597,-5.17204
1552499_a_at,ZSCAN20,-0.05539298,0.40567009,-0.8487202,-5.28665
1552498_at,ZSCAN20,-0.04206797,0.61386581,-0.5122362,-5.48953
1554790_at,ZSCAN20,-0.01550177,0.85548579,-0.1843929,-5.59259
220516_at,ZSCAN2,-0.02262224,0.76865855,-0.2979894,-5.56775
231188_at,ZSCAN2,0.02938469,0.79003374,0.2697091,-5.57502
217593_at,ZSCAN18,-0.06658035,0.55601843,-0.598394,-5.44673
232866_at,ZSCAN18,0.04357506,0.56662463,0.5822701,-5.45523
218312_s_at,ZSCAN18,0.0033859,0.96521115,0.0441418,-5.60716
1557062_at,ZSCAN16-AS1,0.07427921,0.29757878,1.0683272,-5.1044
244730_x_at,ZSCAN16-AS1,0.03431028,0.59896126,0.5340362,-5.47931
236777_at,ZSCAN16-AS1,0.01893108,0.88171496,0.1506293,-5.59773
219676_at,ZSCAN16,-0.01126427,0.90116811,-0.125706,-5.60086
239157_at,ZSCAN12P1,-0.01438585,0.87864618,-0.1545696,-5.59718
206507_at,ZSCAN12,0.11808646,0.14881814,1.4991374,-4.64389
217098_s_at,ZSCAN12,-0.0919551,0.17028113,-1.4203401,-4.73757
240181_at,ZSCAN12,-0.00941618,0.9046336,-0.1212751,-5.60135
1553875_s_at,ZSCAN10,-0.07661916,0.42888535,-0.8067969,-5.31708
1553874_a_at,ZSCAN10,0.00172731,0.98129605,0.0237267,-5.60779
1562651_at,ZSCAN1,0.03298679,0.69363128,0.3994363,-5.53578
213876_x_at,ZRSR2,0.083774,0.34359339,0.9691065,-5.19141
208174_x_at,ZRSR2,0.01168876,0.89581839,0.1325512,-5.60005
206512_at,ZRSR1///SRP19,-0.00826871,0.94889718,-0.0648673,-5.60613
239538_at,ZRANB3,0.17858714,0.08904619,1.7835829,-4.27434
224124_at,ZRANB3,0.07068843,0.26177684,1.153431,-5.02383
244092_at,ZRANB3,-0.00937535,0.92445942,-0.0959711,-5.60385
231030_at,ZRANB2-AS1,0.04206794,0.6801284,0.4181245,-5.52889
223016_x_at,ZRANB2,-0.2111658,0.05612286,-2.0225716,-3.92986
223716_s_at,ZRANB2,0.11671126,0.06952334,1.9133633,-4.09081
225130_at,ZRANB1,-0.13001086,0.28410879,-1.0994227,-5.07558
225138_at,ZRANB1,-0.03577714,0.58862866,-0.549304,-5.47191
225131_at,ZRANB1,-0.03373266,0.59094035,-0.5458768,-5.47359
200054_at,ZPR1,-0.09963924,0.24766193,-1.1893506,-4.98822
1569777_a_at,ZPLD1,-0.09276209,0.35441609,-0.9471266,-5.20966
1561969_at,ZPLD1,0.06145043,0.39642773,0.8658363,-5.27381
231442_at,ZPBP2,-0.0405728,0.6148125,-0.5108601,-5.49017
207021_at,ZPBP,-0.02270826,0.83135742,-0.2156467,-5.58692
231756_at,ZP4,-0.11198957,0.21965827,-1.2654567,-4.90972
207933_at,ZP2,-0.01362839,0.89289245,-0.1362978,-5.5996
237335_at,ZP1,-0.10883914,0.17227501,-1.4134356,-4.74558
215461_at,ZNRF4,-0.09743947,0.35482923,-0.9462967,-5.21034
226360_at,ZNRF3,0.56358079,0.01457791,2.6638036,-2.88743
