ID,gene_name,logFC,PValue,t,B
212893_at,ZZZ3,0.115,0.1587835,1.4647571,-4.422
229325_at,ZZZ3,-0.025,0.7142489,-0.37148171,-4.988
212601_at,ZZEF1,-0.079,0.4672499,-0.74132993,-4.865
207189_s_at,ZZEF1,-0.0404,0.5144692,-0.66388397,-4.897
207190_at,ZZEF1,0.0223,0.8364191,0.20923073,-5.016
215706_x_at,ZYX,0.0335,0.7449517,0.32991371,-4.997
200808_s_at,ZYX,0.00833,0.9077332,0.11740007,-5.025
227918_s_at,ZYG11B,-0.353,0.0561092,-2.02989058,-3.934
225350_s_at,ZYG11B,-0.0652,0.3932192,-0.87295015,-4.803
225338_at,ZYG11B,-0.0474,0.4733153,-0.73113366,-4.87
231517_at,ZYG11A,0.0559,0.5628818,0.58851545,-4.925
230209_at,ZXDC,0.264,0.0157585,2.64241301,-3.324
218639_s_at,ZXDC,0.198,0.0610378,1.98689003,-3.975
234991_at,ZXDC,0.138,0.2452367,1.19776996,-4.613
235448_at,ZXDC,0.0867,0.3395002,0.97892617,-4.747
230106_at,ZXDC,-0.145,0.4201439,-0.82340933,-4.828
225964_at,ZXDC,-0.00872,0.9215522,-0.09974986,-5.027
216014_s_at,ZXDB///ZXDA,0.104,0.210627,1.29406391,-4.548
215263_at,ZXDB///ZXDA,0.0354,0.7429872,0.33255487,-4.996
228005_at,ZXDB,0.145,0.1117825,1.66486983,-4.261
216013_at,ZXDB,0.0419,0.655472,0.45304583,-4.967
243521_at,ZXDA,0.196,0.0540426,2.04893571,-3.916
204026_s_at,ZWINT,0.102,0.5068412,0.67610951,-4.892
218349_s_at,ZWILCH,-0.25,0.1146903,-1.65061018,-4.272
222606_at,ZWILCH,0.0166,0.8589006,0.1801199,-5.02
204812_at,ZW10,-0.0934,0.254201,-1.17453344,-4.629
228330_at,ZUFSP,0.0804,0.3422258,0.97328525,-4.75
210593_at,ZSWIM8///SAT1,-0.0254,0.7638624,-0.30460897,-5.001
214867_at,ZSWIM8-AS1///NDST2,0.122,0.1717007,1.41846433,-4.457
216345_at,ZSWIM8,0.141,0.1553518,1.47756934,-4.412
212359_s_at,ZSWIM8,0.0875,0.3363192,0.98554917,-4.743
228719_at,ZSWIM7,-0.384,0.0398234,-2.20134498,-3.77
229119_s_at,ZSWIM7,0.305,0.0936038,1.76197377,-4.177
226208_at,ZSWIM6,0.165,0.0930253,1.76532186,-4.175
232336_at,ZSWIM5,0.00368,0.9725711,0.03482386,-5.029
231915_at,ZSWIM4,0.0971,0.279699,1.11162333,-4.669
228223_at,ZSWIM3,0.121,0.0924899,1.7684369,-4.172
1554932_at,ZSWIM2,0.0469,0.4953571,0.69471389,-4.885
223607_x_at,ZSWIM1,-0.134,0.0922209,-1.77000786,-4.17
217592_at,ZSWIM1,-0.0506,0.6391367,-0.47625751,-4.961
239406_at,ZSCAN9,-0.0825,0.2896111,-1.08830658,-4.683
205181_at,ZSCAN9,0.0063,0.9059774,0.11964521,-5.025
219904_at,ZSCAN5A,-0.155,0.0838527,-1.82098027,-4.126
1565583_at,ZSCAN5A,-0.0412,0.6131147,-0.51379864,-4.95
1552851_at,ZSCAN4,0.129,0.0805271,1.84247536,-4.106
1552852_a_at,ZSCAN4,0.0215,0.7296636,0.3505329,-4.992
220292_at,ZSCAN32,-0.0801,0.3870215,-0.884663,-4.797
218937_at,ZSCAN32,0.048,0.5163994,0.66080652,-4.898
222016_s_at,ZSCAN31,-0.0402,0.8372822,-0.20810987,-5.016
228125_at,ZSCAN30,0.146,0.1127605,1.66003931,-4.265
228130_at,ZSCAN30,-0.118,0.1629222,-1.4496021,-4.434
1557105_a_at,ZSCAN30,-0.0963,0.4177034,-0.82781441,-4.826
1562988_at,ZSCAN30,-0.066,0.4376765,-0.79222644,-4.842
1557104_at,ZSCAN30,0.0419,0.5931553,0.54310814,-4.941
226562_at,ZSCAN29,-0.0372,0.673944,-0.42709963,-4.974
213218_at,ZSCAN26,0.00493,0.9482182,0.06577821,-5.028
242621_at,ZSCAN25,0.0498,0.4788107,0.72196207,-4.874
228138_at,ZSCAN25,0.0283,0.7162307,0.36877904,-4.988
1563670_at,ZSCAN23,0.0809,0.223746,1.25622408,-4.574
1564039_at,ZSCAN23,-0.131,0.3643236,-0.92865002,-4.774
228769_at,ZSCAN22,0.101,0.2867522,1.0949712,-4.679
223424_s_at,ZSCAN21,0.0629,0.4597086,0.75411854,-4.86
1554790_at,ZSCAN20,-0.102,0.2489567,-1.18805108,-4.62
1552499_a_at,ZSCAN20,0.0587,0.4598539,0.75387092,-4.86
1552498_at,ZSCAN20,0.0157,0.8496623,0.19206153,-5.018
220516_at,ZSCAN2,0.0535,0.6498254,0.46103999,-4.965
231188_at,ZSCAN2,-0.0344,0.797989,-0.25944252,-5.009
232866_at,ZSCAN18,-0.157,0.1070022,-1.68901265,-4.24
217593_at,ZSCAN18,0.166,0.1832451,1.37941253,-4.486
218312_s_at,ZSCAN18,-0.0774,0.2356044,-1.22346543,-4.596
236777_at,ZSCAN16-AS1,-0.309,0.0137658,-2.70465309,-3.26
1557062_at,ZSCAN16-AS1,0.157,0.1120732,1.66343046,-4.262
244730_x_at,ZSCAN16-AS1,0.0525,0.4657298,0.74389766,-4.864
219676_at,ZSCAN16,0.0181,0.8192707,0.23156027,-5.013
239157_at,ZSCAN12P1,-0.159,0.1174234,-1.63748409,-4.283
206507_at,ZSCAN12,0.0856,0.4146788,0.83329665,-4.823
217098_s_at,ZSCAN12,0.0204,0.7643396,0.30397307,-5.001
240181_at,ZSCAN12,0.0165,0.877739,0.15585017,-5.022
1553874_a_at,ZSCAN10,-0.183,0.0231513,-2.46273526,-3.509
1553875_s_at,ZSCAN10,-0.021,0.8091079,-0.24485005,-5.011
1562651_at,ZSCAN1,-0.0979,0.3860109,-0.8865845,-4.796
208174_x_at,ZRSR2,0.0663,0.377071,0.90372912,-4.788
213876_x_at,ZRSR2,0.0395,0.6101807,0.51807785,-4.948
206512_at,ZRSR1///SRP19,0.118,0.2546686,1.17333843,-4.629
224124_at,ZRANB3,0.0846,0.3103711,1.04128193,-4.711
239538_at,ZRANB3,-0.0387,0.6702657,-0.43224182,-4.973
244092_at,ZRANB3,-0.0179,0.8756541,-0.15853114,-5.022
231030_at,ZRANB2-AS1,0.0437,0.5633484,0.58780633,-4.925
223016_x_at,ZRANB2,-0.184,0.224363,-1.2544874,-4.575
223716_s_at,ZRANB2,0.0679,0.3834584,0.89145259,-4.794
225131_at,ZRANB1,-0.0977,0.2024948,-1.31845102,-4.53
225130_at,ZRANB1,-0.0464,0.5848142,-0.55549988,-4.936
225138_at,ZRANB1,-0.00511,0.9337103,-0.08424835,-5.027
200054_at,ZPR1,0.0799,0.3784104,0.90114356,-4.789
1569777_a_at,ZPLD1,-0.0591,0.4365798,-0.79415383,-4.841
1561969_at,ZPLD1,-0.0297,0.6299626,-0.48941045,-4.957
231442_at,ZPBP2,-0.185,0.0351956,-2.26184183,-3.71
207021_at,ZPBP,0.017,0.8329217,0.21377559,-5.016
231756_at,ZP4,0.0102,0.9178451,0.10448131,-5.026
207933_at,ZP2,0.0194,0.8241405,0.22520725,-5.014
237335_at,ZP1,0.113,0.2027731,1.31760397,-4.531
215461_at,ZNRF4,-0.0909,0.4189316,-0.82559549,-4.827
226360_at,ZNRF3,0.337,0.0842909,1.8182035,-4.128
1556404_a_at,ZNRF2P1,-0.0379,0.6871418,-0.40874437,-4.979
226261_at,ZNRF2,-0.0679,0.3790238,-0.89996143,-4.79
229188_s_at,ZNRF2,0.0123,0.8838361,0.14801652,-5.023
225959_s_at,ZNRF1,-0.171,0.0223646,-2.47905451,-3.492
223383_at,ZNRF1,-0.154,0.1204754,-1.62312843,-4.295
223382_s_at,ZNRF1,-0.0712,0.4480598,-0.7741241,-4.851
225960_at,ZNRF1,0.0406,0.6289164,0.49091608,-4.957
231092_s_at,ZNRF1,0.00632,0.9545718,0.05769712,-5.029
225962_at,ZNRF1,0.000708,0.9937674,0.00791139,-5.03
234445_at,ZNRD1ASP,0.304,0.0263007,2.40220088,-3.57
242557_at,ZNRD1ASP,-0.0566,0.4361066,-0.79498644,-4.841
234866_s_at,ZNRD1ASP,0.0371,0.6228798,0.49962561,-4.954
234115_s_at,ZNRD1,0.134,0.1146391,1.65085886,-4.272
234530_s_at,ZNRD1,0.0732,0.3043099,1.05477194,-4.703
234114_at,ZNRD1,0.0694,0.4752056,0.72797178,-4.871
228009_x_at,ZNRD1,0.0497,0.6197624,0.50413876,-4.953
223639_s_at,ZNRD1,0.0418,0.6893133,0.40573811,-4.98
