ID,gene_name,logFC,PValue,t,B
226315_at,ZNF830,0.01036988,0.8973463,0.130564,-5.1268
226323_at,ZNF830,-0.00013412,0.9987435,-0.0015934,-5.1327
236429_at,ZNF83,0.41252971,0.0020872,3.502619,-2.0621
221645_s_at,ZNF83,0.32271515,0.0095657,2.8472898,-2.8983
237306_at,ZNF829,-0.04981605,0.4234133,-0.816224,-4.9077
238952_x_at,ZNF829,0.01190147,0.8380818,0.2068645,-5.1179
231902_at,ZNF827,0.15026158,0.0775354,1.8547694,-4.0615
243617_at,ZNF827,-0.10473053,0.246233,-1.1923894,-4.6633
226764_at,ZNF827,-0.11556853,0.2559361,-1.1674627,-4.682
243618_s_at,ZNF827,-0.07023257,0.5542628,-0.6008841,-5.0096
228046_at,ZNF827,-0.0002983,0.9970252,-0.0037725,-5.1327
1560853_x_at,ZNF826P,0.20106975,0.1242994,1.6001729,-4.3152
1569191_at,ZNF826P,-0.06773743,0.5561553,-0.597992,-5.0107
229732_at,ZNF823,0.20193821,0.0286494,2.3473414,-3.5108
41397_at,ZNF821,0.02982689,0.5487835,0.6092866,-5.0061
242704_at,ZNF821,-0.02754139,0.6291661,-0.4899719,-5.0505
205494_at,ZNF821,0.01234212,0.799186,0.2576049,-5.1098
238149_at,ZNF818P,0.45636655,0.0012359,3.722712,-1.7811
238148_s_at,ZNF818P,0.24493479,0.0047776,3.149976,-2.5139
217541_x_at,ZNF816-ZNF321P///ZNF816,0.01831021,0.7478168,0.3257198,-5.0962
1558887_at,ZNF816-ZNF321P///ZNF321P,-0.07060271,0.2808401,-1.1065462,-4.7261
1558888_x_at,ZNF816-ZNF321P///ZNF321P,-0.01697747,0.8018279,-0.2541381,-5.1105
60794_f_at,ZNF814,0.27517006,0.0411573,2.1736232,-3.7126
222135_at,ZNF814,-0.08398863,0.2016892,-1.3174652,-4.565
241912_at,ZNF814,0.0249608,0.7069024,0.3811056,-5.0828
1557248_at,ZNF814,0.013695,0.8384354,0.2064061,-5.118
1556204_a_at,ZNF814,-0.00185775,0.9747798,-0.0319878,-5.1323
217665_at,ZNF813,0.0825039,0.3169192,1.0248976,-4.782
242083_at,ZNF81,-0.18671791,0.129644,-1.5765618,-4.3375
215901_at,ZNF81,-0.07166195,0.2104661,-1.2912466,-4.5863
234111_at,ZNF81,-0.06253101,0.4905877,-0.701505,-4.9656
1561038_at,ZNF81,-0.03075971,0.5097036,-0.6705737,-4.9798
240079_at,ZNF81,-0.00317737,0.9638272,-0.0458882,-5.132
1561039_a_at,ZNF81,-0.00101888,0.9847402,-0.0193525,-5.1326
1554476_x_at,ZNF808,0.45730399,0.0141242,2.6733396,-3.1156
236328_at,ZNF806///ZNF285,-0.02521313,0.6787976,-0.4198571,-5.0722
238437_at,ZNF805,0.16711999,0.0115169,2.7648557,-3.0017
235398_at,ZNF805,0.04616554,0.5398638,0.6230609,-5.0004
238436_s_at,ZNF805,-0.00823279,0.8947622,-0.1338711,-5.1265
1564022_at,ZNF804B,0.04173475,0.5087372,0.6721215,-4.9791
215767_at,ZNF804A,0.0860755,0.4862081,0.7086882,-4.9622
227104_x_at,ZNF800,-0.09591017,0.1505736,-1.4912307,-4.4158
227101_at,ZNF800,0.00444091,0.9403343,0.0757387,-5.1307
227097_at,ZNF800,0.00402916,0.9558914,0.0559654,-5.1316
236531_at,ZNF800,0.00230877,0.9717368,0.0358491,-5.1322
207272_at,ZNF80,0.02688328,0.5274157,0.64249,-4.9922
242043_s_at,ZNF8,-0.14472622,0.0153684,-2.6351855,-3.1628
227508_at,ZNF8,0.11530541,0.0771774,1.8571845,-4.059
227509_x_at,ZNF8,0.06834986,0.2927684,1.0787603,-4.7455
242044_at,ZNF8,-0.03846157,0.5490096,-0.6089391,-5.0063
214901_at,ZNF8,-0.02757959,0.6003464,-0.5318372,-5.036
229205_at,ZNF793-AS1,-0.15041285,0.0218646,-2.4737355,-3.3598
244180_at,ZNF793,0.03378722,0.5755914,0.5685806,-5.0223
235052_at,ZNF792,-0.01115027,0.8330637,-0.2133768,-5.117
1553703_at,ZNF791,0.18062304,0.1415303,1.5268184,-4.3835
1553704_x_at,ZNF791,0.18622153,0.1605671,1.4538792,-4.4491
227122_at,ZNF791,-0.04544526,0.3934061,-0.8711241,-4.8771
1558809_s_at,ZNF790-AS1,0.31237794,0.0026598,3.4001006,-2.1935
235779_at,ZNF790-AS1,0.07390512,0.3036039,1.0542177,-4.7624
214138_at,ZNF79,0.09404824,0.0622316,1.968003,-3.9412
216486_x_at,ZNF79,0.05739029,0.4785772,0.7212944,-4.9562
216482_x_at,ZNF79,-0.04755485,0.5792076,-0.5631646,-5.0244
235231_at,ZNF789,-0.08147256,0.2668318,-1.1402971,-4.7019
1569194_at,ZNF789,-0.05164487,0.4429541,-0.7817798,-4.9259
242307_at,ZNF789,-0.0409601,0.5521752,-0.6040803,-5.0083
1558762_a_at,ZNF789,-0.04683196,0.5927353,-0.5430531,-5.0319
244552_at,ZNF788,-0.07006616,0.3296153,-0.9977371,-4.7998
213402_at,ZNF787,-0.07794985,0.1592148,-1.4588212,-4.4447
1557888_at,ZNF787,-0.03018035,0.6625942,-0.4424962,-5.0656
239083_at,ZNF786,0.10632181,0.3148356,1.0294275,-4.779
1554769_at,ZNF785,0.38346506,0.0077458,2.9401703,-2.7811
1554770_x_at,ZNF785,0.35451779,0.0175763,2.5741291,-3.2378
242272_at,ZNF785,0.11152586,0.0667322,1.9323656,-3.9795
228364_at,ZNF784,0.0126689,0.8443478,0.1987457,-5.1191
1569473_s_at,ZNF783///LOC155060,0.10945342,0.0767159,1.8603116,-4.0557
1556224_a_at,ZNF783///LOC155060,0.01522285,0.7461111,0.328007,-5.0957
221876_at,ZNF783,-0.01898975,0.738067,-0.3388175,-5.0932
78495_at,ZNF783,0.00496208,0.921066,0.1002731,-5.1292
235290_at,ZNF782,0.09170837,0.2801533,1.1081719,-4.7249
238109_at,ZNF782,-0.0106317,0.8514255,-0.1895916,-5.1203
1569443_s_at,ZNF782,-0.00432167,0.9562018,-0.0555712,-5.1316
1559789_a_at,ZNF781,0.1042587,0.080238,1.8368455,-4.0802
1552785_at,ZNF781,0.01423498,0.8156363,0.2360686,-5.1135
214899_at,ZNF780B,-0.04572263,0.403847,-0.8517273,-4.8881
244818_at,ZNF780B,0.04554973,0.4943747,0.6953234,-4.9685
242969_at,ZNF780B,0.0463721,0.5078086,0.6736103,-4.9784
243294_at,ZNF780B,0.05517812,0.5889913,0.5485963,-5.0299
215570_s_at,ZNF780A///ZNF780B,0.14969805,0.2539389,1.172535,-4.6782
239441_at,ZNF780A,-0.05987223,0.3141171,-1.0309944,-4.778
238907_at,ZNF780A,-0.00225572,0.9774217,-0.028636,-5.1324
1556581_at,ZNF778,0.0498948,0.468859,0.7375207,-4.9483
226983_at,ZNF777,0.15779833,0.0221191,2.4683729,-3.3663
1553172_at,ZNF777,0.07064858,0.2342651,1.2241724,-4.6391
237855_at,ZNF777,0.02182353,0.7542152,0.317156,-5.0981
228687_at,ZNF777,-0.01229551,0.844723,-0.1982601,-5.1191
228652_at,ZNF776,0.02832681,0.6715547,0.4299485,-5.0693
239838_at,ZNF776,-0.01001863,0.8345312,-0.2114713,-5.1173
229931_at,ZNF775,-0.05682849,0.4653081,-0.7434992,-4.9453
228226_s_at,ZNF775,-0.04217952,0.5484774,-0.6097574,-5.0059
230517_at,ZNF775,0.01156314,0.8652683,0.1717348,-5.1225
228294_s_at,ZNF775,-0.00982925,0.8890213,-0.1412237,-5.1258
221968_s_at,ZNF771,-0.09960987,0.0993059,-1.7234441,-4.1955
219781_s_at,ZNF771,-0.06337933,0.2870132,-1.0920621,-4.7363
232561_at,ZNF771,-0.04411544,0.5102867,-0.6696405,-4.9802
219782_s_at,ZNF771,-0.04163695,0.552555,-0.6034983,-5.0085
219780_at,ZNF771,0.03786533,0.6365399,0.4794044,-5.054
238687_x_at,ZNF770,0.14099835,0.0095092,2.8499078,-2.8951
225517_at,ZNF770,0.20860371,0.0597273,1.9888338,-3.9186
220608_s_at,ZNF770,-0.06425599,0.2296279,-1.2368184,-4.6293
1558673_s_at,ZNF77,-0.07727062,0.4129525,-0.8350725,-4.8974
229000_at,ZNF77,-0.0405639,0.5979354,-0.5353826,-5.0347
218916_at,ZNF768///ZNF747,-0.02992834,0.5834136,-0.5568869,-5.0268
219627_at,ZNF767P,-0.1638969,0.0060094,-3.0508318,-2.6405
227284_at,ZNF766,-0.06363215,0.3103162,-1.0393261,-4.7724
1558942_at,ZNF765,-0.05206826,0.3674041,-0.9209372,-4.8478
223897_at,ZNF765,0.04641712,0.5044641,0.6789852,-4.976
1558943_x_at,ZNF765,0.02716741,0.7691848,0.2972135,-5.1023
222120_at,ZNF764,-0.13123699,0.0623674,-1.9668946,-3.9424
57516_at,ZNF764,-0.0119018,0.8320154,-0.2147383,-5.1168
1558754_at,ZNF763,0.02335449,0.7608361,0.3083199,-5.1
1558755_x_at,ZNF763,-0.02170701,0.7633885,-0.3049203,-5.1007
207494_s_at,ZNF76,-0.07639974,0.1508146,-1.4903066,-4.4166
213659_at,ZNF75D,-0.03593225,0.5705354,-0.5761818,-5.0194
1553225_s_at,ZNF75D,0.02985506,0.7114849,0.3748447,-5.0844
214813_at,ZNF75D,0.01247898,0.8598929,0.1786619,-5.1217
242633_x_at,ZNF75A,0.09141417,0.2052142,1.3068306,-4.5737
227670_at,ZNF75A,-0.05028959,0.5101553,-0.6698507,-4.9801
239204_at,ZNF75A,0.0067252,0.9331921,0.0848266,-5.1302
219995_s_at,ZNF750,0.00065074,0.9877354,0.0155536,-5.1326
215289_at,ZNF749,-0.02939834,0.708461,-0.3789745,-5.0834
206180_x_at,ZNF747,-0.08972892,0.1849185,-1.3701554,-4.5213
238606_at,ZNF747,0.10766425,0.2397019,1.2095855,-4.6503
228856_at,ZNF747,-0.01349914,0.7799937,-0.2828905,-5.1052
225848_at,ZNF746,-0.06587695,0.1759319,-1.3999637,-4.496
1570373_at,ZNF746,0.00074354,0.99284,0.0090798,-5.1327
227331_at,ZNF740,-0.10711217,0.0264343,-2.3852376,-3.4659
1558277_at,ZNF740,0.09738696,0.1032309,1.7024582,-4.2163
236810_at,ZNF740,-0.07692094,0.2268857,-1.2443885,-4.6234
235997_at,ZNF74,-0.0905033,0.1441201,-1.5164405,-4.393
205881_at,ZNF74,0.05824129,0.4946716,0.6948399,-4.9687
229700_at,ZNF738,-0.13771166,0.371071,-0.9137743,-4.8521
241826_x_at,ZNF738,-0.08008143,0.4625237,-0.7482061,-4.943
235027_at,ZNF736,0.20227965,0.1191006,1.6239687,-4.2926
1569637_at,ZNF736,-0.06637241,0.2019661,-1.3166246,-4.5657
244551_at,ZNF736,0.0863924,0.2141634,1.2804557,-4.595
1554996_at,ZNF733P///LOC285902///ZNF479///ZNF273,-0.00794154,0.8995706,-0.1277187,-5.1271
1559274_at,ZNF732,-0.10257666,0.0421051,-2.1625199,-3.7252
1559275_x_at,ZNF732,-0.0479518,0.3272429,-1.0027562,-4.7966
222136_x_at,ZNF729///ZNF43,0.06969357,0.3706686,0.914558,-4.8516
215978_x_at,ZNF721,0.09052576,0.3298323,0.9972792,-4.8001
228029_at,ZNF721,0.07682762,0.3360713,0.9842042,-4.8085
242091_at,ZNF720,0.14397561,0.1143588,1.6464452,-4.271
238510_at,ZNF720,-0.02822035,0.770852,-0.2950002,-5.1028
208542_x_at,ZNF718///ZNF595///ZNF208,0.11641722,0.1301124,1.5745313,-4.3394
1559746_a_at,ZNF718///ZNF595,-0.07302855,0.3789144,-0.898609,-4.8611
1553269_at,ZNF718,0.55734329,0.0123649,2.7331066,-3.0414
1569479_at,ZNF718,0.11728853,0.0526108,2.0525849,-3.8486
221370_at,ZNF717,-0.11196916,0.1475808,-1.5028093,-4.4053
229986_at,ZNF717,-0.05146592,0.5214375,-0.6519096,-4.9881
1560201_at,ZNF713,0.1444701,0.319609,1.0190807,-4.7859
228988_at,ZNF711,0.1538195,0.0604821,1.9824745,-3.9255
207781_s_at,ZNF711,0.18633075,0.2989218,1.0647445,-4.7552
213542_at,ZNF710,-0.05270784,0.3800148,-0.8964981,-4.8624
235090_at,ZNF710,0.04473247,0.4528525,0.7646883,-4.9347
239335_at,ZNF710,0.0458564,0.4915949,0.6998582,-4.9663
39891_at,ZNF710,0.03847759,0.5147822,0.6624665,-4.9834
239700_at,ZNF710,-0.02732068,0.6926698,-0.4006517,-5.0776
226514_at,ZNF71,-0.08643815,0.1250935,-1.5966119,-4.3186
234575_at,ZNF71,-0.06461271,0.4402937,-0.7864132,-4.9235
234570_at,ZNF71,0.03556193,0.5959434,0.538317,-5.0337
233754_x_at,ZNF71,-0.01931729,0.7230268,-0.3591424,-5.0884
1562267_s_at,ZNF709,-0.10473864,0.2659388,-1.1424922,-4.7003
1553247_a_at,ZNF709,0.03128159,0.5136444,0.6642789,-4.9826
1570366_x_at,ZNF709,0.04841407,0.6006361,0.5314116,-5.0362
242028_at,ZNF709,0.04827116,0.6589536,0.4476148,-5.064
1570364_at,ZNF709,-0.00420503,0.9718381,-0.0357206,-5.1322
239482_x_at,ZNF708,-0.05978405,0.6083438,-0.5201259,-5.0402
227132_at,ZNF706,0.14222706,0.0431287,2.1507804,-3.7386
218059_at,ZNF706,-0.0017639,0.9798908,-0.0255037,-5.1325
237711_at,ZNF705G,-0.06221417,0.468823,-0.7375811,-4.9482
235079_at,ZNF704,0.3528493,0.0337819,2.2689796,-3.6027
223366_at,ZNF704,0.06328407,0.315178,1.0286816,-4.7795
241963_at,ZNF704,-0.07070581,0.3966926,-0.864983,-4.8806
235905_at,ZNF704,-0.03861925,0.4586355,-0.7548075,-4.9397
1558941_at,ZNF704,-0.02350651,0.7857779,-0.2752508,-5.1066
235732_at,ZNF704,0.00051386,0.9951289,0.0061772,-5.1327
230586_s_at,ZNF703,-0.09119765,0.1360551,-1.5492842,-4.3628
222760_at,ZNF703,-0.07519372,0.3768944,-0.9024947,-4.8588
206557_at,ZNF702P,0.39849214,0.1232233,1.605029,-4.3106
220242_x_at,ZNF701,0.10193557,0.0573414,2.0094143,-3.8962
236589_at,ZNF701,-0.07151206,0.2538801,-1.1726846,-4.6781
