ID,gene_name,logFC,PValue,t,B
229325_at,ZZZ3,-0.02375588,0.823524,-0.2257361,-4.97
212893_at,ZZZ3,-0.00893408,0.899082,-0.1283179,-4.98
207190_at,ZZEF1,0.17252772,0.106883,1.6822847,-4.25
212601_at,ZZEF1,-0.02093682,0.762138,-0.3065187,-4.96
207189_s_at,ZZEF1,0.01014641,0.901259,0.1255348,-4.98
215706_x_at,ZYX,0.01829845,0.880496,0.1521266,-4.97
200808_s_at,ZYX,0.00176308,0.982525,0.0221574,-4.98
225338_at,ZYG11B,-0.08165031,0.4539,-0.7626542,-4.82
225350_s_at,ZYG11B,-0.04879913,0.660117,-0.4458722,-4.93
227918_s_at,ZYG11B,0.00154269,0.994485,0.0069918,-4.98
231517_at,ZYG11A,0.1021236,0.240148,1.207817,-4.59
234991_at,ZXDC,0.20493493,0.064449,1.94838,-4.03
230106_at,ZXDC,-0.2702688,0.173295,-1.4081212,-4.46
235448_at,ZXDC,0.08839878,0.253862,1.1721832,-4.61
230209_at,ZXDC,0.12208244,0.285536,1.0950336,-4.66
218639_s_at,ZXDC,0.04785707,0.484395,0.7114606,-4.84
225964_at,ZXDC,0.03642873,0.757052,0.3132996,-4.95
216014_s_at,ZXDB///ZXDA,-0.07837333,0.408415,-0.8430575,-4.79
215263_at,ZXDB///ZXDA,0.05951938,0.451851,0.7661662,-4.82
216013_at,ZXDB,-0.09449438,0.192251,-1.3459332,-4.5
228005_at,ZXDB,-0.02623299,0.782693,-0.2792641,-4.96
243521_at,ZXDA,-0.04117894,0.662918,-0.4419372,-4.93
204026_s_at,ZWINT,-0.48774379,0.034407,-2.2576113,-3.76
218349_s_at,ZWILCH,-0.36405428,0.139659,-1.533416,-4.37
222606_at,ZWILCH,-0.10096481,0.496889,-0.6910317,-4.85
204812_at,ZW10,-0.13403053,0.155676,-1.4710069,-4.41
228330_at,ZUFSP,0.03189424,0.830226,0.2170182,-4.97
210593_at,ZSWIM8///SAT1,0.11125101,0.136699,1.545587,-4.36
214867_at,ZSWIM8-AS1///NDST2,-0.0062491,0.955584,-0.0563451,-4.98
216345_at,ZSWIM8,-0.0863884,0.4322,-0.800357,-4.8
212359_s_at,ZSWIM8,0.00348403,0.970796,0.037035,-4.98
228719_at,ZSWIM7,-0.34189808,0.068711,-1.9156508,-4.06
229119_s_at,ZSWIM7,0.04380026,0.857724,0.1814227,-4.97
226208_at,ZSWIM6,0.1180918,0.243109,1.1999968,-4.59
232336_at,ZSWIM5,-0.00963074,0.910045,-0.1143104,-4.98
231915_at,ZSWIM4,-0.04101729,0.633415,-0.4837573,-4.92
228223_at,ZSWIM3,-0.03173971,0.702651,-0.3868402,-4.94
1554932_at,ZSWIM2,-0.01264881,0.857545,-0.1816528,-4.97
223607_x_at,ZSWIM1,0.03759239,0.538423,0.6251252,-4.87
217592_at,ZSWIM1,0.03110679,0.755009,0.3160264,-4.95
239406_at,ZSCAN9,0.05246634,0.605782,0.5237374,-4.9
205181_at,ZSCAN9,0.03237249,0.765325,0.3022781,-4.96
219904_at,ZSCAN5A,-0.05714514,0.567162,-0.5811184,-4.89
1565583_at,ZSCAN5A,-0.02200585,0.84072,-0.2034026,-4.97
1552852_a_at,ZSCAN4,0.08190092,0.244144,1.1972787,-4.6
1552851_at,ZSCAN4,0.00897338,0.904055,0.1219613,-4.98
220292_at,ZSCAN32,-0.09739595,0.374965,-0.9058928,-4.76
218937_at,ZSCAN32,-0.05043865,0.442676,-0.7820136,-4.81
222016_s_at,ZSCAN31,-0.16403672,0.475964,-0.7254199,-4.84
1557104_at,ZSCAN30,0.2151334,0.036939,2.2235527,-3.79
1562988_at,ZSCAN30,-0.07427985,0.359896,-0.935409,-4.74
1557105_a_at,ZSCAN30,0.03911399,0.604465,0.5256638,-4.9
228130_at,ZSCAN30,-0.01528421,0.832419,-0.2141696,-4.97
228125_at,ZSCAN30,0.01024313,0.91851,0.1035111,-4.98
226562_at,ZSCAN29,0.03396649,0.729459,0.3503539,-4.95
213218_at,ZSCAN26,-0.0667345,0.489327,-0.7033614,-4.84
