ID,gene_name,logFC,PValue,t,B
212893_at,ZZZ3,-0.05897613,0.3918634,-0.875912,-4.76
229325_at,ZZZ3,-0.02352428,0.8211092,-0.2292245,-4.96
207190_at,ZZEF1,0.06832253,0.5068503,0.6763562,-4.85
212601_at,ZZEF1,-0.01099939,0.908823,-0.1160378,-4.97
207189_s_at,ZZEF1,-0.00605432,0.9399616,-0.0763067,-4.97
200808_s_at,ZYX,0.01399839,0.9041601,0.1220024,-4.97
215706_x_at,ZYX,0.00094056,0.9927049,0.0092625,-4.97
225338_at,ZYG11B,-0.09803912,0.3524129,-0.9529527,-4.73
225350_s_at,ZYG11B,-0.07773319,0.5047546,-0.6797354,-4.85
227918_s_at,ZYG11B,-0.15137748,0.5391908,-0.6251707,-4.86
231517_at,ZYG11A,0.01928535,0.8470782,0.1954606,-4.96
230106_at,ZXDC,-0.24480467,0.1511337,-1.4948988,-4.4
218639_s_at,ZXDC,0.13306868,0.1543009,1.4827757,-4.41
230209_at,ZXDC,-0.13506196,0.1749623,-1.4083214,-4.46
234991_at,ZXDC,0.14618267,0.2112313,1.2931883,-4.53
235448_at,ZXDC,0.12036517,0.262822,1.1534678,-4.62
225964_at,ZXDC,-0.04099827,0.5737022,-0.5723481,-4.88
216014_s_at,ZXDB///ZXDA,0.04824077,0.550794,0.6072169,-4.87
215263_at,ZXDB///ZXDA,-0.05213738,0.6006053,-0.532294,-4.89
216013_at,ZXDB,-0.11190282,0.196646,-1.3374478,-4.51
228005_at,ZXDB,0.01164058,0.9054392,0.1203659,-4.97
243521_at,ZXDA,0.18105152,0.0740493,1.8888863,-4.1
204026_s_at,ZWINT,0.04534069,0.7831409,0.2790998,-4.95
222606_at,ZWILCH,-0.11762245,0.3444111,-0.9692822,-4.72
218349_s_at,ZWILCH,0.16982462,0.424426,0.8160794,-4.79
204812_at,ZW10,-0.09568125,0.4524825,-0.7668146,-4.81
228330_at,ZUFSP,-0.06202298,0.5386736,-0.6259759,-4.86
210593_at,ZSWIM8///SAT1,-0.1217715,0.2847894,-1.1002166,-4.65
214867_at,ZSWIM8-AS1///NDST2,0.0435066,0.683048,0.414551,-4.92
212359_s_at,ZSWIM8,0.10748313,0.3610081,0.9356918,-4.74
216345_at,ZSWIM8,0.10165248,0.381049,0.8964955,-4.76
228719_at,ZSWIM7,-0.19203195,0.3673951,-0.923045,-4.74
229119_s_at,ZSWIM7,0.06009815,0.7359077,0.3421945,-4.94
226208_at,ZSWIM6,0.26594817,0.0382894,2.2239675,-3.81
232336_at,ZSWIM5,0.00692393,0.9453664,0.0694252,-4.97
231915_at,ZSWIM4,0.01743253,0.8152758,0.2368453,-4.96
228223_at,ZSWIM3,0.04129373,0.6529662,0.4567359,-4.91
1554932_at,ZSWIM2,-0.06364401,0.3321031,-0.9949181,-4.71
223607_x_at,ZSWIM1,-0.10333593,0.1145323,-1.6529742,-4.28
217592_at,ZSWIM1,0.00476657,0.9646349,0.0449178,-4.97
205181_at,ZSCAN9,-0.06621423,0.4697366,-0.737442,-4.82
239406_at,ZSCAN9,-0.06806866,0.5424825,-0.6200566,-4.87
1565583_at,ZSCAN5A,0.13524325,0.1156469,1.6475711,-4.29
219904_at,ZSCAN5A,-0.04232331,0.569856,-0.5781512,-4.88
1552851_at,ZSCAN4,-0.10870983,0.1333406,-1.5671928,-4.35
1552852_a_at,ZSCAN4,-0.04285418,0.5336992,-0.6337406,-4.86
220292_at,ZSCAN32,0.10021041,0.1547112,1.4812202,-4.41
218937_at,ZSCAN32,0.00204302,0.9746543,0.0321865,-4.97
222016_s_at,ZSCAN31,-0.2394058,0.3253456,-1.0092755,-4.7
228130_at,ZSCAN30,-0.12069381,0.091833,-1.7741742,-4.19
1557105_a_at,ZSCAN30,-0.07825962,0.2439829,-1.2018441,-4.59
1562988_at,ZSCAN30,0.05179259,0.5049757,0.6793784,-4.85
1557104_at,ZSCAN30,0.04239199,0.6786427,0.420679,-4.92
228125_at,ZSCAN30,0.02997396,0.8054761,0.2496805,-4.95
226562_at,ZSCAN29,0.00688893,0.9507107,0.0626241,-4.97
213218_at,ZSCAN26,-0.02732678,0.7449735,-0.3299814,-4.94
242621_at,ZSCAN25,-0.03122906,0.7179469,-0.366551,-4.94
228138_at,ZSCAN25,0.00638475,0.960604,0.0500418,-4.97
1563670_at,ZSCAN23,-0.11270123,0.182683,-1.3823205,-4.48
1564039_at,ZSCAN23,0.10261928,0.5073357,0.6755748,-4.85
228769_at,ZSCAN22,0.10198776,0.3286849,1.0021549,-4.7
223424_s_at,ZSCAN21,-0.0376938,0.6642782,-0.4407774,-4.92
1554790_at,ZSCAN20,-0.04255885,0.5587282,-0.5950559,-4.87
1552498_at,ZSCAN20,0.04186767,0.6525062,0.4573874,-4.91
1552499_a_at,ZSCAN20,0.03779206,0.6723366,0.4294801,-4.92
220516_at,ZSCAN2,-0.07106083,0.4982332,-0.6903018,-4.84
231188_at,ZSCAN2,0.01532416,0.8939217,0.1351154,-4.97
218312_s_at,ZSCAN18,-0.18221673,0.0813977,-1.8388416,-4.14
217593_at,ZSCAN18,0.19788996,0.2024403,1.3195657,-4.52
232866_at,ZSCAN18,-0.05641416,0.4779353,-0.7237113,-4.83
244730_x_at,ZSCAN16-AS1,0.07938681,0.3551352,0.9474551,-4.73
1557062_at,ZSCAN16-AS1,0.03028881,0.7290592,0.3514558,-4.94
