Pathway,name,value
Glycogenesis,IHH,1
Glycogenesis,EVC2,1
Glycogenesis,KIF3A,1
Glycogenesis,SPOPL,1
Glycogenesis,CUL3,1
Glycogenesis,MEGF8,1
Glycogenesis,MGRN1,1
Glycogenesis,MOSMO,1
Glycogenesis,HHAT,1
Glycogenesis,EFCAB7,1
Glycogenesis,IQCE,1
Glycogenesis,HHATL,1
Glycogenesis,DISP1,1
Glycogenesis,SCUBE2,1
Glycogenesis,CSN2,1
Glycogenesis,ELF5,1
Glycogenesis,CISH,1
Glycogenesis,TNFSF11,1
Glycogenesis,TNFRSF11A,1
Glycogenesis,CARD11,1
Glycogenesis,CR2,1
Glycogenesis,CD81,1
Glycogenesis,IFITM1,1
Glycogenesis,FCGR2B,1
Glycogenesis,PLCG2,1
Glycogenesis,BLNK,1
Glycogenesis,BTK,1
Glycogenesis,CD79B,1
Glycogenesis,CD79A,1
Glycogenesis,CD72,1
Glycogenesis,CD22,1
Glycogenesis,DAPP1,1
Glycogenesis,NRG2,1
Glycogenesis,NRG1,1
Glycogenesis,EREG,1
Glycogenesis,BTC,1
Glycogenesis,NRG4,1
Glycogenesis,AREG,1
Glycogenesis,TAB3,1
Glycogenesis,TAB2,1
Glycogenesis,IL25,1
Glycogenesis,IL17RA,1
Glycogenesis,IL17RB,1
Glycogenesis,IL17A,1
Glycogenesis,IL17F,1
Glycogenesis,IL17C,1
Glycogenesis,IL17RE,1
Glycogenesis,IL17B,1
Glycogenesis,TRAF3IP2,1
Glycogenesis,IL17RC,1
Glycogenesis,TRAF5,1
Glycogenesis,SRSF1,1
Glycogenesis,IL17D,1
Glycogenesis,CCL7,1
Glycogenesis,CCL20,1
Glycogenesis,DEFB4B,1
Glycogenesis,MUC5AC,1
Glycogenesis,MMP13,1
Glycogenesis,IL4,1
Glycogenesis,IL5,1
Glycogenesis,IL13,1
Glycogenesis,CCL17,1
Glycogenesis,ANAPC5,1
Glycogenesis,USP25,1
Glycogenesis,CCL11,1
Glycogenesis,LCN2,1
Glycogenesis,CXCL6,1
Glycogenesis,CXCL10,1
Glycogenesis,MUC5B,1
Glycogenesis,S100A7A,1
Glycogenesis,S100A8,1
Glycogenesis,S100A9,1
Glycogenesis,TRAF4,1
Glycogenesis,SRD5A2,1
Glycogenesis,EDNRB,1
Glycogenesis,ASIP,1
Glycogenesis,GNAO1,1
Glycogenesis,MAP3K8,1
Glycogenesis,ICOS,1
Glycogenesis,GRAP2,1
Glycogenesis,CD3E,1
Glycogenesis,CD247,1
Glycogenesis,CD3G,1
Glycogenesis,CBLB,1
Glycogenesis,CTLA4,1
Glycogenesis,PDCD1,1
Glycogenesis,NTRK3,1
Glycogenesis,NTF4,1
Glycogenesis,NTF3,1
Glycogenesis,NGF,1
Glycogenesis,KIDINS220,1
Glycogenesis,MATK,1
Glycogenesis,ARHGDIA,1
Glycogenesis,SH2B3,1
Glycogenesis,TP73,1
Glycogenesis,ZNF274,1
Glycogenesis,MAGED1,1
Glycogenesis,PRDM4,1
Glycogenesis,BEX3,1
Glycogenesis,IRAK3,1
Glycogenesis,POU1F1,1
Glycogenesis,JUNB,1
Glycogenesis,IGFALS,1
Glycogenesis,MRAP2,1
Glycogenesis,FZR1,1
Glycogenesis,MCM2,1
Glycogenesis,ORC6,1
Glycogenesis,ORC3,1
Glycogenesis,ORC5,1
Glycogenesis,ORC4,1
Glycogenesis,ORC2,1
Glycogenesis,ORC1,1
Glycogenesis,MCM7,1
Glycogenesis,MCM6,1
Glycogenesis,MCM5,1
Glycogenesis,MCM4,1
Glycogenesis,MCM3,1
Glycogenesis,PCNA,1
Glycogenesis,PLK1,1
Glycogenesis,DBF4,1
Glycogenesis,MAD2L2,1
Glycogenesis,BUB1,1
Glycogenesis,CDC14B,1
Glycogenesis,SFN,1
Glycogenesis,PRKDC,1
Glycogenesis,PKMYT1,1
Glycogenesis,WEE2,1
Glycogenesis,SMC1B,1
Glycogenesis,CDC7,1
Glycogenesis,CDC45,1
Glycogenesis,CDC6,1
Glycogenesis,CCNB3,1
Glycogenesis,CDK7,1
Glycogenesis,CCNH,1
Glycogenesis,TTK,1
Glycogenesis,SMC3,1
Glycogenesis,STAG1,1
Glycogenesis,RAD21,1
Glycogenesis,E2F4,1
Glycogenesis,TFDP1,1
Glycogenesis,GIT2,1
Glycogenesis,ARHGEF7,1
Glycogenesis,MEFV,1
Glycogenesis,LIMK1,1
Glycogenesis,ITGA4,1
Glycogenesis,SKAP2,1
Glycogenesis,IRAK4,1
Glycogenesis,TLR7,1
Glycogenesis,RIGI,1
Glycogenesis,IFIH1,1
Glycogenesis,MAVS,1
Glycogenesis,OAS1,1
Glycogenesis,MSN,1
Glycogenesis,CLEC4M,1
Glycogenesis,CD46,1
Glycogenesis,SLAMF1,1
Glycogenesis,EIF3H,1
Glycogenesis,RACK1,1
Glycogenesis,EIF2AK1,1
Glycogenesis,RCHY1,1
Glycogenesis,ADAR,1
Glycogenesis,LIF,1
Glycogenesis,KLF4,1
Glycogenesis,TBX3,1
Glycogenesis,INHBA,1
Glycogenesis,ACVR1C,1
Glycogenesis,NANOGP8,1
Glycogenesis,POU5F1,1
Glycogenesis,SOX2,1
Glycogenesis,FGF2,1
Glycogenesis,HESX1,1
Glycogenesis,ZIC3,1
Glycogenesis,ESRRB,1
Glycogenesis,LEFTY1,1
Glycogenesis,SKIL,1
Glycogenesis,SMARCAD1,1
Glycogenesis,KAT6A,1
Glycogenesis,SETDB1,1
Glycogenesis,JARID2,1
Glycogenesis,RIF1,1
Glycogenesis,HOXA1,1
Glycogenesis,LHX5,1
Glycogenesis,OTX1,1
Glycogenesis,NEUROG1,1
Glycogenesis,HAND1,1
Glycogenesis,DLX5,1
Glycogenesis,MYF5,1
Glycogenesis,ISL1,1
Glycogenesis,ZFHX3,1
Glycogenesis,ESX1,1
Glycogenesis,DUSP9,1
Glycogenesis,NODAL,1
Glycogenesis,CDX2,1
Glycogenesis,FGFR2,1
Glycogenesis,REG4,1
Glycogenesis,CDH17,1
Glycogenesis,LPIN1,1
Glycogenesis,SGK1,1
Glycogenesis,RRAGD,1
Glycogenesis,NPRL2,1
Glycogenesis,RNF152,1
Glycogenesis,MIOS,1
Glycogenesis,SESN2,1
Glycogenesis,SLC38A9,1
Glycogenesis,LAMTOR5,1
Glycogenesis,GRB10,1
Glycogenesis,FNIP2,1
Glycogenesis,DEPTOR,1
Glycogenesis,TTI1,1
Glycogenesis,TELO2,1
Glycogenesis,PRR5,1
Glycogenesis,RICTOR,1
Glycogenesis,MAPKAP1,1
Glycogenesis,CLIP1,1
Glycogenesis,CASTOR2,1
Glycogenesis,CASTOR1,1
Glycogenesis,PIAS1,1
Glycogenesis,RNASEL,1
Glycogenesis,IFIT1,1
Glycogenesis,EIF3E,1
Glycogenesis,PSME3,1
Glycogenesis,RSAD2,1
Glycogenesis,WWC1,1
Glycogenesis,NF2,1
Glycogenesis,FRMD6,1
Glycogenesis,SAV1,1
Glycogenesis,STK3,1
Glycogenesis,YAP1,1
Glycogenesis,LATS2,1
Glycogenesis,CRB1,1
Glycogenesis,CCN2,1
Glycogenesis,TP53BP2,1
Glycogenesis,MOB1A,1
Glycogenesis,AMOT,1
Glycogenesis,TEAD1,1
Glycogenesis,ITGB2,1
Glycogenesis,SMAD7,1
Glycogenesis,WWTR1,1
Glycogenesis,NKD1,1
Glycogenesis,SNAI2,1
Glycogenesis,GDF7,1
Glycogenesis,RASSF6,1
Glycogenesis,GLI2,1
Glycogenesis,AFP,1
Glycogenesis,DCHS2,1
Glycogenesis,FAT4,1
Glycogenesis,RASSF4,1
Glycogenesis,WNT5A,1
Glycogenesis,PRICKLE1,1
Glycogenesis,GPC4,1
Glycogenesis,VANGL2,1
Glycogenesis,WNT11,1
Glycogenesis,TLE7,1
Glycogenesis,SOX17,1
Glycogenesis,RUVBL1,1
Glycogenesis,CHD8,1
Glycogenesis,CTNNBIP1,1
Glycogenesis,TBL1X,1
Glycogenesis,CACYBP,1
Glycogenesis,SIAH1,1
Glycogenesis,SENP2,1
Glycogenesis,CXXC4,1
Glycogenesis,WIF1,1
Glycogenesis,CER1,1
Glycogenesis,FRZB,1
Glycogenesis,PORCN,1
Glycogenesis,BAMBI,1
Glycogenesis,SOST,1
Glycogenesis,SERPINF1,1
Glycogenesis,INVS,1
Glycogenesis,NOTUM,1
Glycogenesis,CCN4,1
Glycogenesis,ROR1,1
Glycogenesis,RYK,1
Glycogenesis,RNF43,1
Glycogenesis,ZNRF3,1
Glycogenesis,LGR4,1
Glycogenesis,RSPO1,1
Glycogenesis,CBY1,1
Glycogenesis,CTNND2,1
Glycogenesis,APCDD1,1
Glycogenesis,CCDC88C,1
Glycogenesis,IGF2,1
Glycogenesis,ARID1B,1
Glycogenesis,SMARCB1,1
Glycogenesis,SMARCC1,1
Glycogenesis,SMARCA2,1
Glycogenesis,ARID2,1
Glycogenesis,PHF10,1
Glycogenesis,SMARCD1,1
Glycogenesis,SMARCE1,1
Glycogenesis,PBRM1,1
Glycogenesis,BRD7,1
Glycogenesis,NFATC2,1
Glycogenesis,NTNG1,1
Glycogenesis,NTN4,1
Glycogenesis,SLIT3,1
Glycogenesis,SLIT2,1
Glycogenesis,SLIT1,1
Glycogenesis,RASA1,1
Glycogenesis,ROBO3,1
Glycogenesis,ROBO1,1
Glycogenesis,NGEF,1
Glycogenesis,UNC5D,1
Glycogenesis,EPHA2,1
Glycogenesis,LRRC4C,1
Glycogenesis,ROBO2,1
Glycogenesis,NTN3,1
Glycogenesis,EFNB1,1
Glycogenesis,EPHB1,1
Glycogenesis,SEMA7A,1
Glycogenesis,NTN1,1
Glycogenesis,RGS3,1
Glycogenesis,PLXNC1,1
Glycogenesis,PLXNB2,1
Glycogenesis,PLXNA1,1
Glycogenesis,SEMA3A,1
Glycogenesis,SEMA6C,1
Glycogenesis,SEMA4F,1
Glycogenesis,SEMA5B,1
Glycogenesis,SRGAP2,1
Glycogenesis,L1CAM,1
Glycogenesis,NCK2,1
Glycogenesis,LRRC4,1
Glycogenesis,NTNG2,1
Glycogenesis,BMP7,1
Glycogenesis,BMPR1B,1
Glycogenesis,DPYSL2,1
Glycogenesis,RHOD,1
Glycogenesis,DPYSL5,1
Glycogenesis,RND1,1
Glycogenesis,FES,1
Glycogenesis,CFL1,1
Glycogenesis,SSH1,1
Glycogenesis,ENAH,1
Glycogenesis,BOC,1
Glycogenesis,ABLIM3,1
Glycogenesis,NEO1,1
Glycogenesis,RGMA,1
Glycogenesis,LRIG2,1
Glycogenesis,CCR1,1
Glycogenesis,CD200R1,1
Glycogenesis,ATG3,1
Glycogenesis,ANGPT2,1
Glycogenesis,HCK,1
Glycogenesis,CLEC2B,1
Glycogenesis,MICA,1
Glycogenesis,PARVB,1
Glycogenesis,VASP,1
Glycogenesis,ZYX,1
Glycogenesis,CAPN2,1
Glycogenesis,ARHGAP35,1
Glycogenesis,LBP,1
Glycogenesis,ABCG1,1
Glycogenesis,CCL3L3,1
Glycogenesis,CASP6,1
Glycogenesis,POU2F3,1
Glycogenesis,SELP,1
Glycogenesis,MIB2,1
Glycogenesis,ERO1A,1
Glycogenesis,TAP1,1
Glycogenesis,TAPBP,1
Glycogenesis,CCL4L1,1
Glycogenesis,CX3CL1,1
Glycogenesis,IL10RA,1
Glycogenesis,CXCR2,1
Glycogenesis,AKAP13,1
Glycogenesis,PDIA3,1
Urea-Cycle,HSPB1,1
Urea-Cycle,CD1A,1
Urea-Cycle,SERPINB6,1
Urea-Cycle,UMPS,1
Urea-Cycle,CMPK2,1
Urea-Cycle,CTPS1,1
Urea-Cycle,UCKL1,1
Urea-Cycle,UPP2,1
Urea-Cycle,CDA,1
Urea-Cycle,DCTPP1,1
Urea-Cycle,DCTD,1
Urea-Cycle,DTYMK,1
Urea-Cycle,TK1,1
Urea-Cycle,TYMP,1
Urea-Cycle,TYMS,1
Urea-Cycle,DHODH,1
Urea-Cycle,DUT,1
Urea-Cycle,ASMTL,1
Urea-Cycle,NT5C3B,1
Urea-Cycle,MEF2A,1
Urea-Cycle,NOX1,1
Urea-Cycle,CDH5,1
Urea-Cycle,PECAM1,1
Urea-Cycle,KDR,1
Urea-Cycle,NPPC,1
Urea-Cycle,THBD,1
Urea-Cycle,CTSL,1
Urea-Cycle,SUMO4,1
Urea-Cycle,PIAS4,1
Urea-Cycle,GPC1,1
Urea-Cycle,TRPV4,1
