Term,ID,Source_Sheet,Source_DB,Gene
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ATP1B3
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,BSG
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,CAV1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,CD2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,CD47
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,CD48
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,CD58
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,COL1A1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,COL1A2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,CXADR
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,F2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,FCER1G
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,FN1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,FYN
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,GAS6
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,GRB2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,GRB7
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,GRB14
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,HRAS
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,INPP5D
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGA6
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGA3
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGA4
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGA5
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGAL
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGAM
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGAV
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGAX
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGB1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGB2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ITGB3
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,KRAS
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,L1CAM
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,LCK
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,LYN
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,MAG
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,MMP1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,NRAS
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,OLR1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PECAM1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PF4
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PF4V1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PIK3CA
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PIK3CB
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PIK3R1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PIK3R2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PLCG1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PPIA
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PROC
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PROS1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PTPN6
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PTPN11
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SELL
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SELP
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SELPLG
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SHC1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC3A2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC16A1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SOS1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SPN
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SRC
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,TEK
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,THBD
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,YES1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC7A5
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,CD84
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,DOK2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC7A7
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC7A6
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC16A3
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,MERTK
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC7A9
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC7A8
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC16A8
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC7A11
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,PPIL2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,F11R
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,GP6
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ANGPT4
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,CD244
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,TREM1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SIRPG
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SLC7A10
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,CD177
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,JAM2
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,JAM3
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,ESAM
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,AMICA1
Cell surface interactions at the vascular wall,bioplanet_1498,Gluconeogenesis,bioplanet,SIRPA
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,ARNTL
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,AVP
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CPT1A
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CREB1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,ATF2
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CREBBP
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CRY1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CRY2
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CSNK1D
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CSNK1E
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,DBP
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,EP300
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,F7
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,NR3C1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,HIF1A
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,MEF2C
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,MEF2D
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,NPAS2
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,SERPINE1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,PER1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,PPARA
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,MED1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,RORA
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,RORB
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,RORC
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,RPS27A
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,RXRA
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,SKP1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,SMARCD3
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,SREBF1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,TBL1X
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,UBA52
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,UBB
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,UBC
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,NCOA3
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CUL1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,BHLHE40
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,NCOA1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,HDAC3
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,PER3
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,PER2
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,BTRC
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,NR1D1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CLOCK
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,NCOR1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,RBX1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,"NAMPT"
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CARM1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,NCOA2
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,PPARGC1A
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,NCOA6
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,FBXW11
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CCRN4L
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,FBXL3
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,ARNTL2
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,BHLHE41
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,TBL1XR1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,CHD9
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,ELOVL3
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,HELZ2
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,TGS1
Circadian rhythm,bioplanet_1501,Gluconeogenesis,bioplanet,SKP1P2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ABL1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ABL2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ACVR1B
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ACVR2A
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ACVR2B
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,AP2A1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,AP2A2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,AP2B1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,AKT1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,AKT2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ALCAM
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ANK1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ANK2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ANK3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,RHOA
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,RHOB
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,RHOC
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,RHOG
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,BNIP2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,KLF5
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CACNA1C
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CACNA1D
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CACNA1F
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CACNA1S
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CACNB1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CACNB2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CACNB3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CACNB4
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CCNC
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CCND3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CD36
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CD72
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CDK1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CDC42
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CDH2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CDH4
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CDH15
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CDK4
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CDK5
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CDK8
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CEBPA
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CEBPB
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CEBPD
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CFL1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,AP2M1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,AP2S1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CLTA
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CLTC
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CNTN1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL1A1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL1A2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL2A1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL3A1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL4A1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL4A2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL4A3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL4A4
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL4A5
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL5A1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL5A2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL6A1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL6A2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL6A3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL9A1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL9A2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,COL9A3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CREB1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CREBBP
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CRMP1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MAPK14
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CSNK2A1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CSNK2A2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CSNK2B
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NCAN
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CTNNA1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CTNNA2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,CTNNB1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DCC
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DCX
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DLG1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DLG3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DLG4
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DNM1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DNM2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DOCK1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DPYSL2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,DPYSL3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,EBF1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,EGFR
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,EGR2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,EP300
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,EPHB2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ERBB2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FABP4
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FES
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FGF10
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FGFR1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FOXO1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FOXO3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NR5A2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FYN
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,GCK
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,GDF1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,GDNF
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,GFRA1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,GFRA2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,GPC1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,GRB2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ARHGAP35
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,GSK3B
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FOXA2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FOXA3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,HNF4A
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,HNF4G
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ONECUT1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,HRAS
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,HES1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,HSP90AA1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,HSP90AB1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,IAPP
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,RBPJ
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,INS
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,INSM1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PDX1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ITGA1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ITGA2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ITGA2B
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ITGA5
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ITGA9
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ITGAV
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ITGB1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ITGB3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,KCNQ2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,KCNQ3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,KRAS
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,L1CAM
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,LAMB1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,LAMC1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,LEP
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,ABLIM1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,LIMK1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,LIMK2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,LPL
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,SMAD2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,SMAD3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,SMAD4
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MEF2A
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MEF2C
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MEF2D
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MET
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MSN
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MYF5
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MYF6
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MYH9
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MYH10
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MYH11
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MYL6
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MYO10
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MYOD1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MYOG
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NCAM1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NCK1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NEO1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NEUROD1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NFKB1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NKX2-2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NKX6-1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NODAL
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NOTCH1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NRAS
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NRCAM
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NRTN
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,NTN3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,FURIN
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PCSK6
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PAK1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PAK2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PAK3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PAX4
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PAX6
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PCK1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PFN1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PFN2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PITPNA
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PKLR
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PLCG1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PLIN1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PLXNA1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PLXNA2
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PLXNB1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PLXNB3
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PPARA
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PPARG
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MED1
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,PRKCQ
Developmental biology,bioplanet_1517,Gluconeogenesis,bioplanet,MAPK1
