HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
DLST,0.71,0.04102,Iwamoto_BA10_BPD,BPD,Human
DLX5,-0.29,0.21364,Iwamoto_BA10_BPD,BPD,Human
DNM1,-0.17,0.13094,Iwamoto_BA10_BPD,BPD,Human
DNM1L,0.01,0.63239,Iwamoto_BA10_BPD,BPD,Human
DNM2,-0.13,0.48084,Iwamoto_BA10_BPD,BPD,Human
DNMT1,-0.29,0.06040,Iwamoto_BA10_BPD,BPD,Human
DOCK1,0.05,0.79296,Iwamoto_BA10_BPD,BPD,Human
DOCK2,-0.66,0.00638,Iwamoto_BA10_BPD,BPD,Human
DPYD,0.31,0.22950,Iwamoto_BA10_BPD,BPD,Human
DPYS,-0.51,0.23510,Iwamoto_BA10_BPD,BPD,Human
DPYSL2,-0.07,0.46724,Iwamoto_BA10_BPD,BPD,Human
DRD1,-0.41,0.27889,Iwamoto_BA10_BPD,BPD,Human
DRD2,0.09,0.76616,Iwamoto_BA10_BPD,BPD,Human
DRD3,-0.57,0.10511,Iwamoto_BA10_BPD,BPD,Human
DTYMK,0.13,0.33046,Iwamoto_BA10_BPD,BPD,Human
DUT,0.12,0.28173,Iwamoto_BA10_BPD,BPD,Human
DVL1,-0.21,0.47261,Iwamoto_BA10_BPD,BPD,Human
E2F1,0.00,0.91743,Iwamoto_BA10_BPD,BPD,Human
E2F2,-0.23,0.46406,Iwamoto_BA10_BPD,BPD,Human
E2F3,-0.21,0.14465,Iwamoto_BA10_BPD,BPD,Human
E2F4,-0.08,0.24364,Iwamoto_BA10_BPD,BPD,Human
ECH1,0.02,0.88098,Iwamoto_BA10_BPD,BPD,Human
ECHS1,-0.16,0.17192,Iwamoto_BA10_BPD,BPD,Human
EDNRA,-0.70,0.12427,Iwamoto_BA10_BPD,BPD,Human
EDNRB,0.26,0.37411,Iwamoto_BA10_BPD,BPD,Human
EEF2,0.12,0.28988,Iwamoto_BA10_BPD,BPD,Human
EFNA1,0.01,0.96642,Iwamoto_BA10_BPD,BPD,Human
EGF,0.14,0.38196,Iwamoto_BA10_BPD,BPD,Human
EGFR,0.33,0.36966,Iwamoto_BA10_BPD,BPD,Human
EGR1,-0.22,0.35673,Iwamoto_BA10_BPD,BPD,Human
EGR2,-0.39,0.49381,Iwamoto_BA10_BPD,BPD,Human
EHHADH,-0.18,0.74268,Iwamoto_BA10_BPD,BPD,Human
EHMT2,-0.13,0.30901,Iwamoto_BA10_BPD,BPD,Human
EIF2AK2,-0.19,0.16176,Iwamoto_BA10_BPD,BPD,Human
EIF2S1,0.07,0.62420,Iwamoto_BA10_BPD,BPD,Human
EIF3H,0.29,0.11828,Iwamoto_BA10_BPD,BPD,Human
EIF4B,0.01,0.89842,Iwamoto_BA10_BPD,BPD,Human
EIF4E,-0.06,0.63776,Iwamoto_BA10_BPD,BPD,Human
EIF4EBP1,0.08,0.77425,Iwamoto_BA10_BPD,BPD,Human
ELAVL1,0.63,0.29821,Iwamoto_BA10_BPD,BPD,Human
ELK1,-0.23,0.21488,Iwamoto_BA10_BPD,BPD,Human
ELMO1,-0.20,0.19689,Iwamoto_BA10_BPD,BPD,Human
ELOVL2,0.34,0.22203,Iwamoto_BA10_BPD,BPD,Human
ELOVL5,0.17,0.28115,Iwamoto_BA10_BPD,BPD,Human
ELOVL6,0.08,0.73819,Iwamoto_BA10_BPD,BPD,Human
ENO1,0.04,0.72800,Iwamoto_BA10_BPD,BPD,Human
ENPP1,0.49,0.17441,Iwamoto_BA10_BPD,BPD,Human
EPAS1,0.16,0.62400,Iwamoto_BA10_BPD,BPD,Human
EPHA2,-0.12,0.66820,Iwamoto_BA10_BPD,BPD,Human
EPHX1,-0.02,0.95042,Iwamoto_BA10_BPD,BPD,Human
EPHX2,0.29,0.39052,Iwamoto_BA10_BPD,BPD,Human
EPO,-0.06,0.80551,Iwamoto_BA10_BPD,BPD,Human
ERBB2,-0.07,0.50080,Iwamoto_BA10_BPD,BPD,Human
ERBB3,-0.23,0.29745,Iwamoto_BA10_BPD,BPD,Human
ERBB4,-0.36,0.29274,Iwamoto_BA10_BPD,BPD,Human
EREG,0.63,0.17160,Iwamoto_BA10_BPD,BPD,Human
ERN1,-0.31,0.26384,Iwamoto_BA10_BPD,BPD,Human
ESPL1,0.11,0.65957,Iwamoto_BA10_BPD,BPD,Human
ESR1,0.35,0.21385,Iwamoto_BA10_BPD,BPD,Human
ESRRB,0.03,0.92819,Iwamoto_BA10_BPD,BPD,Human
ETS1,0.00,0.84079,Iwamoto_BA10_BPD,BPD,Human
ETV5,0.01,0.94850,Iwamoto_BA10_BPD,BPD,Human
ETV6,0.36,0.15651,Iwamoto_BA10_BPD,BPD,Human
EWSR1,-0.25,0.20770,Iwamoto_BA10_BPD,BPD,Human
EXOSC2,-0.31,0.39935,Iwamoto_BA10_BPD,BPD,Human
EXOSC7,-0.27,0.09818,Iwamoto_BA10_BPD,BPD,Human
EXOSC9,-0.38,0.27353,Iwamoto_BA10_BPD,BPD,Human
EZH2,0.09,0.83654,Iwamoto_BA10_BPD,BPD,Human
EZR,0.15,0.51891,Iwamoto_BA10_BPD,BPD,Human
F2,-0.31,0.39228,Iwamoto_BA10_BPD,BPD,Human
F2R,0.11,0.84992,Iwamoto_BA10_BPD,BPD,Human
FABP1,0.31,0.52871,Iwamoto_BA10_BPD,BPD,Human
FABP2,0.08,0.89739,Iwamoto_BA10_BPD,BPD,Human
FABP3,-0.10,0.75247,Iwamoto_BA10_BPD,BPD,Human
FABP4,0.42,0.51629,Iwamoto_BA10_BPD,BPD,Human
FADD,0.06,0.70142,Iwamoto_BA10_BPD,BPD,Human
FADS1,-0.07,0.61026,Iwamoto_BA10_BPD,BPD,Human
FADS2,0.07,0.68573,Iwamoto_BA10_BPD,BPD,Human
FAH,0.40,0.21358,Iwamoto_BA10_BPD,BPD,Human
FAS,-0.05,0.68047,Iwamoto_BA10_BPD,BPD,Human
FASLG,0.21,0.58596,Iwamoto_BA10_BPD,BPD,Human
FASN,-0.24,0.03086,Iwamoto_BA10_BPD,BPD,Human
FBP1,-0.03,0.91294,Iwamoto_BA10_BPD,BPD,Human
FBXW11,-0.02,0.87441,Iwamoto_BA10_BPD,BPD,Human
FCGR2A,0.77,0.15831,Iwamoto_BA10_BPD,BPD,Human
FDPS,-0.09,0.40806,Iwamoto_BA10_BPD,BPD,Human
FGF1,0.04,0.86764,Iwamoto_BA10_BPD,BPD,Human
FGF2,0.29,0.27091,Iwamoto_BA10_BPD,BPD,Human
FGFR1,0.01,0.30770,Iwamoto_BA10_BPD,BPD,Human
FGFR2,0.24,0.37770,Iwamoto_BA10_BPD,BPD,Human
FGFR3,0.21,0.51238,Iwamoto_BA10_BPD,BPD,Human
FGR,-0.03,0.87470,Iwamoto_BA10_BPD,BPD,Human
FH,0.04,0.83906,Iwamoto_BA10_BPD,BPD,Human
FKBP4,-0.21,0.07843,Iwamoto_BA10_BPD,BPD,Human
FLNA,-0.12,0.43557,Iwamoto_BA10_BPD,BPD,Human
FLT1,0.18,0.57868,Iwamoto_BA10_BPD,BPD,Human
FLT3,-0.20,0.57975,Iwamoto_BA10_BPD,BPD,Human
FLT3LG,0.19,0.33784,Iwamoto_BA10_BPD,BPD,Human
FLT4,0.50,0.19702,Iwamoto_BA10_BPD,BPD,Human
FN1,-0.06,0.81780,Iwamoto_BA10_BPD,BPD,Human
FOLH1,0.27,0.44902,Iwamoto_BA10_BPD,BPD,Human
FOS,0.19,0.56787,Iwamoto_BA10_BPD,BPD,Human
FOSB,0.03,0.87806,Iwamoto_BA10_BPD,BPD,Human
FOSL1,0.06,0.71059,Iwamoto_BA10_BPD,BPD,Human
FOXA2,0.32,0.20953,Iwamoto_BA10_BPD,BPD,Human
FOXO1,0.18,0.38291,Iwamoto_BA10_BPD,BPD,Human
FOXO3,0.10,0.34389,Iwamoto_BA10_BPD,BPD,Human
FOXO4,-0.19,0.48011,Iwamoto_BA10_BPD,BPD,Human
FRZB,-0.53,0.09283,Iwamoto_BA10_BPD,BPD,Human
FSHR,0.01,0.96751,Iwamoto_BA10_BPD,BPD,Human
FTH1,0.23,0.14398,Iwamoto_BA10_BPD,BPD,Human
FUCA1,0.20,0.23583,Iwamoto_BA10_BPD,BPD,Human
FUT8,-0.18,0.40792,Iwamoto_BA10_BPD,BPD,Human
FYN,0.15,0.49317,Iwamoto_BA10_BPD,BPD,Human
FZR1,0.10,0.24937,Iwamoto_BA10_BPD,BPD,Human
G6PC1,0.18,0.79937,Iwamoto_BA10_BPD,BPD,Human
GAB1,0.11,0.57917,Iwamoto_BA10_BPD,BPD,Human
GAB2,0.15,0.38606,Iwamoto_BA10_BPD,BPD,Human
GABARAP,0.19,0.08037,Iwamoto_BA10_BPD,BPD,Human
GABBR1,-0.48,0.23793,Iwamoto_BA10_BPD,BPD,Human
GABRA1,-0.14,0.53393,Iwamoto_BA10_BPD,BPD,Human
GAD1,-0.32,0.16687,Iwamoto_BA10_BPD,BPD,Human
GADD45G,0.46,0.11643,Iwamoto_BA10_BPD,BPD,Human
GAMT,-0.18,0.44870,Iwamoto_BA10_BPD,BPD,Human
GAPDH,0.02,0.52626,Iwamoto_BA10_BPD,BPD,Human
GART,-0.16,0.69130,Iwamoto_BA10_BPD,BPD,Human
GATA4,-0.05,0.78315,Iwamoto_BA10_BPD,BPD,Human
GATM,-0.11,0.58044,Iwamoto_BA10_BPD,BPD,Human
GBE1,0.08,0.46616,Iwamoto_BA10_BPD,BPD,Human
GCDH,0.00,0.83270,Iwamoto_BA10_BPD,BPD,Human
GCG,-0.12,0.81389,Iwamoto_BA10_BPD,BPD,Human
GCK,0.47,0.22213,Iwamoto_BA10_BPD,BPD,Human
GCLC,0.14,0.37565,Iwamoto_BA10_BPD,BPD,Human
GFPT1,0.07,0.57403,Iwamoto_BA10_BPD,BPD,Human
GGPS1,-0.02,0.85799,Iwamoto_BA10_BPD,BPD,Human
GGT1,-0.64,0.11624,Iwamoto_BA10_BPD,BPD,Human
GHR,0.29,0.35879,Iwamoto_BA10_BPD,BPD,Human
GHRH,-0.02,0.93744,Iwamoto_BA10_BPD,BPD,Human
GHRHR,0.32,0.27178,Iwamoto_BA10_BPD,BPD,Human
GJA1,0.48,0.12557,Iwamoto_BA10_BPD,BPD,Human
GK,0.40,0.37774,Iwamoto_BA10_BPD,BPD,Human
GLA,0.03,0.81112,Iwamoto_BA10_BPD,BPD,Human
GLB1,-0.09,0.48827,Iwamoto_BA10_BPD,BPD,Human
GLI2,-0.12,0.09810,Iwamoto_BA10_BPD,BPD,Human
GLI3,-0.11,0.77752,Iwamoto_BA10_BPD,BPD,Human
GLS2,-0.26,0.06569,Iwamoto_BA10_BPD,BPD,Human
GLUD1,0.27,0.23629,Iwamoto_BA10_BPD,BPD,Human
GLUL,0.15,0.53450,Iwamoto_BA10_BPD,BPD,Human
GNA11,-0.06,0.58920,Iwamoto_BA10_BPD,BPD,Human
GNAI1,-0.20,0.30268,Iwamoto_BA10_BPD,BPD,Human
GNAO1,-0.05,0.60749,Iwamoto_BA10_BPD,BPD,Human
GNAQ,0.00,0.96865,Iwamoto_BA10_BPD,BPD,Human
GNAS,-0.04,0.69974,Iwamoto_BA10_BPD,BPD,Human
GNB3,0.19,0.52230,Iwamoto_BA10_BPD,BPD,Human
GNB5,-0.38,0.12584,Iwamoto_BA10_BPD,BPD,Human
GNRHR,0.59,0.25101,Iwamoto_BA10_BPD,BPD,Human
GOT2,-0.14,0.30341,Iwamoto_BA10_BPD,BPD,Human
GPC1,-0.06,0.60487,Iwamoto_BA10_BPD,BPD,Human
GPC4,-0.24,0.45286,Iwamoto_BA10_BPD,BPD,Human
GPI,-0.07,0.60943,Iwamoto_BA10_BPD,BPD,Human
GPT,-0.49,0.07840,Iwamoto_BA10_BPD,BPD,Human
GPX4,-0.04,0.70868,Iwamoto_BA10_BPD,BPD,Human
GRAP2,0.15,0.58690,Iwamoto_BA10_BPD,BPD,Human
GRB10,-0.05,0.68022,Iwamoto_BA10_BPD,BPD,Human
GRB2,-0.09,0.47162,Iwamoto_BA10_BPD,BPD,Human
GRIA1,-0.08,0.63052,Iwamoto_BA10_BPD,BPD,Human
GRIA2,-0.06,0.58933,Iwamoto_BA10_BPD,BPD,Human
GRIA3,-0.02,0.89780,Iwamoto_BA10_BPD,BPD,Human
GRIN1,-0.11,0.41328,Iwamoto_BA10_BPD,BPD,Human
GRIN2A,-0.18,0.38111,Iwamoto_BA10_BPD,BPD,Human
GRIN2B,-0.08,0.86246,Iwamoto_BA10_BPD,BPD,Human
GRM1,-0.36,0.13396,Iwamoto_BA10_BPD,BPD,Human
GRM2,-0.25,0.04054,Iwamoto_BA10_BPD,BPD,Human
GRM3,-0.18,0.39648,Iwamoto_BA10_BPD,BPD,Human
GRM4,-0.20,0.08408,Iwamoto_BA10_BPD,BPD,Human
GRM5,-0.14,0.47801,Iwamoto_BA10_BPD,BPD,Human
GRM7,-0.19,0.53847,Iwamoto_BA10_BPD,BPD,Human
GRPR,0.32,0.22129,Iwamoto_BA10_BPD,BPD,Human
GSK3B,0.08,0.71911,Iwamoto_BA10_BPD,BPD,Human
GSN,-0.02,0.90663,Iwamoto_BA10_BPD,BPD,Human
GSR,0.19,0.66892,Iwamoto_BA10_BPD,BPD,Human
GSS,-0.15,0.66490,Iwamoto_BA10_BPD,BPD,Human
GSTP1,-0.05,0.75378,Iwamoto_BA10_BPD,BPD,Human
GSTZ1,0.51,0.04344,Iwamoto_BA10_BPD,BPD,Human
GUCY1A2,-0.10,0.60090,Iwamoto_BA10_BPD,BPD,Human
GYG1,0.03,0.80818,Iwamoto_BA10_BPD,BPD,Human
GYS1,-0.12,0.43501,Iwamoto_BA10_BPD,BPD,Human
HAAO,-0.40,0.00860,Iwamoto_BA10_BPD,BPD,Human
HADH,0.09,0.54766,Iwamoto_BA10_BPD,BPD,Human
HADHA,0.11,0.54088,Iwamoto_BA10_BPD,BPD,Human
HAP1,-0.24,0.17393,Iwamoto_BA10_BPD,BPD,Human
HBEGF,0.20,0.31009,Iwamoto_BA10_BPD,BPD,Human
HCK,0.02,0.17627,Iwamoto_BA10_BPD,BPD,Human
HCRTR1,-0.14,0.33717,Iwamoto_BA10_BPD,BPD,Human
HDAC1,0.02,0.48322,Iwamoto_BA10_BPD,BPD,Human
HDAC5,-0.23,0.07984,Iwamoto_BA10_BPD,BPD,Human
HDAC6,-0.21,0.15376,Iwamoto_BA10_BPD,BPD,Human
HES1,0.44,0.05768,Iwamoto_BA10_BPD,BPD,Human
HGF,0.88,0.06690,Iwamoto_BA10_BPD,BPD,Human
HHEX,-0.39,0.12451,Iwamoto_BA10_BPD,BPD,Human
HIBCH,-0.16,0.48069,Iwamoto_BA10_BPD,BPD,Human
HIF1A,0.22,0.12159,Iwamoto_BA10_BPD,BPD,Human
HLA-DMA,-0.71,0.04278,Iwamoto_BA10_BPD,BPD,Human
HMGB1,0.14,0.47703,Iwamoto_BA10_BPD,BPD,Human
HMGCL,-0.31,0.10295,Iwamoto_BA10_BPD,BPD,Human
HMGCR,-0.16,0.28873,Iwamoto_BA10_BPD,BPD,Human
HMGCS1,0.11,0.82624,Iwamoto_BA10_BPD,BPD,Human
HMOX1,0.71,0.03839,Iwamoto_BA10_BPD,BPD,Human
HNF1A,-0.04,0.44129,Iwamoto_BA10_BPD,BPD,Human
HNF1B,0.19,0.06207,Iwamoto_BA10_BPD,BPD,Human
HNF4A,0.02,0.39192,Iwamoto_BA10_BPD,BPD,Human
HNRNPK,-0.06,0.56568,Iwamoto_BA10_BPD,BPD,Human
HPRT1,-0.25,0.29414,Iwamoto_BA10_BPD,BPD,Human
HRAS,-0.10,0.39275,Iwamoto_BA10_BPD,BPD,Human
HSD17B10,-0.02,0.88985,Iwamoto_BA10_BPD,BPD,Human
HSD3B1,0.11,0.81915,Iwamoto_BA10_BPD,BPD,Human
HSP90AA1,0.04,0.72781,Iwamoto_BA10_BPD,BPD,Human
HSP90B1,0.00,0.99891,Iwamoto_BA10_BPD,BPD,Human
HSPA1A,0.56,0.06511,Iwamoto_BA10_BPD,BPD,Human
HSPB1,0.33,0.12499,Iwamoto_BA10_BPD,BPD,Human
HSPD1,-0.04,0.68959,Iwamoto_BA10_BPD,BPD,Human
HTR2A,-0.10,0.62481,Iwamoto_BA10_BPD,BPD,Human
HTR7,-0.28,0.27328,Iwamoto_BA10_BPD,BPD,Human
HTRA2,-0.20,0.07141,Iwamoto_BA10_BPD,BPD,Human
HTT,-0.06,0.66414,Iwamoto_BA10_BPD,BPD,Human
ICAM1,0.02,0.95554,Iwamoto_BA10_BPD,BPD,Human
ICOS,0.84,0.10110,Iwamoto_BA10_BPD,BPD,Human
ID1,0.06,0.79861,Iwamoto_BA10_BPD,BPD,Human
ID2,-0.32,0.51661,Iwamoto_BA10_BPD,BPD,Human
IDE,0.49,0.23766,Iwamoto_BA10_BPD,BPD,Human
IDH1,0.15,0.33126,Iwamoto_BA10_BPD,BPD,Human
IDH3A,-0.10,0.51536,Iwamoto_BA10_BPD,BPD,Human
IDI1,-0.11,0.52707,Iwamoto_BA10_BPD,BPD,Human
IFNA1,0.00,0.99875,Iwamoto_BA10_BPD,BPD,Human
IFNAR1,-0.35,0.29243,Iwamoto_BA10_BPD,BPD,Human
IFNAR2,0.17,0.17833,Iwamoto_BA10_BPD,BPD,Human
IFNB1,1.04,0.03994,Iwamoto_BA10_BPD,BPD,Human
IFNG,0.39,0.16286,Iwamoto_BA10_BPD,BPD,Human
IGF1,-0.27,0.25176,Iwamoto_BA10_BPD,BPD,Human
IGF1R,0.06,0.49060,Iwamoto_BA10_BPD,BPD,Human
IGF2,0.17,0.52623,Iwamoto_BA10_BPD,BPD,Human
IGFBP3,0.08,0.72837,Iwamoto_BA10_BPD,BPD,Human
IHH,-0.07,0.79372,Iwamoto_BA10_BPD,BPD,Human
IKBKB,0.01,0.98566,Iwamoto_BA10_BPD,BPD,Human
IKBKE,-0.17,0.26712,Iwamoto_BA10_BPD,BPD,Human
IKBKG,-0.14,0.19870,Iwamoto_BA10_BPD,BPD,Human
IL10,0.35,0.32757,Iwamoto_BA10_BPD,BPD,Human
IL10RA,0.15,0.22723,Iwamoto_BA10_BPD,BPD,Human
IL12A,0.06,0.86456,Iwamoto_BA10_BPD,BPD,Human
IL13,0.01,0.97461,Iwamoto_BA10_BPD,BPD,Human
IL17A,0.66,0.13956,Iwamoto_BA10_BPD,BPD,Human
IL18,0.31,0.54764,Iwamoto_BA10_BPD,BPD,Human
IL1A,-0.47,0.28939,Iwamoto_BA10_BPD,BPD,Human
IL1B,-0.34,0.22952,Iwamoto_BA10_BPD,BPD,Human
IL1R1,-0.33,0.50859,Iwamoto_BA10_BPD,BPD,Human
IL2,-0.31,0.17416,Iwamoto_BA10_BPD,BPD,Human
IL2RA,-0.01,0.98404,Iwamoto_BA10_BPD,BPD,Human
IL2RB,-0.35,0.24447,Iwamoto_BA10_BPD,BPD,Human
IL3,0.12,0.72261,Iwamoto_BA10_BPD,BPD,Human
IL4,0.28,0.07851,Iwamoto_BA10_BPD,BPD,Human
IL5,0.27,0.55561,Iwamoto_BA10_BPD,BPD,Human
IL6,0.29,0.61373,Iwamoto_BA10_BPD,BPD,Human
IL6R,0.04,0.92035,Iwamoto_BA10_BPD,BPD,Human
IL6ST,0.36,0.24669,Iwamoto_BA10_BPD,BPD,Human
IL7R,0.02,0.62201,Iwamoto_BA10_BPD,BPD,Human
ILK,-0.11,0.33056,Iwamoto_BA10_BPD,BPD,Human
IMPA1,-0.04,0.75103,Iwamoto_BA10_BPD,BPD,Human
IMPDH1,-0.06,0.65103,Iwamoto_BA10_BPD,BPD,Human
INHBA,0.26,0.53454,Iwamoto_BA10_BPD,BPD,Human
INPP4A,0.06,0.41499,Iwamoto_BA10_BPD,BPD,Human
INPP5D,-0.34,0.02097,Iwamoto_BA10_BPD,BPD,Human
INPPL1,-0.08,0.62532,Iwamoto_BA10_BPD,BPD,Human
INS,0.90,0.02381,Iwamoto_BA10_BPD,BPD,Human
INSR,-0.19,0.30941,Iwamoto_BA10_BPD,BPD,Human
IRAK1,-0.05,0.73346,Iwamoto_BA10_BPD,BPD,Human
IRF1,0.19,0.39284,Iwamoto_BA10_BPD,BPD,Human
IRF7,-0.16,0.67679,Iwamoto_BA10_BPD,BPD,Human
IRF9,0.01,0.97168,Iwamoto_BA10_BPD,BPD,Human
IRS1,0.07,0.58706,Iwamoto_BA10_BPD,BPD,Human
IRS2,0.12,0.60709,Iwamoto_BA10_BPD,BPD,Human
ISG15,-0.04,0.76687,Iwamoto_BA10_BPD,BPD,Human
ISL1,-0.70,0.04402,Iwamoto_BA10_BPD,BPD,Human
ITCH,-0.45,0.32949,Iwamoto_BA10_BPD,BPD,Human
ITGA2B,0.00,0.76906,Iwamoto_BA10_BPD,BPD,Human
ITGA4,-0.47,0.37881,Iwamoto_BA10_BPD,BPD,Human
ITGA5,-0.10,0.63013,Iwamoto_BA10_BPD,BPD,Human
ITGA6,0.15,0.38810,Iwamoto_BA10_BPD,BPD,Human
ITGAL,-0.42,0.30257,Iwamoto_BA10_BPD,BPD,Human
ITGAM,-0.59,0.11512,Iwamoto_BA10_BPD,BPD,Human
ITGAV,0.04,0.26714,Iwamoto_BA10_BPD,BPD,Human
ITGB1,-0.27,0.53821,Iwamoto_BA10_BPD,BPD,Human
ITGB2,-0.47,0.25396,Iwamoto_BA10_BPD,BPD,Human
ITGB3,0.29,0.33005,Iwamoto_BA10_BPD,BPD,Human
ITGB7,0.63,0.09858,Iwamoto_BA10_BPD,BPD,Human
ITK,-0.18,0.52469,Iwamoto_BA10_BPD,BPD,Human
ITPA,-0.11,0.29763,Iwamoto_BA10_BPD,BPD,Human
ITPR1,-0.22,0.31823,Iwamoto_BA10_BPD,BPD,Human
ITPR3,-0.02,0.86515,Iwamoto_BA10_BPD,BPD,Human
JAG1,0.09,0.49585,Iwamoto_BA10_BPD,BPD,Human
JAK1,0.10,0.47477,Iwamoto_BA10_BPD,BPD,Human
JAK2,-0.05,0.72957,Iwamoto_BA10_BPD,BPD,Human
JAK3,-0.12,0.50736,Iwamoto_BA10_BPD,BPD,Human
JUN,0.17,0.34746,Iwamoto_BA10_BPD,BPD,Human
JUNB,0.11,0.56681,Iwamoto_BA10_BPD,BPD,Human
JUP,0.01,0.93841,Iwamoto_BA10_BPD,BPD,Human
KAT5,0.02,0.90686,Iwamoto_BA10_BPD,BPD,Human
KCNC3,-0.15,0.55320,Iwamoto_BA10_BPD,BPD,Human
KCNJ10,-0.48,0.27824,Iwamoto_BA10_BPD,BPD,Human
KCNJ6,-0.29,0.11388,Iwamoto_BA10_BPD,BPD,Human
KDM1A,0.08,0.60563,Iwamoto_BA10_BPD,BPD,Human
KDR,0.68,0.03792,Iwamoto_BA10_BPD,BPD,Human
KEAP1,-0.14,0.33511,Iwamoto_BA10_BPD,BPD,Human
KIDINS220,-0.02,0.86873,Iwamoto_BA10_BPD,BPD,Human
KIF3A,-0.05,0.79727,Iwamoto_BA10_BPD,BPD,Human
KIF5A,0.15,0.46766,Iwamoto_BA10_BPD,BPD,Human
KIT,-0.19,0.58648,Iwamoto_BA10_BPD,BPD,Human
KITLG,0.62,0.02259,Iwamoto_BA10_BPD,BPD,Human
KLF4,0.34,0.41300,Iwamoto_BA10_BPD,BPD,Human
KLK3,-0.08,0.35310,Iwamoto_BA10_BPD,BPD,Human
KMO,-0.44,0.43516,Iwamoto_BA10_BPD,BPD,Human
KMT2A,-0.04,0.77445,Iwamoto_BA10_BPD,BPD,Human
KNG1,0.09,0.16542,Iwamoto_BA10_BPD,BPD,Human
KRAS,0.02,0.90189,Iwamoto_BA10_BPD,BPD,Human
KYNU,-0.09,0.68279,Iwamoto_BA10_BPD,BPD,Human
LAMC1,0.12,0.69650,Iwamoto_BA10_BPD,BPD,Human
LAT,-0.26,0.41435,Iwamoto_BA10_BPD,BPD,Human
LCK,0.06,0.53177,Iwamoto_BA10_BPD,BPD,Human
LCN2,-0.24,0.66992,Iwamoto_BA10_BPD,BPD,Human
LCP2,-0.11,0.70516,Iwamoto_BA10_BPD,BPD,Human
LDLR,-0.24,0.42845,Iwamoto_BA10_BPD,BPD,Human
LEF1,0.06,0.80946,Iwamoto_BA10_BPD,BPD,Human
LEFTY1,0.03,0.90588,Iwamoto_BA10_BPD,BPD,Human
LEP,0.41,0.39948,Iwamoto_BA10_BPD,BPD,Human
LEPR,0.67,0.14917,Iwamoto_BA10_BPD,BPD,Human
LIF,0.09,0.68146,Iwamoto_BA10_BPD,BPD,Human
LIMK1,-0.01,0.96344,Iwamoto_BA10_BPD,BPD,Human
LIPE,-0.11,0.49310,Iwamoto_BA10_BPD,BPD,Human
LPAR1,0.10,0.82398,Iwamoto_BA10_BPD,BPD,Human
LPCAT3,0.04,0.57057,Iwamoto_BA10_BPD,BPD,Human
LPIN1,0.15,0.29247,Iwamoto_BA10_BPD,BPD,Human
LPL,0.08,0.68654,Iwamoto_BA10_BPD,BPD,Human
LRP1,-0.13,0.35645,Iwamoto_BA10_BPD,BPD,Human
LRP6,-0.18,0.53033,Iwamoto_BA10_BPD,BPD,Human
LSM4,0.09,0.63902,Iwamoto_BA10_BPD,BPD,Human
LTA4H,0.07,0.44400,Iwamoto_BA10_BPD,BPD,Human
LTB4R,0.16,0.73279,Iwamoto_BA10_BPD,BPD,Human
LTC4S,-0.17,0.48685,Iwamoto_BA10_BPD,BPD,Human
LYN,0.22,0.39750,Iwamoto_BA10_BPD,BPD,Human
MAD1L1,0.07,0.71650,Iwamoto_BA10_BPD,BPD,Human
MAF,-0.22,0.25129,Iwamoto_BA10_BPD,BPD,Human
MAGED1,0.02,0.86354,Iwamoto_BA10_BPD,BPD,Human
MALT1,0.20,0.49704,Iwamoto_BA10_BPD,BPD,Human
MAML3,0.04,0.88190,Iwamoto_BA10_BPD,BPD,Human
MAOA,0.14,0.42982,Iwamoto_BA10_BPD,BPD,Human
MAP2K1,-0.20,0.46194,Iwamoto_BA10_BPD,BPD,Human
MAP2K3,1.16,0.00023,Iwamoto_BA10_BPD,BPD,Human
MAP2K4,-0.09,0.54246,Iwamoto_BA10_BPD,BPD,Human
MAP2K5,0.01,0.19552,Iwamoto_BA10_BPD,BPD,Human
MAP2K6,0.38,0.29724,Iwamoto_BA10_BPD,BPD,Human
MAP2K7,0.05,0.91965,Iwamoto_BA10_BPD,BPD,Human
MAP3K1,0.18,0.63672,Iwamoto_BA10_BPD,BPD,Human
MAP3K10,-0.30,0.05504,Iwamoto_BA10_BPD,BPD,Human
MAP3K11,-0.31,0.25429,Iwamoto_BA10_BPD,BPD,Human
MAP3K14,-0.13,0.70302,Iwamoto_BA10_BPD,BPD,Human
MAP3K3,0.03,0.88059,Iwamoto_BA10_BPD,BPD,Human
MAP3K5,-0.07,0.68990,Iwamoto_BA10_BPD,BPD,Human
MAP3K7,-0.06,0.66228,Iwamoto_BA10_BPD,BPD,Human
MAP3K8,0.05,0.58542,Iwamoto_BA10_BPD,BPD,Human
MAPK1,0.24,0.31746,Iwamoto_BA10_BPD,BPD,Human
MAPK14,-0.10,0.34789,Iwamoto_BA10_BPD,BPD,Human
MAPK7,-0.04,0.75775,Iwamoto_BA10_BPD,BPD,Human
MAPK8,0.15,0.63419,Iwamoto_BA10_BPD,BPD,Human
MAPKAP1,0.07,0.67828,Iwamoto_BA10_BPD,BPD,Human
MAPKAPK2,0.15,0.22253,Iwamoto_BA10_BPD,BPD,Human
MAPT,0.00,0.33286,Iwamoto_BA10_BPD,BPD,Human
MARCKS,-0.10,0.47905,Iwamoto_BA10_BPD,BPD,Human
MAX,0.12,0.51088,Iwamoto_BA10_BPD,BPD,Human
MCAT,-0.43,0.00066,Iwamoto_BA10_BPD,BPD,Human
