GeneID,logFC,logCPM,F,PValue,FDR,SYMBOL
55079,-4.48490159573872,3.15281469823629,103.749015215489,3.1811760974774897e-16,9.03294952878734e-12,FEZF2
84311,-4.65051138276123,-1.35373379985843,93.4492293263306,3.37848424735031e-15,4.7966030101756004e-11,MRPL45
10716,-3.67252216124944,2.4789024579762,91.2945067810699,5.638122879098021e-15,5.33648330506628e-11,TBR1
103695363,-4.42085099205678,-2.18319343424043,81.0527723177773,7.05311412983055e-14,5.00682939291346e-10,FOXG1-AS1
2290,-4.83850853053687,3.42284705359861,75.9366389567197,2.64957987079228e-13,1.2530035685374102e-9,FOXG1
340665,-5.51860903798784,2.26413642673737,75.4338506869214,3.02476064942875e-13,1.2530035685374102e-9,CYP26C1
2016,-4.63433285006651,2.40132364318354,75.3542964837716,3.08893290359636e-13,1.2530035685374102e-9,EMX1
7757,-5.38153559746108,-0.591344804427751,73.989086368456,4.43620581780633e-13,1.5745758024576302e-9,ZNF208
387978,-4.94730993905906,1.49324842766204,72.5898399207476,6.45067978183287e-13,2.03518947116827e-9,LINC01551
3216,7.26429649735912,1.12049066573734,69.8928302784105,1.34062800187952e-12,3.2706572678415404e-9,HOXB6
245802,-3.19397381022878,-2.41979874414213,69.8561727316799,1.3541485143121798e-12,3.2706572678415404e-9,MS4A6E
79901,-1.24598374637374,3.93740136833605,69.7812701632574,1.38221120669479e-12,3.2706572678415404e-9,CYBRD1
9277,4.94484178361257,-2.26213707603145,66.5978505876073,3.33746570127738e-12,7.28979527598239e-9,WDR46
79953,1.67380245814759,2.54877550666595,64.8597165204643,5.44537838208935e-12,1.10443942256734e-8,SYNDIG1
3215,6.53644136176653,-0.0360386904920724,64.0414665151,6.87096298309337e-12,1.30067329269957e-8,HOXB5
101927859,-3.86165548741671,-2.00452295946942,63.7399937663592,7.48812431356038e-12,1.32890806177217e-8,FAM230G
7373,2.90740816856346,3.76966079791718,62.9777953481857,9.314806710693499e-12,1.55584668558907e-8,COL14A1
100093630,-1.21399917128965,3.37833021869124,61.6768108471181,1.3557618600096298e-11,2.13831119527503e-8,SNHG8
3219,6.47723271957441,2.93049128539817,61.4910536299293,1.4308122102562299e-11,2.13831119527503e-8,HOXB9
3205,6.96146404221536,-0.553597328744284,61.0820854107913,1.6114231708472497e-11,2.24539855846319e-8,HOXA9
2018,-3.12878028781535,3.93157701946837,60.8556563545812,1.72130978424942e-11,2.24539855846319e-8,EMX2
91461,1.25493013427647,4.98268261970092,60.6478114525448,1.82893576370815e-11,2.24539855846319e-8,PKDCC
196047,-3.03312548859288,4.33945309647492,60.6457702657478,1.8300262581405597e-11,2.24539855846319e-8,EMX2OS
3218,6.01394966478834,0.871226430291303,60.5212008997597,1.8978540377924497e-11,2.24539855846319e-8,HOXB8
3217,5.56684518333949,0.722607948680046,58.7633948571126,3.1829700328163697e-11,3.61521736327283e-8,HOXB7
133874,5.74538895998843,0.151620534573387,56.4396306196804,6.37103466884932e-11,6.65801496425062e-8,C5orf58
58524,-3.07400691126487,0.894617032659162,56.3941879805961,6.45885903756984e-11,6.65801496425062e-8,DMRT3
283971,2.76164313535769,-0.556148028463875,56.3399055506612,6.565395985174059e-11,6.65801496425062e-8,CLEC18C
100505817,5.04483835720152,-1.22102647798205,55.9971192824903,7.28108005376517e-11,7.12918165954007e-8,LINC02582
404266,5.12846893391131,-1.70781417728138,55.7328313885273,7.88714489202004e-11,7.46518264029696e-8,HOXB-AS3
101928272,-3.99352155914192,-2.4370449241251,55.5654993109617,8.29737879974173e-11,7.60013132318279e-8,LOC101928272
63978,4.90068021279569,1.17572441517234,54.6036550089167,1.11189429752557e-10,9.86632455569953e-8,PRDM14
1814,4.53193913041112,-0.470025996177111,53.843313898053,1.40350937040916e-10,1.20765601735661e-7,DRD3
399833,-3.1283326962416,-2.20586833293645,52.7344475541989,1.97603853894436e-10,1.64117041865655e-7,SPRNP1
3221,5.42689524757072,0.265988481584233,52.5683335618405,2.08047852548707e-10,1.64117041865655e-7,HOXC4
3123,5.21259027810939,-1.77550887966981,52.4331968219967,2.1696072717949003e-10,1.64117041865655e-7,HLA-DRB1
401,3.08408972678812,1.24318825033067,52.4143677567009,2.18233292739121e-10,1.64117041865655e-7,PHOX2A
1128,-4.27447356720933,-1.32271122220697,52.3938032440939,2.19631892618239e-10,1.64117041865655e-7,CHRM1
63950,-2.85729555436957,3.05718855877422,52.244553112853,2.30061695030552e-10,1.67502611035706e-7,DMRTA2
102723769,-3.43017638557065,-2.36251175847937,51.5593602930061,2.8487025067059005e-10,2.02222269194785e-7,LOC102723769
3223,6.00874237808886,0.396038478578852,50.9569105694886,3.44076403206561e-10,2.2734611886491e-7,HOXC6
147660,-2.76876216505935,-0.0520578412892015,50.9550106560006,3.44281849311186e-10,2.2734611886491e-7,ZNF578
1638,-3.01965193114717,3.99301235989766,50.5839485384035,3.8691789358561703e-10,2.49693945190081e-7,DCT
284207,-2.24033666439413,-0.634989839176279,49.928752616432,4.75897220923536e-10,3.00291146402751e-7,METRNL
1009,1.16603182767041,5.35156504486393,49.8104706886667,4.940734236323941e-10,3.04982931826996e-7,CDH11
286122,3.08344263183087,-2.99745698139785,49.4580743344679,5.52560952215395e-10,3.33829111450131e-7,LINC02904
2487,1.76043752642887,5.29013789274082,49.152144006815,6.09077954168245e-10,3.60307677262653e-7,FRZB
102659288,-3.51924706862616,-1.50014513823197,48.6902018160386,7.05877639257564e-10,4.09048889116705e-7,LINC02888
7185,1.54193094081473,1.20683694508392,48.2665814085703,8.08501851691734e-10,4.59148201575736e-7,TRAF1
1240,3.24264725572026,-0.176253355608643,47.1711455345137,1.15096280210591e-9,6.40815465996026e-7,CMKLR1
400839,2.8443848251108,-2.48441706307024,46.8912345565727,1.2602972867239801e-9,6.88195028010142e-7,LINC01721
4795,4.58668069964851,-2.18866633910352,46.1592537714257,1.5994240014804702e-9,8.56898953246e-7,NFKBIL1
3224,4.93423936297996,-1.15585890200769,45.9037730136129,1.73872592268718e-9,9.14280047679674e-7,HOXC8
8320,-2.7585170379699,2.35020215617691,44.9566084982762,2.37332912838475e-9,1.225285101827e-6,EOMES
100996492,2.58368759605121,3.51951502362376,44.6751837011783,2.60442762094914e-9,1.31442546262132e-6,CTXND1
63934,-3.52736153315956,2.10667435896492,44.6357877258759,2.63857197990544e-9,1.31442546262132e-6,ZNF667
1030,-1.62122624279511,1.77545966706347,44.3210429365221,2.92838567512181e-9,1.41678810249141e-6,CDKN2B
54055,6.19213183289879,-0.456435478716145,44.3051621316511,2.9438456787108e-9,1.41678810249141e-6,CYP4F29P
3206,5.82821931557113,0.415976251836706,44.1234701105387,3.1267958896446503e-9,1.47905289667094e-6,HOXA10
207107,-2.16536513941291,-1.6898084866746,44.0751376126973,3.17739836932303e-9,1.47905289667094e-6,SFTA1P
744,-1.798746531523,4.24634804636367,43.5362893020011,3.80184482039667e-9,1.74118360766393e-6,MPPED2
1618,3.79350606921825,0.775712593618216,43.0062588643788,4.53929026223884e-9,1.99814574258052e-6,DAZL
647166,4.26052594805871,-1.0561002529282,42.9835209745655,4.5740261760075405e-9,1.99814574258052e-6,C13orf42
339535,3.08737011912056,-0.669987255221243,42.6586352013638,5.101203018256361e-9,2.19467666217257e-6,LINC01139
81621,-1.10581168307172,2.42698401028554,42.4591342938207,5.455419838030091e-9,2.31203949702783e-6,KAZALD1
339260,-2.0777725393373,1.58983304775666,42.317331985053,5.72244560081038e-9,2.38954180639721e-6,LOC339260
3222,4.68951218319589,-2.13441236295818,42.2632227096417,5.82783786912947e-9,2.39828197527437e-6,HOXC5
4142,-3.3044173967162,-2.8739603155293,42.219217977125,5.915015154095351e-9,2.39938364715054e-6,MAS1
166979,-3.27308865128576,1.57134306273982,42.0731636237443,6.214066188300911e-9,2.45067235301117e-6,CDC20B
140690,3.5057760861444,-1.14600959194264,41.6295230162376,7.221106137288441e-9,2.80823656032843e-6,CTCFL
5153,1.75168884667527,5.25288567283273,41.5900221239131,7.318524580535431e-9,2.80823656032843e-6,PDE1B
162632,4.38748953984193,1.54689361450223,41.5193730167937,7.496135881271071e-9,2.83803704464923e-6,USP32P1
442896,3.52928608717982,-1.70199742759433,41.3715207375515,7.8822801739083e-9,2.94496507287008e-6,MIR302D
348174,2.65934358571047,-0.398747324057492,41.2855455769978,8.116141168494861e-9,2.99295881142093e-6,CLEC18A
5947,1.18786154565687,4.46741454984857,41.2394231409392,8.24451900385518e-9,3.00132201428805e-6,RBP1
2636,2.57135521087225,0.183882832192335,41.0039162493472,8.933252912656311e-9,3.21088248677058e-6,GBX1
2321,3.02290653670017,0.341363929025408,40.7268648804833,9.81955018915948e-9,3.44795221529176e-6,FLT1
6869,3.15994813979399,3.08394164411627,40.7017365419966,9.904272402610641e-9,3.44795221529176e-6,TACR1
254295,1.77307325864122,-0.0639687036226571,40.6861770123268,9.95710799978604e-9,3.44795221529176e-6,PHYHD1
779,1.41595811837372,-0.234939623238069,40.2744362556772,1.14556897405887e-8,3.9190880745062e-6,CACNA1S
258,-3.81631557635773,-0.100998066866965,39.978475509904,1.2692888891905e-8,4.29064976292432e-6,AMBN
26167,-2.58616195893127,3.32711424865979,39.9231864303419,1.29367268037043e-8,4.32162773636686e-6,PCDHB5
55901,-1.67670126933666,1.75566157270778,39.8572109871766,1.32339909268239e-8,4.34884434670041e-6,THSD1
100874363,4.41716199697634,-2.30025509411631,39.8374225518504,1.33245098842379e-8,4.34884434670041e-6,HOXC-AS1
23493,-2.12016835113421,0.520253119422667,39.5845325520409,1.45388346813007e-8,4.6912523951765e-6,HEY2
140876,1.66845358750945,0.608840231941086,39.5225277878574,1.48535282883835e-8,4.73894309829942e-6,RIPOR3
3225,5.086715112568,-0.0553828041348733,39.3686999588937,1.56647689895041e-8,4.94223461618853e-6,HOXC9
55315,0.833444455054247,3.11572066497421,39.2664635870573,1.61371029865672e-8,5.0353081242151e-6,SLC29A3
101409254,-3.60918684372241,-2.01134992152677,39.2152297062262,1.65194601733961e-8,5.09858773503895e-6,LINC00681
10758,-0.863103368237303,1.80334701423455,39.1444008802415,1.6831038751072e-8,5.138896186416e-6,TRAF3IP2
56137,-1.26228974822795,3.16167640673239,39.1030837311021,1.71741397024e-8,5.16487866352544e-6,PCDHA12
100506122,4.0567920070776,-0.696379534141567,39.0853750777026,1.72799250936755e-8,5.16487866352544e-6,LINC02431
2690,-1.31321891592395,1.40656769325806,39.0055755573433,1.77649738073196e-8,5.25454615894625e-6,GHR
730338,2.55295332626914,-2.01826770241586,38.8935869098814,1.84693346918164e-8,5.40656452138274e-6,LOC730338
55146,0.655562628144772,5.32152432954421,38.7899992851577,1.91463523168336e-8,5.49514603424229e-6,ZDHHC4
57105,-2.66768588233295,-1.90987989423726,38.7770302566454,1.92328883779902e-8,5.49514603424229e-6,CYSLTR2
10125,-1.10460030766244,2.82769790870397,38.7592005059452,1.93525128869248e-8,5.49514603424229e-6,RASGRP1
104472718,3.11589629307607,-3.06821396266263,38.5963132240536,2.04813316123625e-8,5.75809317953497e-6,LINC00508
440097,3.7414046467041,0.30399340087481,38.4813492072523,2.13185038427991e-8,5.92231661277911e-6,DBX2
6317,-2.4536733111678,-3.289982831772,38.459357338241,2.14826064841081e-8,5.92231661277911e-6,SERPINB3
9623,3.14585731314393,-2.74022846251613,38.4300573777095,2.17032567085822e-8,5.92561513692492e-6,TCL1B
