ID,gene_name,logFC,PValue,t,B
212893_at,ZZZ3,0.09019388,0.2353746,1.2330817,-4.6792
229325_at,ZZZ3,0.03482869,0.6965229,0.3971323,-5.1648
212601_at,ZZEF1,0.06818314,0.3187466,1.0291205,-4.8379
207190_at,ZZEF1,-0.05648464,0.4722111,-0.7363113,-5.0226
207189_s_at,ZZEF1,0.04647917,0.4788647,0.7251146,-5.0285
215706_x_at,ZYX,0.1336566,0.1286677,1.6022939,-4.3384
200808_s_at,ZYX,-0.01862793,0.85105,-0.1908453,-5.2106
227918_s_at,ZYG11B,-0.28159619,0.0532647,-2.0869861,-3.8112
225338_at,ZYG11B,-0.13466931,0.1228251,-1.6291701,-4.3112
225350_s_at,ZYG11B,0.01366325,0.8654888,0.1721394,-5.2131
231517_at,ZYG11A,0.02469184,0.7042194,0.3865057,-5.1679
235448_at,ZXDC,0.11825888,0.0549367,2.0707434,-3.8299
230209_at,ZXDC,0.1574191,0.2102505,1.3053596,-4.6175
218639_s_at,ZXDC,0.06963464,0.3720022,0.9185181,-4.914
234991_at,ZXDC,0.05737275,0.4177846,0.8317863,-4.9683
225964_at,ZXDC,-0.04593972,0.4927945,-0.7019704,-5.0406
230106_at,ZXDC,-0.01120709,0.9261775,-0.0941279,-5.221
215263_at,ZXDB///ZXDA,-0.03880682,0.6690397,-0.4354777,-5.1528
216014_s_at,ZXDB///ZXDA,0.01912012,0.7837849,0.2790502,-5.1949
228005_at,ZXDB,-0.12632526,0.3189313,-1.0287152,-4.8382
216013_at,ZXDB,-0.03216874,0.6544825,-0.4560602,-5.1459
243521_at,ZXDA,0.00045452,0.9952024,0.0061077,-5.2244
204026_s_at,ZWINT,0.03553763,0.8587333,0.180883,-5.212
218349_s_at,ZWILCH,-0.32534948,0.0920196,-1.7923822,-4.1406
222606_at,ZWILCH,-0.16851922,0.1274393,-1.607857,-4.3328
204812_at,ZW10,0.01799716,0.7982434,0.259921,-5.1988
228330_at,ZUFSP,0.0427549,0.5993744,0.5359485,-5.1164
210593_at,ZSWIM8///SAT1,-0.01955505,0.829656,-0.2186947,-5.2062
214867_at,ZSWIM8-AS1///NDST2,0.02058417,0.76852,0.2993644,-5.1904
212359_s_at,ZSWIM8,0.29807708,0.0068953,3.0994232,-2.5664
216345_at,ZSWIM8,-0.01111396,0.9191265,-0.1031507,-5.2204
228719_at,ZSWIM7,0.08148175,0.6663819,0.4392209,-5.1516
229119_s_at,ZSWIM7,-0.05362999,0.7865941,-0.2753253,-5.1957
226208_at,ZSWIM6,0.08740908,0.2911268,1.0917528,-4.7917
232336_at,ZSWIM5,0.02844861,0.6741689,0.4282718,-5.1551
231915_at,ZSWIM4,0.09769321,0.2834588,1.1099097,-4.7778
228223_at,ZSWIM3,0.0010158,0.9882779,0.0149235,-5.2243
1554932_at,ZSWIM2,0.08834887,0.2018766,1.3309659,-4.5951
223607_x_at,ZSWIM1,0.12194742,0.0721803,1.9252673,-3.9951
217592_at,ZSWIM1,0.06561718,0.3736393,0.9152971,-4.9161
205181_at,ZSCAN9,0.18118003,0.0466836,2.155823,-3.7309
239406_at,ZSCAN9,0.0776028,0.3382119,0.9872908,-4.8676
1565583_at,ZSCAN5A,0.07248219,0.4634209,0.7512508,-5.0145
219904_at,ZSCAN5A,0.0436293,0.611982,0.5173731,-5.1237
