Name_GeneSymbol,LFC
SRC,-0.1113999342851975
XPO7,-0.02087646912347826
PIN1,0.230348591454892
NGRN,0.317674795915148
CSRP1,-0.6532038408910571
FCHO1,-0.8105964439505794
SLC35F2,0.05189976122159502
AMDHD2,-0.15878367661406875
PPP2R3C,0.2336764811838735
PNP,-0.3052814495978036
DUSP22,-0.40559459161772304
SLC25A46,-0.05781443560757016
CAMSAP2,0.3423345186356915
ZNF589,-0.22019162344739965
SMNDC1,0.12327293290644348
MAN2B1,-0.6065014940812808
FHL2,0.2366994490382593
HYOU1,-0.1340574108500141
MBOAT7,-0.1949907164896627
MKNK1,0.2123764316073967
ICAM3,0.07979225579159292
P4HTM,0.04504503304904254
CBLB,-0.1941039248118254
NFE2L2,-0.4567928297565434
RAB11FIP2,0.2592617460293805
SLC35A1,0.6894042789278992
GNAI1,-0.4894745582347952
HPRT1,0.39653301006612673
PLCB3,-0.3386335067601647
ALDH7A1,0.10576851572036296
EPN2,-0.6021073089656639
APP,-0.30935831800562213
SMARCA4,-0.19326607716511815
TIMM22,0.23189523539226015
TIMP2,-0.30135299436523566
PLA2G15,0.01222521170831898
RPA3,-0.04595340232827825
NR2F6,0.15294177834630518
YTHDF1,-0.0239531398642368
PPP1R13B,0.04789062369764036
KLHL9,-0.12300451529281026
COG7,0.1879500894807245
TIMM9,0.3595970458131316
HS2ST1,0.24847155823930245
HIST2H2BE,-0.9797747025106432
GOLT1B,0.07351506422961944
HADH,0.175697293359377
SSBP2,0.16089080838444814
VPS28,0.073578294020514
RPN1,-0.27598495065069373
MAST2,-0.1178297920041932
WRB,0.18948167694691948
SUPV3L1,0.3352345949795479
NMT1,0.10251722092326196
CCNA2,-0.5867962497177378
PIK3R3,0.18514680291505692
ABL1,-0.7784581745814567
TOPBP1,0.0631380474203058
IFNAR1,-0.03645789206246654
CDC20,-1.1124932226336892
MEST,0.2951332870141083
LSM5,0.4113147454481496
CDK4,-0.16368112376616503
S100A4,-0.10734618227021311
YKT6,-0.14128501336149407
HLA-DMA,-1.2119181897945093
PHKG2,0.46955306136148145
PPARD,-0.31044303291830977
DNAJA3,-0.08095683849921262
CASP3,-0.15198825774977287
NUDT9,0.05952635701810842
CTSD,-0.05248166266921907
TMEM2,-0.07239714251871218
WDTC1,-0.07488072991153884
MOK,0.5424651613123516
EAPP,0.3293410612668293
FAH,-0.06772461616095937
KIAA0100,-0.15066042103222674
CETN3,0.10144672588186776
HMGCS1,0.04831899654466789
CDC42,-0.06980572056481023
GLRX,0.4606844518888607
MFSD10,0.05366485361269454
PAPD7,0.00112096556249727
PRUNE,-0.1031507038731037
TSPAN6,-0.0905611293518227
PAICS,-0.01604418347789363
GTPBP8,0.01663885503839787
TGFB3,-0.7703535163294537
ANXA7,0.2634028683750484
PRKAG2,0.2376995815056465
MCOLN1,-0.14842736892433553
SDHB,0.24007668853130187
LGALS8,0.12252559551403149
GPER1,-0.2100964731067275
MYCBP,-0.07660216230988742
SLC1A4,-0.1179846108841383
GFPT1,0.03389946936956654
KDM5A,-0.04668107673235047
NOTCH1,-1.4890659820602137
LAP3,-0.2787220257847475
ST3GAL5,0.03217111515933233
PRR7,0.11364195793714822
RPIA,-0.13518972304961657
EDN1,0.8802216978762663
RPL39L,0.43771456473025994
CAB39,0.14721174084728722
TESK1,-0.39992828586041845
THAP11,-0.02426301830553802
HMG20B,-0.5465472682807972
SHB,-0.4520496015480861
PLEKHM1,-0.2286791491815903
HACD3,0.04343422460895692
ABHD6,-0.6368236870946719
MCUR1,0.1968752623665745
PTK2B,0.4818218054636297
CSNK1E,-0.1522251626092808
PPOX,0.1707448624414251
IKBKB,-0.44699859232673894
DNMT3A,-0.2925219102089669
CTNND1,-0.20923599568461176
CCNH,0.21503334462954796
PCNA,-0.1274024732728486
TBP,0.09751553206955574
FZD1,-0.6386957159060992
HIF1A,0.16656837138304612
MRPS16,-0.04386050337784463
LRRC16A,0.10987149989496602
MAPK1IP1L,-0.0759087306501782
MBTPS1,-0.04369557438422693
ASAH1,0.03882339422529468
PIK3CA,-0.00265480305500063
MYCBP2,0.31163415384416393
FBXL12,0.10468864963405748
FUT1,-0.0684068611348593
PLA2G4A,-0.0971958208596142
SORBS3,-0.4346314719675954
TMEM5,0.01001142397396813
LYRM1,0.3432463294621587
RELB,-0.49404133952119866
DMTF1,-0.13872965084721095
PSMF1,0.03716439928913841
