Name_GeneSymbol,male
SRC,-0.00243513939905669
XPO7,0.00533033198581132
PIN1,-0.1925705935378712
NGRN,-0.09593689872837242
CSRP1,0.05957301870007222
FCHO1,-0.10268719154556068
SLC35F2,0.02324044552231952
AMDHD2,-0.2765470874006637
PPP2R3C,0.0291282450047938
PNP,0.3356458290096018
DUSP22,-0.1323565410101677
SLC25A46,-0.12481509775693704
CAMSAP2,-0.0150364881659405
ZNF589,0.05093424170327489
SMNDC1,0.00334716145147697
MAN2B1,-0.00494428173360334
FHL2,-0.12765479438272062
HYOU1,-0.17113517863569444
MBOAT7,-0.0655798178079795
MKNK1,0.19976478538154
ICAM3,-0.12286809932822318
P4HTM,-0.09569397468371246
CBLB,0.2157915151953442
NFE2L2,0.3484524755580179
RAB11FIP2,0.03379536539732376
SLC35A1,0.21741450807505283
GNAI1,-0.12511327588959767
HPRT1,-0.1784165370163533
PLCB3,0.25977801873479966
ALDH7A1,0.23698590068487735
EPN2,0.11986946313118432
APP,-0.18828970732050468
SMARCA4,-0.15348532367933107
TIMM22,-0.04481411713873043
TIMP2,0.00853450771555344
PLA2G15,-0.03520139102073912
RPA3,-0.15450384247995927
NR2F6,0.09067879418111016
YTHDF1,0.05211242405465319
PPP1R13B,-0.01623771795869622
KLHL9,-0.04791969374261029
COG7,0.12746421473719466
TIMM9,0.05167888696744665
HS2ST1,0.10161633530065271
HIST2H2BE,0.12587727174594524
GOLT1B,0.0226023027720877
HADH,0.11412524061936072
SSBP2,-0.00554560485763465
VPS28,-0.02201270136245932
RPN1,-0.1384370657972996
MAST2,-0.06483607659571375
WRB,-0.06773243660345012
SUPV3L1,-0.04597776395510244
NMT1,-0.00567162590385385
CCNA2,0.6555449084334823
PIK3R3,-0.04144315029479401
ABL1,0.08649976314754478
TOPBP1,-0.02168155543574521
IFNAR1,0.07776588404104323
CDC20,0.1293485405527135
MEST,0.02941608792805043
LSM5,0.0646010557251349
CDK4,0.04022509463766643
S100A4,0.06642070406144365
YKT6,-0.03064504728659174
HLA-DMA,0.022608756364864
PHKG2,-0.08847396929748041
PPARD,-0.06926913701542618
DNAJA3,-0.0637563243221674
CASP3,0.09652488124800418
NUDT9,0.02648675596387681
CTSD,-0.15557555856352784
TMEM2,0.1947637811310868
WDTC1,-0.05339051938438664
MOK,0.2425733552873156
EAPP,-0.08575966320481167
FAH,0.2400083278236726
KIAA0100,-0.1155550557992914
CETN3,0.158878851769688
HMGCS1,-0.06784061772217569
CDC42,-0.09433747503775392
GLRX,0.00937150863639338
MFSD10,0.02493581507475079
PAPD7,-0.04457647186118822
PRUNE,-0.03335841492077144
TSPAN6,0.15631142858009053
PAICS,0.06030287428965272
GTPBP8,-0.09846554564196688
TGFB3,0.2881950765230718
ANXA7,-0.03078418496411865
PRKAG2,-0.09872514288309785
MCOLN1,-0.23753885149795295
SDHB,-0.08506900183134465
LGALS8,0.00607945931871982
GPER1,0.15807520986132745
MYCBP,0.4100113973134665
SLC1A4,0.10893588382452712
GFPT1,-0.08767584409070019
KDM5A,0.184470961646324
NOTCH1,0.10608339543839866
LAP3,0.07557636839802769
