Name_GeneSymbol,female
SRC,0.04332027918183423
XPO7,-0.4112396264625301
PIN1,0.3075349108135761
NGRN,0.4154095711607966
CSRP1,0.25486714840789065
FCHO1,0.6505936457401519
SLC35F2,-0.5405252602216405
AMDHD2,0.22831254576171103
PPP2R3C,-0.04935549106977312
PNP,0.01656358638255431
DUSP22,-0.00548604316514269
SLC25A46,-0.2909710294124215
CAMSAP2,-0.40561095798695385
ZNF589,0.01779926088956095
SMNDC1,-0.4831665559801114
MAN2B1,0.4425118371659192
FHL2,0.6135043648360982
HYOU1,-0.16606534339734633
MBOAT7,0.3307133492601611
MKNK1,0.10082305820062924
ICAM3,0.5629181847373966
P4HTM,-0.04809980271885953
CBLB,-0.0944297353451549
NFE2L2,-0.2435232537284603
RAB11FIP2,-0.8055708568231458
SLC35A1,-0.30890460603374015
GNAI1,-0.2446608696058451
HPRT1,-0.23941537532348145
PLCB3,0.42688168288979456
ALDH7A1,-0.2480537618157839
EPN2,0.2151241006137161
APP,-0.08876933370210514
SMARCA4,0.31334173143146354
TIMM22,0.1721641829156936
TIMP2,0.07167476252134977
PLA2G15,-0.24729396738413423
RPA3,0.04038703225051324
NR2F6,0.6338188665819798
YTHDF1,-0.03159711588845766
PPP1R13B,0.32410128447129144
KLHL9,-0.6810445808207797
COG7,-0.03319234899664686
TIMM9,-0.08124879614193893
HS2ST1,-0.4916706728812841
HIST2H2BE,0.09001132330531181
GOLT1B,-0.5295452283523019
HADH,-0.3814038529075764
SSBP2,-0.48781625419014646
VPS28,0.27516348960874226
RPN1,-0.34546322530842266
MAST2,0.48020584699203134
WRB,-0.2578876487709613
SUPV3L1,0.14992279120510058
NMT1,-0.11397209137039904
CCNA2,-0.258488513061905
PIK3R3,0.03249410231174601
ABL1,0.3305055652299022
TOPBP1,-0.38386073854776326
IFNAR1,0.12332327706035394
CDC20,0.9890326312006504
MEST,-0.4483282637647759
LSM5,-0.21262502607604175
CDK4,-0.2844361108777551
S100A4,1.028763394480913
YKT6,-0.00974480289249395
HLA-DMA,0.13914990634240057
PHKG2,0.1859690599128813
PPARD,0.20718416485890884
DNAJA3,-0.034986700357985
CASP3,-0.3854235625816742
NUDT9,-0.3158096401772351
CTSD,0.14247882118440575
TMEM2,0.06212660457575936
WDTC1,0.1367738989926806
MOK,0.1713711443599959
EAPP,-0.02770084840532061
FAH,-0.02587148465174836
KIAA0100,-0.06359011544585266
CETN3,-0.3351442856262007
HMGCS1,-0.3755083652227202
CDC42,-0.1020971256748318
GLRX,0.1008444568085497
MFSD10,-0.03687110231697852
PAPD7,0.05688850540791074
PRUNE,-0.32376645877203775
TSPAN6,-0.1587927509662025
PAICS,0.21775874807321255
GTPBP8,-0.38910085235036584
TGFB3,1.901447955870408
ANXA7,-0.29271392056984
PRKAG2,-0.17420977304677726
MCOLN1,0.18674308118834357
SDHB,-0.4031107954709917
LGALS8,-0.3168073433220763
GPER1,0.5778664032324639
MYCBP,-0.09009988504107232
SLC1A4,-0.39399203360510526
GFPT1,-0.3056660070791906
KDM5A,-0.7366724561495401
NOTCH1,0.3548775326984811
LAP3,-0.01516542119602774
ST3GAL5,-0.4038220137189521
PRR7,0.7789008341126218
RPIA,-0.09702359518383652
EDN1,0.5926866740260733
RPL39L,0.619218970503142
CAB39,-0.15806273348403935
TESK1,0.6444567850237944
THAP11,0.1667011079239006
HMG20B,0.6947451114900337
SHB,0.06213910449485713
PLEKHM1,0.08528286216980077
HACD3,-0.6591681234138603
ABHD6,-0.0557646672653854
MCUR1,0.2455986836530777
PTK2B,0.1177987117968576
CSNK1E,0.35963525300594923
PPOX,0.17638065099330227
IKBKB,3.4304632413421736e-4
DNMT3A,-0.13646483165514398
CTNND1,-0.05023580401968883
CCNH,0.06813572660756244
PCNA,-0.14842224672888335
TBP,0.09528244530720675
FZD1,-0.04065753571331147
HIF1A,-0.05571333703088847
MRPS16,0.09547186716490552
LRRC16A,-0.44798104039893993
MAPK1IP1L,-0.2224335495956584
MBTPS1,-0.3138777109305653
ASAH1,-0.23591751820708023
PIK3CA,-0.5653293321237238
MYCBP2,-0.8303609184473687
FBXL12,0.2776824217685362
FUT1,1.4492552972192183
PLA2G4A,0.5829609982749654
SORBS3,0.8515092996522714
TMEM5,-0.32083910572051466
LYRM1,-0.04296216327890258
RELB,0.580692764892081
DMTF1,0.02268142491097822
PSMF1,0.15850662113298938
EPHA3,-0.3993911385792114
EVL,0.1902779185603733
SFN,0.12331435152740146
SH3BP5,0.4876371044098318
CHMP4A,-0.16159705066119556
RBM6,0.3235574989887566
PSME1,0.08049114421679308
LRP10,0.0136008752143632
WDR61,-0.12140321280482792
CRYZ,-0.01884178553501442
ALAS1,-0.07173564020348396
DNAJB1,0.0961768406342213
CALM3,0.2639620524573224
ADCK3,0.28158171771874596
TRAPPC6A,0.2521132351951829
TBPL1,-0.4781908900662083
MEF2C,0.3804861134206
PAFAH1B1,-0.34537127821868513
TNFRSF21,0.5455832906208145
IARS2,-0.2879458760368203
FAM20B,-0.1722039600223476
TMEM50A,-0.3708354562717596
STK10,0.15228116991285853
COASY,0.13280725526342757
NR1H2,0.4241637578257648
SCYL3,-0.22212533914016325
HERC6,0.2162948462502728
CDCA4,0.25039291046004736
SLC35A3,-0.7127175228359784
PSMD2,-0.27873761181262363
IL4R,1.218222063719766
SYK,-0.49769311368103775
CYCS,-0.23651013329852008
VAV3,0.24308347809557249
GNA11,0.6263566707797236
RRP8,0.07444650342993721
ATMIN,-0.1840553569999514
PLK1,0.6577413567378201
NFATC3,0.01232824220051072
CXCR4,-0.21005868652783596
EBP,0.0805329327158568
KIT,-0.7121539987150824
CDKN2A,0.25703377344672385
TOR1A,-0.13964961955385102
GNAS,0.9109172420985088
HMGCR,-0.42119579863696144
NFKBIE,0.3427207988105257
ZNF395,0.09434804593601082
HSPD1,-0.20119678621036943
SLC27A3,0.5426440416441674
ACOT9,-0.10886514122986632
PDGFA,0.83823216723027
STAP2,0.37177849732470625
TRAPPC3,-0.10140879501102595
SPAG4,0.18279262656862244
LIPA,-0.03558350760536954
NARFL,0.0041226524534119504
PAFAH1B3,0.24687130381800695
DENND2D,0.3682710187828273
RSU1,0.25618053055736983
SESN1,-0.2898495388443088
PRKCH,0.12979655761727774
SMARCC1,0.26427750974456
IGF2R,-0.19310791577620037
ERO1L,-0.3743064668108256
GALE,-0.11451680046342325
DDB2,0.301331002264007
CCNB1,-0.24183378373399267
BAG3,-0.2708359553161493
GADD45A,0.17783450504799944
NCK1,-0.330706316062281
STAT1,-0.11411707154455002
ARID5B,-0.5690309321927998
TXNDC9,-0.19776153797240711
CCNB2,-0.31425241368376183
RFC5,0.020467652023222722
NIPSNAP1,-0.16112408769380002
STX4,0.3681867775656518
ARFIP2,0.11414737596027046
ITGB1BP1,0.01469263545155832
PAN2,-0.32920657185531205
RPS5,0.3018946662833898
ADH5,-0.3508084228877705
KDM3A,-0.3427729478592913
GRN,0.09370002715925373
NPC1,-0.19302895264902023
MAPKAPK5,-0.00110113203670815
EGFR,-0.6386239823248607
SNX11,-0.14765812061045316
PECR,-0.3657534626489938
ERBB3,0.2165212209403036
HAT1,-0.30145810072931295
SPR,-0.18213490827756168
LAGE3,0.7341890490331817
CSK,0.48069489331780696
PNKP,0.6526386703930787
IER3,0.08990193842545244
PLSCR1,-0.24929284477984617
HSD17B10,0.303340934878601
BNIP3,0.13857622319695753
DFFB,0.29063748572757603
PGM1,-0.05305846450633711
KIAA0753,-0.15762594925253448
PRKX,0.20578168192592464
GLI2,0.2716046883079107
BCL2,-0.4640381282103654
CPSF4,0.4167160566861575
KIF1BP,-0.5433760469844932
AURKA,0.561145687026762
CREB1,-0.5908686338452867
TMED10,-0.14065293965232248
NUSAP1,-0.8152308914843722
CHN1,-0.1067664381813032
CNPY3,0.38745133746423904
POLE2,0.2956687363854746
PCMT1,-0.5298858349670617
HSPB1,0.7757870652955354
LOXL1,0.5834202295148156
ACAT2,-0.11398632043729488
VDAC1,-0.01682207067049007
LYN,0.02473279177304715
APBB2,0.06721369281181397
PCBD1,0.0743944600209544
TRIB1,-0.5728898282611279
ECH1,0.5885695072909364
DSG2,-0.42261488981732354
NCAPD2,0.1910251411620764
ARL4C,0.04347586176145378
MAP7,-0.03643487224502008
COG2,0.06050049662477305
C5,0.1924891331894548
AKT1,0.19831012913787588
BPHL,0.24813018980827037
UBR7,-0.5947446502492648
RNPS1,0.4306010889028628
CEP57,-0.45829044431932214
TLK2,0.02553011691079586
SCAND1,0.8239437520571581
CDK5R1,0.1640524114131124
TBX2,0.5617979888135215
TP53,0.11481770595573693
VGLL4,0.13967015752324605
CLPX,-0.11789414995162983
COPB2,-0.2871467428767445
HSD17B11,-0.01257156374528275
MIF,1.3227553642115912
MNAT1,-0.6574254990429829
ATP2C1,-0.2556623417480738
RAB31,-0.5292885666110444
MAP4K4,0.988667138372512
PYGL,-0.22843981211232395
PRKACA,0.4306504640431796
LSM6,-0.13218430947210416
PRKCQ,0.49026588570021273
ABCF1,-0.48691726618750736
NCK2,0.6769703629948944
NUP88,-0.1385558205713149
ADI1,-0.03014965331380878
TP53BP2,-0.5127179155807551
ARHGEF12,-0.3430314543127217
FOSL1,0.8233656461537998
