ID,gene_name,logFC,PValue,t,B
212893_at,ZZZ3,-0.0661625,0.4020908,-0.8556028,-5.685896
229325_at,ZZZ3,-0.0752552,0.41608863,-0.8299918,-5.706523
207189_s_at,ZZEF1,0.0892368,0.28474511,1.0983931,-5.462083
207190_at,ZZEF1,0.0845372,0.48636206,0.7088924,-5.796082
212601_at,ZZEF1,-0.0259892,0.74929268,-0.3238958,-5.990003
215706_x_at,ZYX,0.2582567,0.01914703,2.5425081,-3.281075
200808_s_at,ZYX,0.1251731,0.15179965,1.4885638,-5.002634
225338_at,ZYG11B,-0.249556,0.02803495,-2.3638612,-3.611383
225350_s_at,ZYG11B,-0.1149597,0.29068082,-1.0845723,-5.476162
227918_s_at,ZYG11B,-0.1855753,0.332951,-0.9915644,-5.566764
231517_at,ZYG11A,0.053016,0.55469612,0.6005723,-5.864811
230209_at,ZXDC,0.4597199,0.00410094,3.2295738,-1.918004
235448_at,ZXDC,0.2544418,0.00742454,2.9699957,-2.447107
234991_at,ZXDC,0.1805261,0.07833352,1.852835,-4.476533
218639_s_at,ZXDC,-0.1155487,0.13212782,-1.5681483,-4.895133
230106_at,ZXDC,-0.3206084,0.15310845,-1.4835764,-5.009224
225964_at,ZXDC,-0.1183959,0.20666069,-1.3040048,-5.234476
215263_at,ZXDB///ZXDA,0.1889178,0.03083136,2.3185521,-3.693116
216014_s_at,ZXDB///ZXDA,-0.0728939,0.46279819,-0.7482424,-5.768438
228005_at,ZXDB,-0.1385868,0.208039,-1.2998972,-5.239347
216013_at,ZXDB,-0.0135808,0.84208841,-0.2017616,-6.021684
243521_at,ZXDA,-0.0691382,0.37514234,-0.9065843,-5.64311
204026_s_at,ZWINT,-0.3932982,0.01476489,-2.6618302,-3.053936
218349_s_at,ZWILCH,-0.624471,0.00103063,-3.8201425,-0.676648
222606_at,ZWILCH,-0.4550947,0.01021313,-2.8282418,-2.729542
204812_at,ZW10,-0.3300062,0.00012326,-4.718912,1.238658
228330_at,ZUFSP,-0.119379,0.39641509,-0.8661505,-5.677231
210593_at,ZSWIM8///SAT1,0.1956785,0.00859683,2.905056,-2.577136
214867_at,ZSWIM8-AS1///NDST2,0.127002,0.24215145,1.2043531,-5.348976
216345_at,ZSWIM8,0.1886062,0.04060353,2.185371,-3.928131
212359_s_at,ZSWIM8,0.1075491,0.24361479,1.2004907,-5.353258
229119_s_at,ZSWIM7,-0.7558319,0.00482215,-3.1592005,-2.062782
228719_at,ZSWIM7,0.0716802,0.70219989,0.387738,-5.967647
226208_at,ZSWIM6,0.3567493,0.00273145,3.4048462,-1.553858
232336_at,ZSWIM5,0.097284,0.3029359,1.0566691,-5.504104
231915_at,ZSWIM4,0.0635141,0.50594656,0.6770242,-5.817431
228223_at,ZSWIM3,0.0339689,0.74919237,0.3240302,-5.98996
1554932_at,ZSWIM2,0.0732487,0.28665084,1.0939332,-5.466644
223607_x_at,ZSWIM1,0.0653327,0.3101629,1.0405909,-5.51991
217592_at,ZSWIM1,0.0701813,0.41680819,0.8286902,-5.707556
239406_at,ZSCAN9,-0.0178868,0.86873282,-0.1673486,-6.027964
205181_at,ZSCAN9,0.0126861,0.91055747,0.1137287,-6.035421
219904_at,ZSCAN5A,-0.1079752,0.23241778,-1.2305051,-5.319678
1565583_at,ZSCAN5A,0.0219741,0.85793786,0.1812636,-6.025565
1552852_a_at,ZSCAN4,0.031622,0.62667878,0.4938129,-5.921795
1552851_at,ZSCAN4,-0.0173032,0.82942057,-0.2182085,-6.01827
220292_at,ZSCAN32,0.133176,0.23872608,1.2134638,-5.338831
218937_at,ZSCAN32,-0.076875,0.42129429,-0.8206073,-5.713936
222016_s_at,ZSCAN31,0.047516,0.88678444,0.1441537,-6.031538
1557104_at,ZSCAN30,0.2457274,0.03135993,2.3104165,-3.707699
228125_at,ZSCAN30,0.1625765,0.06054788,1.9859779,-4.264031
1557105_a_at,ZSCAN30,0.1523265,0.07845924,1.851993,-4.477845
228130_at,ZSCAN30,-0.0910601,0.32520193,-1.0079643,-5.551317
1562988_at,ZSCAN30,-0.0031886,0.97055161,-0.0373691,-6.041134
226562_at,ZSCAN29,0.0535685,0.60301404,0.5282125,-5.904612
213218_at,ZSCAN26,-0.1850853,0.10785159,-1.6813035,-4.734918
228138_at,ZSCAN25,0.0409935,0.77646949,0.2876872,-6.000919
242621_at,ZSCAN25,-0.0147626,0.88008889,-0.1527468,-6.030276
1563670_at,ZSCAN23,-0.0485941,0.53972739,-0.6236445,-5.851086
1564039_at,ZSCAN23,-0.027409,0.80106808,-0.2552514,-6.009608
228769_at,ZSCAN22,0.0203072,0.82676664,0.2216618,-6.01752
223424_s_at,ZSCAN21,-0.053636,0.53055363,-0.6379545,-5.842323
1552498_at,ZSCAN20,0.2096607,0.03303761,2.2854052,-3.752352
1554790_at,ZSCAN20,0.0641423,0.47445411,0.7286337,-5.78239
1552499_a_at,ZSCAN20,0.0477183,0.5546371,0.6006626,-5.864759
220516_at,ZSCAN2,0.1602457,0.04378601,2.1483088,-3.99207
231188_at,ZSCAN2,-0.1275334,0.24215354,-1.2043476,-5.348983
218312_s_at,ZSCAN18,-0.3044981,0.00814856,-2.9288209,-2.529673
217593_at,ZSCAN18,0.3392051,0.01687088,2.6008375,-3.17065
232866_at,ZSCAN18,0.094269,0.29765786,1.0685852,-5.492251
236777_at,ZSCAN16-AS1,-0.1611738,0.11682259,-1.6372013,-4.798366
244730_x_at,ZSCAN16-AS1,0.138669,0.14137938,1.5295828,-4.947774
1557062_at,ZSCAN16-AS1,0.0321489,0.74423115,0.3306872,-5.987813
219676_at,ZSCAN16,-0.0464814,0.62863825,-0.4909921,-5.923154
239157_at,ZSCAN12P1,-0.041184,0.708622,-0.3789403,-5.970963
240181_at,ZSCAN12,-0.0750045,0.27845252,-1.1132754,-5.446747
206507_at,ZSCAN12,0.0902037,0.33723525,0.9826108,-5.5751
217098_s_at,ZSCAN12,-0.0313598,0.66565351,-0.4384284,-5.947085
1553875_s_at,ZSCAN10,0.122634,0.28041869,1.1085992,-5.451586
1553874_a_at,ZSCAN10,-0.0197059,0.80356206,-0.251979,-6.010428
1562651_at,ZSCAN1,0.072369,0.41408391,0.8336256,-5.703632
213876_x_at,ZRSR2,0.1597664,0.06235582,1.9709672,-4.288482
208174_x_at,ZRSR2,0.1064671,0.24388848,1.1997702,-5.354055
206512_at,ZRSR1///SRP19,0.0813362,0.48558984,0.710164,-5.795211
224124_at,ZRANB3,0.0869579,0.30438275,1.0534285,-5.507308
239538_at,ZRANB3,-0.0826907,0.56343948,-0.5872473,-5.872511
244092_at,ZRANB3,-0.003608,0.96165773,-0.0486634,-6.040652
231030_at,ZRANB2-AS1,0.1428614,0.0746347,1.8781546,-4.436896
223716_s_at,ZRANB2,0.0756369,0.33000035,0.9977774,-5.560939
223016_x_at,ZRANB2,0.0453544,0.7537471,0.3179319,-5.991889
225131_at,ZRANB1,-0.2052965,0.01914554,-2.5425442,-3.281007
225130_at,ZRANB1,-0.2879518,0.04152815,-2.1743388,-3.947233
225138_at,ZRANB1,-0.0376565,0.58676741,-0.5522065,-5.891962
200054_at,ZPR1,-0.3204639,0.00123198,-3.7444742,-0.837538
1561969_at,ZPLD1,-0.0837685,0.24208673,-1.2045244,-5.348786
1569777_a_at,ZPLD1,0.0668943,0.28148725,1.1060678,-5.454197
231442_at,ZPBP2,0.0041072,0.94379764,0.0713651,-6.039303
207021_at,ZPBP,0.0015392,0.98432373,0.0198892,-6.041629
231756_at,ZP4,0.0497278,0.66215931,0.4433346,-5.944964
207933_at,ZP2,0.1438738,0.13135315,1.5714783,-4.89054
237335_at,ZP1,0.1327404,0.19456065,1.3410173,-5.190002
215461_at,ZNRF4,0.1045478,0.33027443,0.9971987,-5.561483
226360_at,ZNRF3,0.2380715,0.20009028,1.3238853,-5.210716
